breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,name,year,team_name,age,lg_name,pos_name,id,x,y
age,24,PTS,0.8602351570000001,0.195870882,Top1,Point,0.168495019,86,314677,*,*,*,*,*,SG,187,-1.9419426,39.638195
year,1967,PTS,1.0,0.195870882,Change Point,Shape,0.195870882,135,314677,*,*,*,*,*,SG,188,-4.0906324,-44.41183
year,1971,PTS,0.9307094,0.195870882,Outlier,Shape,0.182298871,177,314677,*,*,*,*,*,SG,189,-4.0906324,-44.41183
lg_name,NBA,PTS,0.920724191,0.195870882,Attribution,Point,0.1803430589999999,239,314677,*,*,*,*,*,SG,190,-1.9798129,39.673374
year,-1,AST,0.5105371679999999,0.195870882,Trend,Shape,0.099999365,327,314677,*,*,*,*,*,SG,191,-22.665194,-70.23518
age,24,AST,0.8518943179999999,0.195870882,Top1,Point,0.166861291,384,314677,*,*,*,*,*,SG,192,71.27712,-10.205687
year,1967,AST,1.0,0.195870882,Change Point,Shape,0.195870882,435,314677,*,*,*,*,*,SG,193,-22.665192,-70.23523
year,1971,AST,0.937083825,0.195870882,Outlier,Shape,0.183547435,477,314677,*,*,*,*,*,SG,194,-22.665195,-70.23519
lg_name,NBA,AST,0.923017377,0.195870882,Attribution,Point,0.180792227,539,314677,*,*,*,*,*,SG,195,71.30374,-10.176184
team_name,-1,PTS;AST,0.772192112,0.195870882,Clustering,Compound Shape,0.109012057,567,314677,*,*,*,*,*,SG,196,75.054276,6.1905437
name,-1,PTS;AST,0.835303948,0.195870882,Clustering,Compound Shape,0.17370123,578,314677,*,*,*,*,*,SG,197,74.78807,6.7777047
year,-1,PTS;AST,0.8214040690000001,0.195870882,Clustering,Compound Shape,0.144315509,580,314677,*,*,*,*,*,SG,198,-14.626525,-66.03003
team_name,-1,PTS;AST,0.989582472,0.195870882,Cross Measure Correlation,Compound,0.193830391,615,314677,*,*,*,*,*,SG,199,75.05389,6.190671
year,-1,PTS;AST,0.968692856,0.195870882,Cross Measure Correlation,Compound,0.189738724,619,314677,*,*,*,*,*,SG,200,-14.626525,-66.03003
age,-1,PTS;AST,0.998621462,0.195870882,Cross Measure Correlation,Compound,0.195600866,627,314677,*,*,*,*,*,SG,201,74.7368,6.908595
name,-1,PTS;AST,0.881758706,0.195870882,Cross Measure Correlation,Compound,0.172710855,638,314677,*,*,*,*,*,SG,202,74.78807,6.777706
year,-1,PTS,0.855355575,0.1696943689999999,Trend,Shape,0.145149025,28,492966,*,*,*,*,NBA,PG,203,44.86321,6.256252
age,25,PTS,0.863513581,0.1696943689999999,Top1,Point,0.1465333919999999,83,492966,*,*,*,*,NBA,PG,204,4.0849853,70.093666
year,1967,PTS,1.0,0.1696943689999999,Change Point,Shape,0.1696943689999999,146,492966,*,*,*,*,NBA,PG,205,44.921764,6.3033915
year,2014,PTS,0.943794182,0.1696943689999999,Outlier,Shape,0.160156558,166,492966,*,*,*,*,NBA,PG,206,45.050083,6.40049
year,-1,AST,0.795147685,0.1696943689999999,Trend,Shape,0.134932085,346,492966,*,*,*,*,NBA,PG,207,48.14352,25.38751
name,John Stockton,AST,0.385578707,0.1696943689999999,Top1,Point,0.065430535,359,492966,*,*,*,*,NBA,PG,208,5.927107,54.024994
age,25,AST,0.8152572929999999,0.1696943689999999,Top1,Point,0.138344572,373,492966,*,*,*,*,NBA,PG,209,5.9408865,53.972534
year,1968,AST,1.0,0.1696943689999999,Change Point,Shape,0.1696943689999999,446,492966,*,*,*,*,NBA,PG,210,48.14352,25.38751
year,1991,AST,0.901967451,0.1696943689999999,Outlier,Shape,0.153058797,484,492966,*,*,*,*,NBA,PG,211,48.14352,25.38751
year,-1,PTS;AST,0.7272522770000001,0.1696943689999999,Clustering,Compound Shape,0.09255883,565,492966,*,*,*,*,NBA,PG,212,55.306244,32.56233
team_name,-1,PTS;AST,0.663028485,0.1696943689999999,Clustering,Compound Shape,0.092619179,573,492966,*,*,*,*,NBA,PG,213,3.1696029,59.47429
name,-1,PTS;AST,0.7943350259999999,0.1696943689999999,Clustering,Compound Shape,0.146499414,588,492966,*,*,*,*,NBA,PG,214,2.7648633,60.009705
year,-1,PTS;AST,0.933646613,0.1696943689999999,Cross Measure Correlation,Compound,0.158434573,604,492966,*,*,*,*,NBA,PG,215,55.306244,32.56233
name,-1,PTS;AST,0.875630672,0.1696943689999999,Cross Measure Correlation,Compound,0.148589594,605,492966,*,*,*,*,NBA,PG,216,2.7646017,60.011196
team_name,-1,PTS;AST,0.96914114,0.1696943689999999,Cross Measure Correlation,Compound,0.164457794,622,492966,*,*,*,*,NBA,PG,217,3.169556,59.47409
age,-1,PTS;AST,0.997882172,0.1696943689999999,Cross Measure Correlation,Compound,0.169334985,624,492966,*,*,*,*,NBA,PG,218,2.594063,60.03958
year,-1,PTS,0.423701745,0.093167406,Trend,Shape,0.039475192,29,215455,*,*,*,25,NBA,*,219,-4.585293,21.85023
year,1967,PTS,1.0,0.093167406,Change Point,Shape,0.093167406,138,215455,*,*,*,25,NBA,*,220,-4.5852885,21.850769
year,1989,PTS,0.957322741,0.093167406,Outlier,Shape,0.089191276,163,215455,*,*,*,25,NBA,*,221,-4.5852146,21.85116
year,-1,AST,0.346419243,0.093167406,Trend,Shape,0.032274982,345,215455,*,*,*,25,NBA,*,222,-49.161297,-24.00862
pos_name,PG,AST,0.998068861,0.093167406,Top1,Point,0.092987487,396,215455,*,*,*,25,NBA,*,223,-49.563194,39.133083
year,1967,AST,1.0,0.093167406,Change Point,Shape,0.093167406,438,215455,*,*,*,25,NBA,*,224,-49.15957,-24.0086
year,1981,AST,0.969838325,0.093167406,Outlier,Shape,0.0903573209999999,495,215455,*,*,*,25,NBA,*,225,-49.15854,-24.008554
pos_name,PG,AST,0.348370407,0.093167406,Attribution,Point,0.032456767,509,215455,*,*,*,25,NBA,*,226,-49.563198,39.13308
name,-1,PTS;AST,0.622886732,0.093167406,Clustering,Compound Shape,0.07413759,552,215455,*,*,*,25,NBA,*,227,-50.997223,41.761894
year,-1,PTS,0.7732160570000001,0.182663424,Trend,Shape,0.141238293,30,492965,*,*,*,*,NBA,SG,228,44.63357,4.5933337
age,24,PTS,0.8487800990000001,0.182663424,Top1,Point,0.15504108,89,492965,*,*,*,*,NBA,SG,229,3.9514444,69.7789
year,1968,PTS,1.0,0.182663424,Change Point,Shape,0.182663424,126,492965,*,*,*,*,NBA,SG,230,44.776302,4.406767
year,2008,PTS,0.924435641,0.182663424,Outlier,Shape,0.16886058,184,492965,*,*,*,*,NBA,SG,231,44.643215,4.577465
year,-1,AST,0.668699512,0.182663424,Trend,Shape,0.122146943,348,492965,*,*,*,*,NBA,SG,232,49.414486,25.964533
age,24,AST,0.830122626,0.182663424,Top1,Point,0.151633042,387,492965,*,*,*,*,NBA,SG,233,6.2964892,53.417088
year,1968,AST,1.0,0.182663424,Change Point,Shape,0.182663424,426,492965,*,*,*,*,NBA,SG,234,49.41449,25.964533
year,2008,AST,0.894754312,0.182663424,Outlier,Shape,0.163438887,496,492965,*,*,*,*,NBA,SG,235,49.41449,25.964535
year,-1,PTS;AST,0.8065300679999999,0.182663424,Clustering,Compound Shape,0.124862883,590,492965,*,*,*,*,NBA,SG,236,54.558117,32.159954
name,-1,PTS;AST,0.839326591,0.182663424,Clustering,Compound Shape,0.162038055,593,492965,*,*,*,*,NBA,SG,237,2.9622452,63.03007
team_name,-1,PTS;AST,0.754795778,0.182663424,Clustering,Compound Shape,0.099380695,598,492965,*,*,*,*,NBA,SG,238,3.437784,62.608658
name,-1,PTS;AST,0.882362491,0.182663424,Cross Measure Correlation,Compound,0.161175354,612,492965,*,*,*,*,NBA,SG,239,2.9622452,63.03007
age,-1,PTS;AST,0.998351023,0.182663424,Cross Measure Correlation,Compound,0.182362217,617,492965,*,*,*,*,NBA,SG,240,2.8457937,63.129993
year,-1,PTS;AST,0.968173702,0.182663424,Cross Measure Correlation,Compound,0.176849924,620,492965,*,*,*,*,NBA,SG,241,54.558113,32.15995
team_name,-1,PTS;AST,0.984645099,0.182663424,Cross Measure Correlation,Compound,0.179858646,641,492965,*,*,*,*,NBA,SG,242,3.4377863,62.60866
year,-1,PTS,0.7809783840000001,0.920421494,Trend,Shape,0.7188292909999999,31,156899,*,*,*,*,NBA,*,243,12.172357,-26.039026
pos_name,SG,PTS,0.059955949,0.920421494,Top1,Point,0.055184744,81,156899,*,*,*,*,NBA,*,244,6.4107666,-4.64926
age,24,PTS,0.939597401,0.920421494,Top1,Point,0.8648256440000001,93,156899,*,*,*,*,NBA,*,245,5.354753,-6.0859394
year,1968,PTS,1.0,0.920421494,Change Point,Shape,0.920421494,147,156899,*,*,*,*,NBA,*,246,12.172958,-26.039131
year,2014,PTS,0.8799063909999999,0.920421494,Outlier,Shape,0.809884755,197,156899,*,*,*,*,NBA,*,247,12.185938,-26.0366
team_name,TOT,PTS,0.077718114,0.920421494,Attribution,Point,0.071533423,222,156899,*,*,*,*,NBA,*,248,3.7178214,-1.0491775
year,2014,PTS,0.0557009179999999,0.920421494,Attribution,Point,0.051268322,223,156899,*,*,*,*,NBA,*,249,12.184685,-26.037085
pos_name,SG,PTS,0.174042952,0.920421494,Attribution,Point,0.160192874,228,156899,*,*,*,*,NBA,*,250,7.4592266,-3.495667
age,24,PTS,0.096055144,0.920421494,Attribution,Point,0.08841122,230,156899,*,*,*,*,NBA,*,251,3.0011134,-6.469406
name,Kareem Abdul-Jabbar,PTS,0.048950086,0.920421494,Attribution,Point,0.045054712,242,156899,*,*,*,*,NBA,*,252,3.1622362,-3.981362
pos_name,SG;SF,PTS,0.961640711,0.36279979,Correlation,Compound Shape,0.348883048,250,156899,*,*,*,*,NBA,*,253,6.2390876,-2.7512023
pos_name,C;SF,PTS,0.966900025,0.361178658,Correlation,Compound Shape,0.349223654,251,156899,*,*,*,*,NBA,*,254,6.808777,-3.9565654
pos_name,C;SG,PTS,0.962005549,0.363705717,Correlation,Compound Shape,0.349886918,253,156899,*,*,*,*,NBA,*,255,7.0452724,-4.9100595
age,22;*,PTS,0.797998113,0.920421494,Correlation,Compound Shape,0.734494616,256,156899,*,*,*,*,NBA,*,256,3.389302,-7.143309
team_name,TOT;*,PTS,0.693385357,0.920421494,Correlation,Compound Shape,0.638206787,257,156899,*,*,*,*,NBA,*,257,3.7178216,-1.0491949
pos_name,PF;SG,PTS,0.964506256,0.368759834,Correlation,Compound Shape,0.355671167,258,156899,*,*,*,*,NBA,*,258,7.519909,-4.282159
age,29;*,PTS,0.7812912240000001,0.920421494,Correlation,Compound Shape,0.719117236,261,156899,*,*,*,*,NBA,*,259,3.6561575,-5.2002416
age,31;*,PTS,0.726149378,0.920421494,Correlation,Compound Shape,0.668363495,262,156899,*,*,*,*,NBA,*,260,5.6312103,-6.808462
age,28;*,PTS,0.831048595,0.920421494,Correlation,Compound Shape,0.76491499,264,156899,*,*,*,*,NBA,*,261,4.7522435,-6.676509
age,26;*,PTS,0.81634842,0.920421494,Correlation,Compound Shape,0.751384633,266,156899,*,*,*,*,NBA,*,262,4.8369594,-5.6013803
age,25;*,PTS,0.822565678,0.920421494,Correlation,Compound Shape,0.7571071309999999,269,156899,*,*,*,*,NBA,*,263,4.3881936,-6.047801
age,30;*,PTS,0.793736346,0.920421494,Correlation,Compound Shape,0.730571993,273,156899,*,*,*,*,NBA,*,264,3.699196,-5.9835362
age,23;*,PTS,0.815507395,0.920421494,Correlation,Compound Shape,0.750610535,274,156899,*,*,*,*,NBA,*,265,2.9581418,-5.6530843
age,32;*,PTS,0.760553514,0.920421494,Correlation,Compound Shape,0.700029802,275,156899,*,*,*,*,NBA,*,266,4.150254,-7.4745274
pos_name,C;*,PTS,0.960370901,0.920421494,Correlation,Compound Shape,0.88394602,277,156899,*,*,*,*,NBA,*,267,5.541519,-3.118379
pos_name,PF;*,PTS,0.977814571,0.920421494,Correlation,Compound Shape,0.9000015490000001,280,156899,*,*,*,*,NBA,*,268,6.9794393,-2.9343956
pos_name,PG;*,PTS,0.973031538,0.920421494,Correlation,Compound Shape,0.895599142,281,156899,*,*,*,*,NBA,*,269,5.9965553,-4.2026005
pos_name,SG;*,PTS,0.984292299,0.920421494,Correlation,Compound Shape,0.905963788,283,156899,*,*,*,*,NBA,*,270,5.5057735,-3.7903638
age,24;*,PTS,0.8366538440000001,0.920421494,Correlation,Compound Shape,0.7700741809999999,284,156899,*,*,*,*,NBA,*,271,4.955331,-7.413944
age,33;*,PTS,0.698008078,0.920421494,Correlation,Compound Shape,0.642461638,286,156899,*,*,*,*,NBA,*,272,3.967853,-6.6849003
pos_name,SF;*,PTS,0.974079387,0.920421494,Correlation,Compound Shape,0.896563605,292,156899,*,*,*,*,NBA,*,273,6.356516,-3.5075045
age,27;*,PTS,0.826084571,0.920421494,Correlation,Compound Shape,0.760345995,296,156899,*,*,*,*,NBA,*,274,4.3028784,-5.1140933
year,-1,AST,0.725291858,0.920421494,Trend,Shape,0.667574216,331,156899,*,*,*,*,NBA,*,275,12.7666445,-23.146658
age,25,AST,0.939441948,0.920421494,Top1,Point,0.864682562,392,156899,*,*,*,*,NBA,*,276,13.21796,-12.958344
pos_name,PG,AST,0.991840364,0.920421494,Top1,Point,0.91291119,397,156899,*,*,*,*,NBA,*,277,13.03624,-12.556241
year,1968,AST,1.0,0.920421494,Change Point,Shape,0.920421494,447,156899,*,*,*,*,NBA,*,278,12.764993,-23.147234
year,1990,AST,0.8588969240000001,0.920421494,Outlier,Shape,0.79054719,497,156899,*,*,*,*,NBA,*,279,12.615927,-23.043821
team_name,TOT,AST,0.078684779,0.920421494,Attribution,Point,0.072423162,515,156899,*,*,*,*,NBA,*,280,13.740578,-12.298839
name,John Stockton,AST,0.0499292859999999,0.920421494,Attribution,Point,0.0459559879999999,519,156899,*,*,*,*,NBA,*,281,13.811778,-12.625022
year,1990,AST,0.0555665859999999,0.920421494,Attribution,Point,0.051144681,540,156899,*,*,*,*,NBA,*,282,12.600935,-23.033855
age,25,AST,0.094632058,0.920421494,Attribution,Point,0.08710138,544,156899,*,*,*,*,NBA,*,283,13.59258,-12.967708
pos_name,PG,AST,0.330315877,0.920421494,Attribution,Point,0.304029834,546,156899,*,*,*,*,NBA,*,284,13.206984,-12.420197
year,-1,PTS;AST,0.824212267,0.920421494,Clustering,Compound Shape,0.637308277,586,156899,*,*,*,*,NBA,*,285,11.938662,-23.946545
name,-1,PTS;AST,0.8248819540000001,0.920421494,Clustering,Compound Shape,0.828401823,594,156899,*,*,*,*,NBA,*,286,12.860333,-10.433842
team_name,-1,PTS;AST,0.803762526,0.920421494,Clustering,Compound Shape,0.546904286,597,156899,*,*,*,*,NBA,*,287,13.294185,-10.334468
name,-1,PTS;AST,0.651964317,0.920421494,Cross Measure Correlation,Compound,0.600081971,632,156899,*,*,*,*,NBA,*,288,12.860333,-10.433841
year,-1,PTS;AST,0.985595264,0.920421494,Cross Measure Correlation,Compound,0.907163066,643,156899,*,*,*,*,NBA,*,289,11.94,-23.947561
team_name,-1,PTS;AST,0.997012547,0.920421494,Cross Measure Correlation,Compound,0.917671778,646,156899,*,*,*,*,NBA,*,290,13.294291,-10.334714
age,-1,PTS;AST,0.997035633,0.920421494,Cross Measure Correlation,Compound,0.917693027,647,156899,*,*,*,*,NBA,*,291,12.973036,-10.61866
year,-1,PTS,0.413681945,0.072331092,Trend,Shape,0.029922067,32,58088,*,*,*,28,*,*,292,30.916258,43.08182
team_name,TOT,PTS,0.633334929,0.072331092,Top1,Point,0.045809807,90,58088,*,*,*,28,*,*,293,22.370878,14.672619
year,1968,PTS,1.0,0.072331092,Change Point,Shape,0.072331092,111,58088,*,*,*,28,*,*,294,30.91618,43.081936
year,1992,PTS,0.975267763,0.072331092,Outlier,Shape,0.070542183,182,58088,*,*,*,28,*,*,295,30.91533,43.08246
lg_name,NBA,PTS,0.923948224,0.072331092,Attribution,Point,0.066830184,213,58088,*,*,*,28,*,*,296,22.303312,14.589427
year,-1,AST,0.398178486,0.072331092,Trend,Shape,0.028800685,332,58088,*,*,*,28,*,*,297,-26.247545,56.124104
pos_name,PG,AST,0.985799448,0.072331092,Top1,Point,0.0713039509999999,370,58088,*,*,*,28,*,*,298,-45.771183,17.193727
year,1968,AST,1.0,0.072331092,Change Point,Shape,0.072331092,411,58088,*,*,*,28,*,*,299,-26.247694,56.124138
year,1991,AST,0.981087877,0.072331092,Outlier,Shape,0.070963158,482,58088,*,*,*,28,*,*,300,-26.248047,56.124065
lg_name,NBA,AST,0.92678932,0.072331092,Attribution,Point,0.067035684,528,58088,*,*,*,28,*,*,301,-45.834465,17.168482
year,-1,PTS,0.5396693610000001,0.1927716589999999,Trend,Shape,0.104032958,33,314679,*,*,*,*,*,SF,302,-5.107357,-45.775963
age,24,PTS,0.754186302,0.1927716589999999,Top1,Point,0.145385745,66,314679,*,*,*,*,*,SF,303,-1.5658243,40.42009
year,1967,PTS,1.0,0.1927716589999999,Change Point,Shape,0.1927716589999999,127,314679,*,*,*,*,*,SF,304,-5.108624,-45.775623
year,1974,PTS,0.8901355940000001,0.1927716589999999,Outlier,Shape,0.171592915,183,314679,*,*,*,*,*,SF,305,-5.1073275,-45.775803
lg_name,NBA,PTS,0.922948866,0.1927716589999999,Attribution,Point,0.1779183839999999,227,314679,*,*,*,*,*,SF,306,-1.6035197,40.45262
year,-1,AST,0.56054019,0.1927716589999999,Trend,Shape,0.1080562619999999,333,314679,*,*,*,*,*,SF,307,-24.189077,-70.60874
age,24,AST,0.709749112,0.1927716589999999,Top1,Point,0.136819514,399,314679,*,*,*,*,*,SF,308,72.01869,-10.746315
year,1967,AST,1.0,0.1927716589999999,Change Point,Shape,0.1927716589999999,427,314679,*,*,*,*,*,SF,309,-24.191538,-70.607216
year,2000,AST,0.89395377,0.1927716589999999,Outlier,Shape,0.172328951,483,314679,*,*,*,*,*,SF,310,-24.18908,-70.608734
lg_name,NBA,AST,0.926071008,0.1927716589999999,Attribution,Point,0.178520244,527,314679,*,*,*,*,*,SF,311,72.045105,-10.727989
team_name,-1,PTS;AST,0.8117306479999999,0.1927716589999999,Clustering,Compound Shape,0.122051072,563,314679,*,*,*,*,*,SF,312,77.69964,6.165422
year,-1,PTS;AST,0.8371995740000001,0.1927716589999999,Clustering,Compound Shape,0.142157603,570,314679,*,*,*,*,*,SF,313,-13.792615,-66.14682
name,-1,PTS;AST,0.795461835,0.1927716589999999,Clustering,Compound Shape,0.167055358,579,314679,*,*,*,*,*,SF,314,77.96643,6.7473707
name,-1,PTS;AST,0.864300176,0.1927716589999999,Cross Measure Correlation,Compound,0.166612579,621,314679,*,*,*,*,*,SF,315,77.96313,6.7491817
team_name,-1,PTS;AST,0.97819746,0.1927716589999999,Cross Measure Correlation,Compound,0.1885687469999999,628,314679,*,*,*,*,*,SF,316,77.69604,6.1675334
age,-1,PTS;AST,0.995243543,0.1927716589999999,Cross Measure Correlation,Compound,0.191854749,635,314679,*,*,*,*,*,SF,317,78.013176,6.879035
year,-1,PTS;AST,0.970293788,0.1927716589999999,Cross Measure Correlation,Compound,0.187045143,649,314679,*,*,*,*,*,SF,318,-13.792615,-66.14681
year,-1,PTS,0.8264091509999999,0.18609641,Trend,Shape,0.153791776,34,492963,*,*,*,*,NBA,PF,319,46.569344,4.3257937
name,Karl Malone,PTS,0.248438748,0.18609641,Top1,Point,0.046233559,77,492963,*,*,*,*,NBA,PF,320,4.4725747,69.39782
age,24,PTS,0.8091190070000001,0.18609641,Top1,Point,0.150574142,87,492963,*,*,*,*,NBA,PF,321,4.4036856,69.41291
year,1967,PTS,1.0,0.18609641,Change Point,Shape,0.18609641,142,492963,*,*,*,*,NBA,PF,322,46.404118,4.203737
year,2014,PTS,0.936590413,0.18609641,Outlier,Shape,0.174296113,176,492963,*,*,*,*,NBA,PF,323,46.61646,4.364858
year,-1,AST,0.733446308,0.18609641,Trend,Shape,0.136491725,349,492963,*,*,*,*,NBA,PF,324,49.800945,23.724813
age,24,AST,0.794079271,0.18609641,Top1,Point,0.147775301,398,492963,*,*,*,*,NBA,PF,325,6.602322,53.533062
year,1968,AST,1.0,0.18609641,Change Point,Shape,0.18609641,442,492963,*,*,*,*,NBA,PF,326,49.800945,23.724813
year,1993,AST,0.940238618,0.18609641,Outlier,Shape,0.174975031,480,492963,*,*,*,*,NBA,PF,327,49.800945,23.724813
year,-1,PTS;AST,0.761941091,0.18609641,Clustering,Compound Shape,0.120240996,564,492963,*,*,*,*,NBA,PF,328,54.76308,31.355501
name,-1,PTS;AST,0.8044906629999999,0.18609641,Clustering,Compound Shape,0.16001257,577,492963,*,*,*,*,NBA,PF,329,6.1376343,63.70376
team_name,-1,PTS;AST,0.607941934,0.18609641,Clustering,Compound Shape,0.096445708,595,492963,*,*,*,*,NBA,PF,330,5.901854,63.10848
year,-1,PTS;AST,0.946247899,0.18609641,Cross Measure Correlation,Compound,0.176093337,609,492963,*,*,*,*,NBA,PF,331,54.76308,31.355501
name,-1,PTS;AST,0.859747455,0.18609641,Cross Measure Correlation,Compound,0.159995915,610,492963,*,*,*,*,NBA,PF,332,6.1376343,63.70376
age,-1,PTS;AST,0.993867238,0.18609641,Cross Measure Correlation,Compound,0.184955125,630,492963,*,*,*,*,NBA,PF,333,6.189204,63.843746
team_name,-1,PTS;AST,0.980316442,0.18609641,Cross Measure Correlation,Compound,0.18243337,636,492963,*,*,*,*,NBA,PF,334,5.9015455,63.108326
year,-1,PTS,0.689652059,0.179468841,Trend,Shape,0.1237710559999999,35,314678,*,*,*,*,*,PG,335,-2.3960998,-46.536736
age,25,PTS,0.89500809,0.179468841,Top1,Point,0.160626065,94,314678,*,*,*,*,*,PG,336,-2.3800647,40.820747
year,1967,PTS,1.0,0.179468841,Change Point,Shape,0.179468841,133,314678,*,*,*,*,*,PG,337,-2.3949928,-46.538483
year,2014,PTS,0.914503616,0.179468841,Outlier,Shape,0.164124904,175,314678,*,*,*,*,*,PG,338,-2.396091,-46.536743
lg_name,NBA,PTS,0.924730689,0.179468841,Attribution,Point,0.165960345,225,314678,*,*,*,*,*,PG,339,-2.413464,40.828262
year,-1,AST,0.766566119,0.179468841,Trend,Shape,0.137574733,335,314678,*,*,*,*,*,PG,340,-23.782587,-67.86592
age,25,AST,0.8364859459999999,0.179468841,Top1,Point,0.150123163,382,314678,*,*,*,*,*,PG,341,72.585106,-9.963975
year,1967,AST,1.0,0.179468841,Change Point,Shape,0.179468841,433,314678,*,*,*,*,*,PG,342,-23.782576,-67.865906
year,1991,AST,0.890692825,0.179468841,Outlier,Shape,0.159851609,475,314678,*,*,*,*,*,PG,343,-23.782589,-67.86591
lg_name,NBA,AST,0.932924375,0.179468841,Attribution,Point,0.167430856,525,314678,*,*,*,*,*,PG,344,72.59988,-9.945742
year,-1,PTS;AST,0.7248608040000001,0.179468841,Clustering,Compound Shape,0.0962569369999999,568,314678,*,*,*,*,*,PG,345,-14.973543,-66.79647
team_name,-1,PTS;AST,0.7571605029999999,0.179468841,Clustering,Compound Shape,0.109680299,575,314678,*,*,*,*,*,PG,346,78.91583,3.1605265
name,-1,PTS;AST,0.7921464140000001,0.179468841,Clustering,Compound Shape,0.155017312,591,314678,*,*,*,*,*,PG,347,79.122894,3.810627
team_name,-1,PTS;AST,0.978195825,0.179468841,Cross Measure Correlation,Compound,0.175555671,607,314678,*,*,*,*,*,PG,348,78.915825,3.1605158
name,-1,PTS;AST,0.869684811,0.179468841,Cross Measure Correlation,Compound,0.156081325,608,314678,*,*,*,*,*,PG,349,79.12312,3.810786
age,-1,PTS;AST,0.997037658,0.179468841,Cross Measure Correlation,Compound,0.178937193,616,314678,*,*,*,*,*,PG,350,79.26649,3.8810937
year,-1,PTS;AST,0.8988247420000001,0.179468841,Cross Measure Correlation,Compound,0.161311035,626,314678,*,*,*,*,*,PG,351,-14.973543,-66.79646
year,-1,PTS,0.460491496,0.054927764,Trend,Shape,0.0252937679999999,36,58090,*,*,*,30,*,*,352,30.85333,45.459545
team_name,TOT,PTS,0.993128209,0.054927764,Top1,Point,0.054550312,92,58090,*,*,*,30,*,*,353,20.05556,15.573822
year,1958,PTS,1.0,0.054927764,Change Point,Shape,0.054927764,117,58090,*,*,*,30,*,*,354,30.85319,45.459442
year,1990,PTS,0.974669078,0.054927764,Outlier,Shape,0.053536393,165,58090,*,*,*,30,*,*,355,30.85316,45.458878
lg_name,NBA,PTS,0.932663023,0.054927764,Attribution,Point,0.051229095,238,58090,*,*,*,30,*,*,356,20.16612,15.513407
year,-1,AST,0.4373829379999999,0.054927764,Trend,Shape,0.024024467,317,58090,*,*,*,30,*,*,357,-26.20677,53.781162
pos_name,PG,AST,0.99011526,0.054927764,Top1,Point,0.054384818,356,58090,*,*,*,30,*,*,358,-42.364952,14.924321
team_name,TOT,AST,0.995207622,0.054927764,Top1,Point,0.05466453,360,58090,*,*,*,30,*,*,359,-42.319263,14.896529
year,1968,AST,1.0,0.054927764,Change Point,Shape,0.054927764,417,58090,*,*,*,30,*,*,360,-26.20708,53.78099
year,1996,AST,0.981064543,0.054927764,Outlier,Shape,0.053887682,467,58090,*,*,*,30,*,*,361,-26.207125,53.78098
lg_name,NBA,AST,0.935753731,0.054927764,Attribution,Point,0.05139886,518,58090,*,*,*,30,*,*,362,-42.396416,14.915785
year,-1,PTS,0.339409519,0.0843942209999999,Trend,Shape,0.028644202,37,58087,*,*,*,27,*,*,363,28.360823,46.25342
team_name,TOT,PTS,0.865364219,0.0843942209999999,Top1,Point,0.073031739,82,58087,*,*,*,27,*,*,364,23.100489,15.767857
year,1967,PTS,1.0,0.0843942209999999,Change Point,Shape,0.0843942209999999,113,58087,*,*,*,27,*,*,365,28.360914,46.252823
year,1972,PTS,0.972518601,0.0843942209999999,Outlier,Shape,0.08207495,198,58087,*,*,*,27,*,*,366,28.361801,46.253006
lg_name,NBA,PTS,0.91934592,0.0843942209999999,Attribution,Point,0.077587483,229,58087,*,*,*,27,*,*,367,22.98749,15.67938
year,-1,AST,0.3287115989999999,0.0843942209999999,Trend,Shape,0.027741359,318,58087,*,*,*,27,*,*,368,-29.692633,52.02578
team_name,TOT,AST,0.978417399,0.0843942209999999,Top1,Point,0.082572774,361,58087,*,*,*,27,*,*,369,-46.796658,14.817944
pos_name,PG,AST,0.969751,0.0843942209999999,Top1,Point,0.08184138,371,58087,*,*,*,27,*,*,370,-46.782925,14.880657
year,1968,AST,1.0,0.0843942209999999,Change Point,Shape,0.0843942209999999,413,58087,*,*,*,27,*,*,371,-29.692007,52.025898
year,1993,AST,0.973680454,0.0843942209999999,Outlier,Shape,0.082173004,498,58087,*,*,*,27,*,*,372,-29.693363,52.025806
lg_name,NBA,AST,0.922514973,0.0843942209999999,Attribution,Point,0.077854933,529,58087,*,*,*,27,*,*,373,-46.81263,14.93273
year,-1,PTS,0.422164398,0.086635198,Trend,Shape,0.036574296,38,215456,*,*,*,26,NBA,*,374,-2.270365,20.418167
year,1968,PTS,1.0,0.086635198,Change Point,Shape,0.086635198,128,215456,*,*,*,26,NBA,*,375,-2.2703493,20.418129
year,1990,PTS,0.988715275,0.086635198,Outlier,Shape,0.085657543,164,215456,*,*,*,26,NBA,*,376,-2.2703562,20.417944
year,-1,AST,0.36160109,0.086635198,Trend,Shape,0.031327382,326,215456,*,*,*,26,NBA,*,377,-51.473137,-28.104425
pos_name,PG,AST,0.995575656,0.086635198,Top1,Point,0.086251894,389,215456,*,*,*,26,NBA,*,378,-51.233826,38.1684
year,1968,AST,1.0,0.086635198,Change Point,Shape,0.086635198,428,215456,*,*,*,26,NBA,*,379,-51.47306,-28.10443
year,1990,AST,0.97747928,0.086635198,Outlier,Shape,0.0846841109999999,463,215456,*,*,*,26,NBA,*,380,-51.473198,-28.10421
