breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,name,year,team_name,age,lg_name,pos_name,id,x,y
pos_name,PG,AST,0.3393837229999999,0.086635198,Attribution,Point,0.029402576,502,215456,*,*,*,26,NBA,*,381,-51.233826,38.168404
year,-1,PTS,0.686783358,0.197778096,Trend,Shape,0.135830705,39,314675,*,*,*,*,*,PF,382,-2.5546763,-44.87633
age,25,PTS,0.8741091999999999,0.197778096,Top1,Point,0.172879653,75,314675,*,*,*,*,*,PF,383,-2.6015441,39.138344
year,1967,PTS,1.0,0.197778096,Change Point,Shape,0.197778096,139,314675,*,*,*,*,*,PF,384,-2.5546763,-44.87633
year,2014,PTS,0.907428713,0.197778096,Outlier,Shape,0.179469523,185,314675,*,*,*,*,*,PF,385,-2.5546765,-44.87633
lg_name,NBA,PTS,0.922225633,0.197778096,Attribution,Point,0.182396029,247,314675,*,*,*,*,*,PF,386,-2.6725752,39.169434
year,-1,AST,0.621510914,0.197778096,Trend,Shape,0.122921245,339,314675,*,*,*,*,*,PF,387,-24.281008,-69.18959
age,25,AST,0.85946722,0.197778096,Top1,Point,0.16998379,388,314675,*,*,*,*,*,PF,388,70.90306,-9.420899
year,1967,AST,1.0,0.197778096,Change Point,Shape,0.197778096,439,314675,*,*,*,*,*,PF,389,-24.281006,-69.18959
year,1993,AST,0.910643085,0.197778096,Outlier,Shape,0.180105255,485,314675,*,*,*,*,*,PF,390,-24.281008,-69.189575
lg_name,NBA,AST,0.926098846,0.197778096,Attribution,Point,0.183162066,547,314675,*,*,*,*,*,PF,391,70.91798,-9.388129
team_name,-1,PTS;AST,0.7567736829999999,0.197778096,Clustering,Compound Shape,0.114392248,569,314675,*,*,*,*,*,PF,392,73.90751,3.2255533
year,-1,PTS;AST,0.855860719,0.197778096,Clustering,Compound Shape,0.150561283,582,314675,*,*,*,*,*,PF,393,-13.650369,-66.97879
name,-1,PTS;AST,0.7646808740000001,0.197778096,Clustering,Compound Shape,0.166507815,589,314675,*,*,*,*,*,PF,394,73.68684,3.8588226
name,-1,PTS;AST,0.85750967,0.197778096,Cross Measure Correlation,Compound,0.16959663,618,314675,*,*,*,*,*,PF,395,73.68999,3.8613698
age,-1,PTS;AST,0.993397492,0.197778096,Cross Measure Correlation,Compound,0.1964722639999999,639,314675,*,*,*,*,*,PF,396,73.53698,3.9278998
year,-1,PTS;AST,0.951209477,0.197778096,Cross Measure Correlation,Compound,0.1881283989999999,644,314675,*,*,*,*,*,PF,397,-13.650369,-66.97879
team_name,-1,PTS;AST,0.987051097,0.197778096,Cross Measure Correlation,Compound,0.195217086,648,314675,*,*,*,*,*,PF,398,73.90752,3.2255538
year,-1,PTS,0.411348597,0.045105612,Trend,Shape,0.01855413,40,58091,*,*,*,31,*,*,399,27.149637,39.683784
team_name,TOT,PTS,0.8266043559999999,0.045105612,Top1,Point,0.037284495,55,58091,*,*,*,31,*,*,400,20.864237,14.614807
year,1967,PTS,1.0,0.045105612,Change Point,Shape,0.045105612,115,58091,*,*,*,31,*,*,401,27.149782,39.683975
year,1991,PTS,0.989514508,0.045105612,Outlier,Shape,0.044632657,169,58091,*,*,*,31,*,*,402,27.148455,39.68415
lg_name,NBA,PTS,0.93613719,0.045105612,Attribution,Point,0.042225041,236,58091,*,*,*,31,*,*,403,20.926588,14.54161
year,-1,AST,0.4001005,0.045105612,Trend,Shape,0.018046778,341,58091,*,*,*,31,*,*,404,-23.468475,53.975964
team_name,TOT,AST,0.974197373,0.045105612,Top1,Point,0.043941769,351,58091,*,*,*,31,*,*,405,-47.388985,18.614874
pos_name,PG,AST,0.97294505,0.045105612,Top1,Point,0.043885282,352,58091,*,*,*,31,*,*,406,-47.382526,18.531057
year,1967,AST,1.0,0.045105612,Change Point,Shape,0.045105612,415,58091,*,*,*,31,*,*,407,-23.468927,53.97718
year,1980,AST,0.987810668,0.045105612,Outlier,Shape,0.044555805,469,58091,*,*,*,31,*,*,408,-23.46881,53.977093
lg_name,NBA,AST,0.936483264,0.045105612,Attribution,Point,0.042240651,517,58091,*,*,*,31,*,*,409,-47.403965,18.442617
year,-1,PTS,0.420512507,0.0588852329999999,Trend,Shape,0.024761977,41,156901,*,*,*,*,ABA,*,410,13.959982,-25.613037
age,23,PTS,0.935853033,0.0588852329999999,Top1,Point,0.055107924,79,156901,*,*,*,*,ABA,*,411,12.179006,-16.440569
year,1971,PTS,0.911104421,0.0588852329999999,Outlier,Shape,0.053650597,167,156901,*,*,*,*,ABA,*,412,13.959941,-25.61358
pos_name,PG,AST,0.76917859,0.0588852329999999,Top1,Point,0.0452932609999999,353,156901,*,*,*,*,ABA,*,413,12.697348,-15.850335
name,Louie Dampier,AST,0.979771118,0.0588852329999999,Top1,Point,0.0576940509999999,364,156901,*,*,*,*,ABA,*,414,12.700083,-15.847837
age,24,AST,0.924208865,0.0588852329999999,Top1,Point,0.054422255,367,156901,*,*,*,*,ABA,*,415,12.710874,-15.867307
year,1971,AST,0.853065418,0.0588852329999999,Outlier,Shape,0.0502329559999999,465,156901,*,*,*,*,ABA,*,416,14.316018,-24.007725
year,-1,PTS,0.4733162529999999,0.026939398,Trend,Shape,0.012750855,42,215463,*,*,*,33,NBA,*,417,-10.708604,22.805876
year,-1,AST,0.4407770620000001,0.026939398,Trend,Shape,0.011874269,302,215463,*,*,*,33,NBA,*,418,-56.690067,-22.463129
year,-1,PTS,0.3593420329999999,0.084775664,Trend,Shape,0.030463459,43,58082,*,*,*,22,*,*,419,29.867704,39.436264
year,1968,PTS,1.0,0.084775664,Change Point,Shape,0.084775664,132,58082,*,*,*,22,*,*,420,29.86784,39.436672
year,2011,PTS,0.993750923,0.084775664,Outlier,Shape,0.084245894,191,58082,*,*,*,22,*,*,421,29.867182,39.43676
lg_name,NBA,PTS,0.902072694,0.084775664,Attribution,Point,0.076473812,232,58082,*,*,*,22,*,*,422,21.542587,15.5948
year,-1,AST,0.400313241,0.084775664,Trend,Shape,0.033936821,343,58082,*,*,*,22,*,*,423,-22.837463,51.226097
pos_name,PG,AST,0.978888564,0.084775664,Top1,Point,0.082985928,369,58082,*,*,*,22,*,*,424,-44.60499,15.903537
year,1968,AST,1.0,0.084775664,Change Point,Shape,0.084775664,432,58082,*,*,*,22,*,*,425,-22.837809,51.22534
year,2013,AST,0.974295853,0.084775664,Outlier,Shape,0.082596578,491,58082,*,*,*,22,*,*,426,-22.837282,51.225918
lg_name,NBA,AST,0.912175438,0.084775664,Attribution,Point,0.077330278,532,58082,*,*,*,22,*,*,427,-44.640343,15.901139
name,-1,PTS;AST,0.7762090009999999,0.084775664,Clustering,Compound Shape,0.073686044,553,58082,*,*,*,22,*,*,428,-33.210526,21.747179
year,-1,PTS,0.4228967839999999,0.043055357,Trend,Shape,0.018207972,44,215461,*,*,*,31,NBA,*,429,-4.547258,24.496439
year,1959,PTS,1.0,0.043055357,Change Point,Shape,0.043055357,106,215461,*,*,*,31,NBA,*,430,-4.547249,24.49644
year,1991,PTS,0.992485148,0.043055357,Outlier,Shape,0.042731802,192,215461,*,*,*,31,NBA,*,431,-4.547253,24.496435
year,-1,AST,0.407335047,0.043055357,Trend,Shape,0.017537956,334,215461,*,*,*,31,NBA,*,432,-53.870773,-21.919975
year,1966,AST,1.0,0.043055357,Change Point,Shape,0.043055357,406,215461,*,*,*,31,NBA,*,433,-53.8712,-21.919147
year,1980,AST,0.991387612,0.043055357,Outlier,Shape,0.042684547,458,215461,*,*,*,31,NBA,*,434,-53.867615,-21.920145
year,-1,PTS,0.6763162659999999,0.180136366,Trend,Shape,0.121829154,45,492967,*,*,*,*,NBA,SF,435,46.79397,6.0789924
age,24,PTS,0.815231837,0.180136366,Top1,Point,0.1468529,78,492967,*,*,*,*,NBA,SF,436,4.3440504,70.31902
year,1958,PTS,1.0,0.180136366,Change Point,Shape,0.180136366,140,492967,*,*,*,*,NBA,SF,437,46.793915,6.079059
year,2000,PTS,0.901948361,0.180136366,Outlier,Shape,0.1624737,180,492967,*,*,*,*,NBA,SF,438,46.65627,6.241605
year,-1,AST,0.662737244,0.180136366,Trend,Shape,0.119383079,344,492967,*,*,*,*,NBA,SF,439,50.393143,24.984606
age,24,AST,0.773342194,0.180136366,Top1,Point,0.139307052,386,492967,*,*,*,*,NBA,SF,440,6.895141,53.70001
year,1969,AST,1.0,0.180136366,Change Point,Shape,0.180136366,440,492967,*,*,*,*,NBA,SF,441,50.39401,24.984493
year,2000,AST,0.925114056,0.180136366,Outlier,Shape,0.166646684,479,492967,*,*,*,*,NBA,SF,442,50.393147,24.984606
year,-1,PTS;AST,0.843818561,0.180136366,Clustering,Compound Shape,0.123764635,587,492967,*,*,*,*,NBA,SF,443,55.595802,31.227638
name,-1,PTS;AST,0.794864885,0.180136366,Clustering,Compound Shape,0.155840704,592,492967,*,*,*,*,NBA,SF,444,8.167927,61.480667
team_name,-1,PTS;AST,0.6906450009999999,0.180136366,Clustering,Compound Shape,0.097231656,599,492967,*,*,*,*,NBA,SF,445,8.093552,60.812004
name,-1,PTS;AST,0.8568636820000001,0.180136366,Cross Measure Correlation,Compound,0.15435231,613,492967,*,*,*,*,NBA,SF,446,8.165382,61.479267
age,-1,PTS;AST,0.995990141,0.180136366,Cross Measure Correlation,Compound,0.179414044,623,492967,*,*,*,*,NBA,SF,447,8.322574,61.58425
team_name,-1,PTS;AST,0.969555681,0.180136366,Cross Measure Correlation,Compound,0.174652237,629,492967,*,*,*,*,NBA,SF,448,8.093496,60.81202
year,-1,PTS;AST,0.970428053,0.180136366,Cross Measure Correlation,Compound,0.174809383,637,492967,*,*,*,*,NBA,SF,449,55.595802,31.227638
year,-1,PTS,0.64864305,0.181042292,Trend,Shape,0.117431825,46,492964,*,*,*,*,NBA,C,450,45.741558,5.2952924
age,25,PTS,0.751953703,0.181042292,Top1,Point,0.136135422,76,492964,*,*,*,*,NBA,C,451,4.810172,69.99673
name,Kareem Abdul-Jabbar,PTS,0.907686835,0.181042292,Top1,Point,0.164329705,85,492964,*,*,*,*,NBA,C,452,4.863262,69.95718
year,1968,PTS,1.0,0.181042292,Change Point,Shape,0.181042292,112,492964,*,*,*,*,NBA,C,453,45.74152,5.2953157
year,2008,PTS,0.905809955,0.181042292,Outlier,Shape,0.163989911,196,492964,*,*,*,*,NBA,C,454,45.741512,5.2951894
year,-1,AST,0.323419778,0.181042292,Trend,Shape,0.058552658,323,492964,*,*,*,*,NBA,C,455,48.516563,24.103931
age,25,AST,0.740073208,0.181042292,Top1,Point,0.13398455,365,492964,*,*,*,*,NBA,C,456,6.6644435,54.281506
name,Kareem Abdul-Jabbar,AST,0.921764921,0.181042292,Top1,Point,0.166878434,393,492964,*,*,*,*,NBA,C,457,6.6544695,54.345253
year,1968,AST,1.0,0.181042292,Change Point,Shape,0.181042292,412,492964,*,*,*,*,NBA,C,458,48.516563,24.103931
year,1979,AST,0.973035313,0.181042292,Outlier,Shape,0.1761605439999999,476,492964,*,*,*,*,NBA,C,459,48.516563,24.103931
year,-1,PTS;AST,0.585437814,0.181042292,Clustering,Compound Shape,0.092768945,558,492964,*,*,*,*,NBA,C,460,55.853092,31.995405
name,-1,PTS;AST,0.75460444,0.181042292,Clustering,Compound Shape,0.152609795,585,492964,*,*,*,*,NBA,C,461,5.4987597,60.47445
team_name,-1,PTS;AST,0.606272123,0.181042292,Clustering,Compound Shape,0.098847861,596,492964,*,*,*,*,NBA,C,462,5.667772,59.811256
year,-1,PTS;AST,0.7757480090000001,0.181042292,Cross Measure Correlation,Compound,0.140443198,601,492964,*,*,*,*,NBA,C,463,55.853092,31.995405
name,-1,PTS;AST,0.800714403,0.181042292,Cross Measure Correlation,Compound,0.144963171,603,492964,*,*,*,*,NBA,C,464,5.4987607,60.474445
team_name,-1,PTS;AST,0.906732712,0.181042292,Cross Measure Correlation,Compound,0.164156969,611,492964,*,*,*,*,NBA,C,465,5.6680045,59.811214
age,-1,PTS;AST,0.978382369,0.181042292,Cross Measure Correlation,Compound,0.177128587,642,492964,*,*,*,*,NBA,C,466,5.472081,60.598328
year,-1,PTS,0.604368378,1.0,Trend,Shape,0.604368378,47,0,*,*,*,*,*,*,467,20.863274,-26.124569
age,25,PTS,0.962438208,1.0,Top1,Point,0.962438208,84,0,*,*,*,*,*,*,468,33.937263,-16.793703
team_name,TOT,PTS,0.804911543,1.0,Top1,Point,0.804911543,95,0,*,*,*,*,*,*,469,38.118645,-22.253769
year,1967,PTS,1.0,1.0,Change Point,Shape,1.0,131,0,*,*,*,*,*,*,470,20.861132,-26.12473
year,1971,PTS,0.8843190609999999,1.0,Outlier,Shape,0.8843190609999999,181,0,*,*,*,*,*,*,471,20.861332,-26.124344
name,Kareem Abdul-Jabbar,PTS,0.048855407,1.0,Attribution,Point,0.048855407,215,0,*,*,*,*,*,*,472,32.332222,-17.44689
age,25,PTS,0.09768289,1.0,Attribution,Point,0.09768289,226,0,*,*,*,*,*,*,473,33.94119,-16.79601
lg_name,NBA,PTS,0.918780951,1.0,Attribution,Point,0.918780951,231,0,*,*,*,*,*,*,474,33.85129,-16.81898
year,1971,PTS,0.055542497,1.0,Attribution,Point,0.055542497,240,0,*,*,*,*,*,*,475,20.861303,-26.124382
pos_name,SG,PTS,0.173251025,1.0,Attribution,Point,0.173251025,245,0,*,*,*,*,*,*,476,35.34554,-15.663115
team_name,TOT,PTS,0.080305463,1.0,Attribution,Point,0.080305463,246,0,*,*,*,*,*,*,477,38.491684,-22.248596
pos_name,SG;SF,PTS,0.967840681,0.38864254,Correlation,Compound Shape,0.376144061,252,0,*,*,*,*,*,*,478,36.156094,-16.59521
pos_name,PG;SF,PTS,0.948377769,0.3722405,Correlation,Compound Shape,0.353024615,254,0,*,*,*,*,*,*,479,35.31742,-14.716875
pos_name,PF;SG,PTS,0.968500352,0.393648977,Correlation,Compound Shape,0.381249173,255,0,*,*,*,*,*,*,480,36.63169,-15.559189
pos_name,PF;SF,PTS,0.951924072,0.3905497539999999,Correlation,Compound Shape,0.3717737129999999,259,0,*,*,*,*,*,*,481,36.856102,-16.295086
pos_name,PF;C,PTS,0.928154714,0.3890239829999999,Correlation,Compound Shape,0.361074444,260,0,*,*,*,*,*,*,482,36.058537,-14.9938345
age,29;*,PTS,0.78784221,1.0,Correlation,Compound Shape,0.78784221,263,0,*,*,*,*,*,*,483,33.93619,-16.793056
age,22;*,PTS,0.837809528,1.0,Correlation,Compound Shape,0.837809528,265,0,*,*,*,*,*,*,484,33.935932,-16.792923
pos_name,C;SG,PTS,0.972527663,0.3871167689999999,Correlation,Compound Shape,0.376481767,267,0,*,*,*,*,*,*,485,35.253075,-18.205593
age,27;*,PTS,0.844730268,1.0,Correlation,Compound Shape,0.844730268,268,0,*,*,*,*,*,*,486,33.93758,-16.794004
pos_name,C;SF,PTS,0.973698924,0.384017546,Correlation,Compound Shape,0.373917472,270,0,*,*,*,*,*,*,487,34.281403,-14.892417
pos_name,SG;PG,PTS,0.964383591,0.3753397229999999,Correlation,Compound Shape,0.361971469,271,0,*,*,*,*,*,*,488,34.903297,-15.231663
pos_name,PF;PG,PTS,0.979831846,0.377246937,Correlation,Compound Shape,0.369638562,272,0,*,*,*,*,*,*,489,35.599014,-17.615982
team_name,TOT;*,PTS,0.727363725,1.0,Correlation,Compound Shape,0.727363725,276,0,*,*,*,*,*,*,490,38.418034,-22.466513
pos_name,SF;*,PTS,0.976345856,1.0,Correlation,Compound Shape,0.976345856,278,0,*,*,*,*,*,*,491,35.924614,-15.799896
age,26;*,PTS,0.8430558920000001,1.0,Correlation,Compound Shape,0.8430558920000001,279,0,*,*,*,*,*,*,492,33.936165,-16.793022
pos_name,PG;*,PTS,0.976682813,1.0,Correlation,Compound Shape,0.976682813,282,0,*,*,*,*,*,*,493,36.245296,-17.754244
age,23;*,PTS,0.841841367,1.0,Correlation,Compound Shape,0.841841367,285,0,*,*,*,*,*,*,494,33.93762,-16.793991
pos_name,SG;*,PTS,0.986393128,1.0,Correlation,Compound Shape,0.986393128,287,0,*,*,*,*,*,*,495,35.72327,-17.005423
pos_name,PF;*,PTS,0.97746447,1.0,Correlation,Compound Shape,0.97746447,288,0,*,*,*,*,*,*,496,35.597595,-16.310757
age,25;*,PTS,0.8356892859999999,1.0,Correlation,Compound Shape,0.8356892859999999,289,0,*,*,*,*,*,*,497,33.938084,-16.794165
age,30;*,PTS,0.787711048,1.0,Correlation,Compound Shape,0.787711048,290,0,*,*,*,*,*,*,498,33.935932,-16.792921
team_name,New York Knicks;*,PTS,0.414602604,1.0,Correlation,Compound Shape,0.414602604,291,0,*,*,*,*,*,*,499,38.17337,-22.451508
age,33;*,PTS,0.664738125,1.0,Correlation,Compound Shape,0.664738125,293,0,*,*,*,*,*,*,500,33.937435,-16.793692
age,31;*,PTS,0.771030503,1.0,Correlation,Compound Shape,0.771030503,294,0,*,*,*,*,*,*,501,33.937077,-16.793594
team_name,Golden State Warriors;*,PTS,0.419608846,1.0,Correlation,Compound Shape,0.419608846,295,0,*,*,*,*,*,*,502,38.33404,-22.110865
age,24;*,PTS,0.859316517,1.0,Correlation,Compound Shape,0.859316517,297,0,*,*,*,*,*,*,503,33.938248,-16.794289
age,28;*,PTS,0.833735165,1.0,Correlation,Compound Shape,0.833735165,298,0,*,*,*,*,*,*,504,33.936687,-16.793406
pos_name,C;*,PTS,0.966471888,1.0,Correlation,Compound Shape,0.966471888,299,0,*,*,*,*,*,*,505,36.732513,-17.10252
year,-1,AST,0.617706929,1.0,Trend,Shape,0.617706929,347,0,*,*,*,*,*,*,506,19.151024,-23.74372
team_name,TOT,AST,0.904192653,1.0,Top1,Point,0.904192653,378,0,*,*,*,*,*,*,507,50.37499,-19.90942
pos_name,PG,AST,0.984265843,1.0,Top1,Point,0.984265843,381,0,*,*,*,*,*,*,508,50.21416,-19.435652
age,25,AST,0.945259892,1.0,Top1,Point,0.945259892,394,0,*,*,*,*,*,*,509,50.888584,-18.949608
year,1967,AST,1.0,1.0,Change Point,Shape,1.0,431,0,*,*,*,*,*,*,510,19.151743,-23.74367
year,1975,AST,0.828941562,1.0,Outlier,Shape,0.828941562,481,0,*,*,*,*,*,*,511,18.973383,-23.921701
name,John Stockton,AST,0.049781797,1.0,Attribution,Point,0.049781797,524,0,*,*,*,*,*,*,512,51.069668,-19.664896
pos_name,PG,AST,0.322287129,1.0,Attribution,Point,0.322287129,526,0,*,*,*,*,*,*,513,50.14743,-19.105858
lg_name,NBA,AST,0.925139621,1.0,Attribution,Point,0.925139621,531,0,*,*,*,*,*,*,514,50.509575,-18.832863
team_name,TOT,AST,0.080900238,1.0,Attribution,Point,0.080900238,537,0,*,*,*,*,*,*,515,50.70251,-20.019213
age,25,AST,0.0960414419999999,1.0,Attribution,Point,0.0960414419999999,538,0,*,*,*,*,*,*,516,51.096817,-19.28478
year,1975,AST,0.055049444,1.0,Attribution,Point,0.055049444,542,0,*,*,*,*,*,*,517,18.973307,-23.921768
team_name,-1,PTS;AST,0.847278368,1.0,Clustering,Compound Shape,0.6500542779999999,581,0,*,*,*,*,*,*,518,48.270145,-20.532335
name,-1,PTS;AST,0.831876222,1.0,Clustering,Compound Shape,0.904381507,583,0,*,*,*,*,*,*,519,48.09403,-20.109373
year,-1,PTS;AST,0.837342701,1.0,Clustering,Compound Shape,0.73751193,584,0,*,*,*,*,*,*,520,19.803225,-24.593235
age,-1,PTS;AST,0.996347393,1.0,Cross Measure Correlation,Compound,0.996347393,631,0,*,*,*,*,*,*,521,48.30452,-20.07115
name,-1,PTS;AST,0.6589242329999999,1.0,Cross Measure Correlation,Compound,0.6589242329999999,633,0,*,*,*,*,*,*,522,48.09403,-20.109373
team_name,-1,PTS;AST,0.998024333,1.0,Cross Measure Correlation,Compound,0.998024333,640,0,*,*,*,*,*,*,523,48.270145,-20.532335
year,-1,PTS;AST,0.973599909,1.0,Cross Measure Correlation,Compound,0.973599909,645,0,*,*,*,*,*,*,524,19.803267,-24.592777
year,-1,PTS,0.40447064,0.105898059,Trend,Shape,0.042832656,48,215453,*,*,*,23,NBA,*,525,-3.013577,18.161404
year,1969,PTS,1.0,0.105898059,Change Point,Shape,0.105898059,129,215453,*,*,*,23,NBA,*,526,-3.0135765,18.161402
year,1979,PTS,0.9850668,0.105898059,Outlier,Shape,0.1043166619999999,188,215453,*,*,*,23,NBA,*,527,-3.0135767,18.1614
year,-1,AST,0.359826556,0.105898059,Trend,Shape,0.038104934,328,215453,*,*,*,23,NBA,*,528,-49.05368,-26.909853
pos_name,PG,AST,0.986575302,0.105898059,Top1,Point,0.10447641,368,215453,*,*,*,23,NBA,*,529,-51.356686,39.162994
year,1969,AST,1.0,0.105898059,Change Point,Shape,0.105898059,429,215453,*,*,*,23,NBA,*,530,-49.05373,-26.90988
year,1983,AST,0.969043996,0.105898059,Outlier,Shape,0.102619879,466,215453,*,*,*,23,NBA,*,531,-49.053722,-26.909777
pos_name,PG,AST,0.326874575,0.105898059,Attribution,Point,0.034615383,514,215453,*,*,*,23,NBA,*,532,-51.356686,39.162994
name,-1,PTS;AST,0.6627156270000001,0.105898059,Clustering,Compound Shape,0.0863365609999999,559,215453,*,*,*,23,NBA,*,533,-51.496212,41.726006
year,-1,PTS,0.53663381,0.076670004,Trend,Shape,0.041143717,49,215452,*,*,*,22,NBA,*,534,-6.9104877,23.560377
year,1976,PTS,1.0,0.076670004,Change Point,Shape,0.076670004,124,215452,*,*,*,22,NBA,*,535,-6.9104767,23.560343
year,2011,PTS,0.998761905,0.076670004,Outlier,Shape,0.07657508,156,215452,*,*,*,22,NBA,*,536,-6.910486,23.560362
year,-1,AST,0.488746599,0.076670004,Trend,Shape,0.037472204,338,215452,*,*,*,22,NBA,*,537,-52.579395,-23.88882
pos_name,PG,AST,0.992907866,0.076670004,Top1,Point,0.07612625,362,215452,*,*,*,22,NBA,*,538,-50.48142,38.621292
year,1976,AST,1.0,0.076670004,Change Point,Shape,0.076670004,424,215452,*,*,*,22,NBA,*,539,-52.579407,-23.888895
year,2013,AST,0.986386401,0.076670004,Outlier,Shape,0.07562625,462,215452,*,*,*,22,NBA,*,540,-52.579327,-23.888824
name,-1,PTS;AST,1.0,0.076670004,Clustering,Compound Shape,0.075018871,554,215452,*,*,*,22,NBA,*,541,-51.147114,41.963097
age,26,PTS,0.937431969,0.03800124,Top1,Point,0.035623577,51,182489,*,*,Detroit Pistons,*,NBA,*,542,-32.350277,-6.8220162
name,Isiah Thomas,PTS,0.999992472,0.03800124,Top1,Point,0.0380009539999999,56,182489,*,*,Detroit Pistons,*,NBA,*,543,-32.290203,-6.73601
year,1955,PTS,1.0,0.03800124,Change Point,Shape,0.03800124,102,182489,*,*,Detroit Pistons,*,NBA,*,544,35.298622,-50.6283
year,1984,PTS,0.949244865,0.03800124,Outlier,Shape,0.036072482,153,182489,*,*,Detroit Pistons,*,NBA,*,545,35.298573,-50.626472
year,1982,AST,1.0,0.03800124,Change Point,Shape,0.03800124,402,182489,*,*,Detroit Pistons,*,NBA,*,546,-29.658607,-41.22786
year,1986,AST,0.988088927,0.03800124,Outlier,Shape,0.037548604,459,182489,*,*,Detroit Pistons,*,NBA,*,547,-29.652643,-41.22939
name,Oscar Robertson,PTS,1.0,0.0370476329999999,Top1,Point,0.0370476329999999,52,182482,*,*,Sacramento Kings,*,NBA,*,548,-33.70893,-7.0927925
year,1962,PTS,0.959337274,0.0370476329999999,Outlier,Shape,0.035541175,151,182482,*,*,Sacramento Kings,*,NBA,*,549,35.34766,-53.44229
age,25,PTS,0.921055773,0.03933629,Top1,Point,0.036230917,53,182485,*,*,Golden State Warriors,*,NBA,*,550,-32.968456,-5.918055
name,Rick Barry,PTS,0.997986543,0.03933629,Top1,Point,0.0392570879999999,67,182485,*,*,Golden State Warriors,*,NBA,*,551,-32.850048,-5.902856
year,1995,PTS,1.0,0.03933629,Change Point,Shape,0.03933629,109,182485,*,*,Golden State Warriors,*,NBA,*,552,37.131824,-51.262493
year,1967,PTS,0.920906657,0.03933629,Outlier,Shape,0.036225051,159,182485,*,*,Golden State Warriors,*,NBA,*,553,37.13184,-51.2624
year,1996,AST,1.0,0.03933629,Change Point,Shape,0.03933629,409,182485,*,*,Golden State Warriors,*,NBA,*,554,-31.255089,-41.340157
year,1994,AST,0.945738254,0.03933629,Outlier,Shape,0.0372018339999999,454,182485,*,*,Golden State Warriors,*,NBA,*,555,-31.249947,-41.339233
age,26,PTS,0.940155615,0.0384303629999999,Top1,Point,0.036130521,54,25269,*,*,Detroit Pistons,*,*,*,556,-18.912422,-15.948471
name,Isiah Thomas,PTS,0.999993153,0.0384303629999999,Top1,Point,0.0384301,69,25269,*,*,Detroit Pistons,*,*,*,557,-18.990694,-15.90825
year,1954,PTS,1.0,0.0384303629999999,Change Point,Shape,0.0384303629999999,110,25269,*,*,Detroit Pistons,*,*,*,558,-68.40131,1.5953339
year,1984,PTS,0.941975127,0.0384303629999999,Outlier,Shape,0.036200446,155,25269,*,*,Detroit Pistons,*,*,*,559,-68.39897,1.595324
lg_name,NBA,PTS,0.950272808,0.0384303629999999,Attribution,Point,0.0365193289999999,216,25269,*,*,Detroit Pistons,*,*,*,560,-18.936481,-15.937173
year,1982,AST,1.0,0.0384303629999999,Change Point,Shape,0.0384303629999999,410,25269,*,*,Detroit Pistons,*,*,*,561,13.709416,-60.61462
year,1986,AST,0.986182811,0.0384303629999999,Outlier,Shape,0.037899363,474,25269,*,*,Detroit Pistons,*,*,*,562,13.708386,-60.609074
lg_name,NBA,AST,0.949880857,0.0384303629999999,Attribution,Point,0.036504266,516,25269,*,*,Detroit Pistons,*,*,*,563,-20.21167,1.9836948
name,Kobe Bryant,PTS,1.0,0.0384780429999999,Top1,Point,0.0384780429999999,57,182479,*,*,Los Angeles Lakers,*,NBA,*,564,-33.060444,-6.638712
year,1955,PTS,1.0,0.0384780429999999,Change Point,Shape,0.0384780429999999,121,182479,*,*,Los Angeles Lakers,*,NBA,*,565,36.844143,-52.7869
year,1972,PTS,0.922463153,0.0384780429999999,Outlier,Shape,0.035494577,152,182479,*,*,Los Angeles Lakers,*,NBA,*,566,36.845024,-52.786453
year,1961,AST,1.0,0.0384780429999999,Change Point,Shape,0.0384780429999999,421,182479,*,*,Los Angeles Lakers,*,NBA,*,567,-31.857971,-42.625523
year,1985,AST,0.976634434,0.0384780429999999,Outlier,Shape,0.037578982,456,182479,*,*,Los Angeles Lakers,*,NBA,*,568,-31.85686,-42.622196
name,John Havlicek,PTS,0.999999991,0.038573404,Top1,Point,0.038573404,58,182474,*,*,Boston Celtics,*,NBA,*,569,-33.711792,-6.551668
year,1955,PTS,1.0,0.038573404,Change Point,Shape,0.038573404,103,182474,*,*,Boston Celtics,*,NBA,*,570,35.400963,-52.68197
year,1995,AST,1.0,0.038573404,Change Point,Shape,0.038573404,403,182474,*,*,Boston Celtics,*,NBA,*,571,-31.078592,-43.918217
year,1990,AST,0.960787897,0.038573404,Outlier,Shape,0.03706086,452,182474,*,*,Boston Celtics,*,NBA,*,572,-31.08005,-43.897186
name,Oscar Robertson,PTS,0.999999999,0.037572117,Top1,Point,0.037572117,59,25263,*,*,Sacramento Kings,*,*,*,573,-15.792374,-19.073196
year,1960,PTS,1.0,0.037572117,Change Point,Shape,0.037572117,100,25263,*,*,Sacramento Kings,*,*,*,574,-71.34816,2.7589445
year,1962,PTS,0.958976749,0.037572117,Outlier,Shape,0.036030786,160,25263,*,*,Sacramento Kings,*,*,*,575,-71.338646,2.759056
lg_name,NBA,PTS,0.948803778,0.037572117,Attribution,Point,0.035648566,210,25263,*,*,Sacramento Kings,*,*,*,576,-15.688245,-19.139414
year,1960,AST,1.0,0.037572117,Change Point,Shape,0.037572117,400,25263,*,*,Sacramento Kings,*,*,*,577,14.327473,-63.839237
