breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,fcpE_mds,fcpE_se,fcpE_iso,fcpE_tsne,x,y,rdcE_mds,rdcE_se,rdcE_iso,rdcE_tsne
pos_name,PG,AST,0.330315877,0.920421494,Attribution,Point,0.304029834,546,156899,"[-0.8154420889514187, -0.06581746799722335]","[0.005403448338220118, -5.645575519931494e-18]","[0.00016703922658325968, -2.594616183167651e-05]","[13.198049545288086, -33.293182373046875]",13.198049545288086,-33.293182373046875,"[63.88579782179419, 84.81263788201284]","[0.011902419331812217, 0.01523069606853314]","[-0.006671322219767377, 0.028622105016700067]","[-36.48739242553711, -3.3006224632263184]"
year,-1,PTS;AST,0.824212267,0.920421494,Clustering,Compound Shape,0.637308277,586,156899,"[-0.815442209070848, -0.06581653769134972]","[0.005403448338220119, -8.656755674805032e-18]","[0.0001670392265832584, -2.5946161831677564e-05]","[13.903190612792969, -33.683807373046875]",13.903190612792967,-33.683807373046875,"[63.885797821794384, 84.81263788201272]","[0.011902419331812209, 0.015230696068533129]","[-0.006671322219767179, 0.028622105016699827]","[-35.76721954345703, -4.2833051681518555]"
name,-1,PTS;AST,0.8248819540000001,0.920421494,Clustering,Compound Shape,0.828401823,594,156899,"[-0.8154419577621838, -0.06581848401737118]","[0.005403448338220123, -4.893094646969653e-18]","[0.00016703922658325927, -2.5946161831676537e-05]","[12.190093994140625, -32.352195739746094]",12.190093994140625,-32.35219573974609,"[63.885797821794384, 84.81263788201272]","[0.011902419331812214, 0.015230696068533124]","[-0.006671322219766968, 0.028622105016699748]","[-36.61815643310547, -5.719174385070801]"
team_name,-1,PTS;AST,0.803762526,0.920421494,Clustering,Compound Shape,0.546904286,597,156899,"[-0.8154422797714677, -0.06581599011826525]","[0.005403448338220119, -3.3875415302880676e-18]","[0.0001670392265832597, -2.594616183167605e-05]","[12.218649864196777, -32.43706512451172]",12.218649864196776,-32.43706512451172,"[63.885797821794384, 84.81263788201272]","[0.011902419331812221, 0.015230696068533136]","[-0.006671322219765975, 0.02862210501669936]","[-38.04143524169922, -3.7183775901794434]"
name,-1,PTS;AST,0.651964317,0.920421494,Cross Measure Correlation,Compound,0.600081971,632,156899,"[-0.8154421015268963, -0.06581737060295499]","[0.005403448338220113, 2.073074871345447e-18]","[0.00016703922658325865, -2.5946161831677103e-05]","[14.193982124328613, -33.50275802612305]",14.193982124328613,-33.502758026123054,"[63.88579782179419, 84.81263788201284]","[0.01190241933181222, 0.015230696068533119]","[-0.00667132221976798, 0.02862210501670028]","[-36.2847785949707, -4.615422248840332]"
year,-1,PTS;AST,0.985595264,0.920421494,Cross Measure Correlation,Compound,0.907163066,643,156899,"[-0.8154421746989934, -0.06581680389765139]","[0.005403448338220112, 2.8844079714776737e-19]","[0.0001670392265832591, -2.594616183167655e-05]","[14.397157669067383, -32.559776306152344]",14.397157669067385,-32.559776306152344,"[63.885797821794384, 84.81263788201272]","[0.011902419331812231, 0.015230696068533136]","[-0.006671322219766776, 0.028622105016699838]","[-36.00544357299805, -3.6926660537719727]"
team_name,-1,PTS;AST,0.997012547,0.920421494,Cross Measure Correlation,Compound,0.917671778,646,156899,"[-0.8154422067547076, -0.06581655562965055]","[0.005403448338220118, 1.180626404704529e-18]","[0.00016703922658325884, -2.594616183167679e-05]","[12.888898849487305, -33.91050338745117]",12.888898849487305,-33.91050338745117,"[63.885797821794384, 84.81263788201272]","[0.011902419331812221, 0.01523069606853313]","[-0.006671322219768175, 0.0286221050167004]","[-36.957801818847656, -3.186464548110962]"
age,-1,PTS;AST,0.997035633,0.920421494,Cross Measure Correlation,Compound,0.917693027,647,156899,"[-0.8154421868057455, -0.0658167101323205]","[0.005403448338220113, -2.3881160255817364e-18]","[0.00016703922658325865, -2.5946161831678157e-05]","[12.197458267211914, -33.04309844970703]",12.197458267211914,-33.04309844970703,"[63.885797821794384, 84.81263788201272]","[0.011902419331812204, 0.01523069606853314]","[-0.006671322219766179, 0.02862210501669932]","[-36.708248138427734, -4.934694290161133]"
year,-1,PTS,0.413681945,0.072331092,Trend,Shape,0.029922067000000007,32,58088,"[0.19725625845869538, 0.04583296313006483]","[-0.004798114621285187, -0.0021142854152033045]","[0.0001670392265832584, -2.5946161831677523e-05]","[-17.08995246887207, 4.4012532234191895]",-17.08995246887207,4.4012532234191895,"[-42.17307003516027, -35.173412727902864]","[-0.0009269529712445876, -6.582821280962498e-18]","[-0.006671350698923169, 0.028622267532326252]","[22.306316375732422, -6.270229816436768]"
team_name,TOT,PTS,0.633334929,0.072331092,Top1,Point,0.045809807,90,58088,"[0.19701876647407598, 0.043798673547485026]","[-0.004798114621285188, -0.0021142854152033023]","[0.00016703922658325917, -2.5946161831675765e-05]","[-17.37933349609375, 4.659385681152344]",-17.37933349609375,4.659385681152344,"[-42.173070035160364, -35.17341272790269]","[-0.000926952971244586, -3.2914072367545183e-17]","[-0.0066713506989233675, 0.02862226753232636]","[22.306480407714844, -6.270394802093506]"
year,1968,PTS,1.0,0.072331092,Change Point,Shape,0.072331092,111,58088,"[0.1969348495349783, 0.04303688300107851]","[-0.0047981146212851865, -0.002114285415203314]","[0.0001670392265832591, -2.594616183167717e-05]","[-17.089950561523438, 4.401229381561279]",-17.089950561523438,4.401229381561278,"[-42.17307003516038, -35.17341272790273]","[-0.0009269529712445894, -1.0971362943037987e-17]","[-0.006671350698923968, 0.028622267532326457]","[22.794374465942383, -6.312878131866455]"
year,1992,PTS,0.975267763,0.072331092,Outlier,Shape,0.070542183,182,58088,"[0.19700630843504655, 0.043687061119750195]","[-0.004798114621285182, -0.002114285415203315]","[0.00016703922658325892, -2.594616183167713e-05]","[-17.391098022460938, 4.657852649688721]",-17.391098022460938,4.657852649688722,"[-42.17307003512432, -35.17341272797544]","[-0.0009269529712445876, -8.777092185101321e-18]","[-0.006671350698924166, 0.028622267532326537]","[22.306316375732422, -6.270229816436768]"
lg_name,NBA,PTS,0.923948224,0.072331092,Attribution,Point,0.066830184,213,58088,"[0.19693308694029213, 0.043020583996427754]","[-0.004798114621285185, -0.002114285415203308]","[0.00016703922658325922, -2.5946161831677415e-05]","[-17.089956283569336, 4.401418209075928]",-17.089956283569336,4.401418209075928,"[-42.173070035160315, -35.173412727902836]","[-0.0009269529712445884, -6.58282128463383e-18]","[-0.006671350698923976, 0.028622267532326613]","[22.794374465942383, -6.312878131866455]"
year,-1,AST,0.398178486,0.072331092,Trend,Shape,0.028800685,332,58088,"[0.19725635663432264, 0.04583376318561971]","[-0.004798114621285178, -0.0013319516185919052]","[0.00016703922658325917, -2.594616183167747e-05]","[-17.419170379638672, 4.653027057647705]",-17.419170379638672,4.653027057647705,"[-42.173070035160336, -35.173412727902736]","[-0.0009269529712445875, -4.388550219256032e-18]","[-0.006671350698923172, 0.02862226753232625]","[22.794254302978516, -6.312968730926514]"
pos_name,PG,AST,0.985799448,0.072331092,Top1,Point,0.0713039509999999,370,58088,"[0.1972104891085653, 0.04545607889919611]","[-0.004798114621285185, -0.0013319516185919115]","[0.0001670392265832582, -2.594616183167882e-05]","[-17.456750869750977, 4.645207405090332]",-17.456750869750973,4.645207405090332,"[-42.17307003516034, -35.17341272790276]","[-0.0009269529712445912, -2.194279330138658e-18]","[-0.006671350698923571, 0.02862226753232621]","[22.794374465942383, -6.312878131866455]"
year,1968,AST,1.0,0.072331092,Change Point,Shape,0.072331092,411,58088,"[0.19725634813849136, 0.045833693952616994]","[-0.00479811462128519, -0.002114285415203313]","[0.00016703922658325879, -2.594616183167775e-05]","[-17.089967727661133, 4.40173864364624]",-17.089967727661133,4.40173864364624,"[-42.17307003516034, -35.173412727902814]","[-0.0009269529712445909, -9.874227716393081e-18]","[-0.006671350698924373, 0.028622267532326856]","[22.306316375732422, -6.270229816436768]"
year,1991,AST,0.981087877,0.072331092,Outlier,Shape,0.070963158,482,58088,"[0.19725626961380752, 0.04583305403739015]","[-0.004798114621285193, -0.0021142854152033084]","[0.00016703922658325903, -2.5946161831677333e-05]","[-17.089950561523438, 4.40123176574707]",-17.089950561523438,4.40123176574707,"[-42.17307003516025, -35.17341272790285]","[-0.000926952971244591, -2.962266591453719e-17]","[-0.006671350698923971, 0.028622267532326544]","[22.306316375732422, -6.270229816436768]"
lg_name,NBA,AST,0.92678932,0.072331092,Attribution,Point,0.067035684,528,58088,"[0.19725613722219595, 0.04583197509648514]","[-0.004798114621285183, -0.0021142854152033127]","[0.00016703922658325933, -2.5946161831677008e-05]","[-17.456750869750977, 4.645207405090332]",-17.456750869750973,4.645207405090332,"[-42.17307003516038, -35.17341272790273]","[-0.0009269529712445896, -1.755417579741845e-17]","[-0.006671350698922767, 0.02862226753232606]","[22.794374465942383, -6.312878131866455]"
year,-1,PTS,0.5396693610000001,0.1927716589999999,Trend,Shape,0.104032958,33,314679,"[0.031371608525636245, -0.1138684321421122]","[-0.004798114621285182, 0.007026719613631215]","[0.0001670392265832584, -2.5946161831677266e-05]","[-39.25539016723633, -12.3246431350708]",-39.25539016723633,-12.3246431350708,"[-63.128797236805994, -23.912157880868527]","[-0.0009269529712445893, -2.0135972482238196e-18]","[-0.0066713506989245705, 0.028622267532326908]","[-26.359100341796875, -25.393386840820312]"
age,24,PTS,0.754186302,0.1927716589999999,Top1,Point,0.145385745,66,314679,"[0.031371564384376265, -0.11386836133419832]","[-0.004798114621285185, 0.007026719613631215]","[0.00016703922658325854, -2.5946161831677347e-05]","[-39.029720306396484, -12.816102027893066]",-39.02972030639648,-12.816102027893065,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445893, -1.6108804870746195e-17]","[-0.006671350698922764, 0.0286222675323259]","[-25.731477737426758, -25.14426612854004]"
year,1967,PTS,1.0,0.1927716589999999,Change Point,Shape,0.1927716589999999,127,314679,"[0.031371608213225204, -0.1138684316409673]","[-0.0047981146212851804, 0.007026719613631208]","[0.00016703922658325954, -2.594616183167643e-05]","[-39.92640686035156, -12.615873336791992]",-39.92640686035156,-12.615873336791992,"[-63.12879725443635, -23.912157798294274]","[-0.0009269529712445894, -6.0407993928839285e-18]","[-0.006671350698923376, 0.02862226753232626]","[-25.39508628845215, -25.58696937561035]"
year,1974,PTS,0.8901355940000001,0.1927716589999999,Outlier,Shape,0.171592915,183,314679,"[0.03415896400633045, -0.11818551576651878]","[-0.004798114621285177, 0.007026719613631215]","[0.0001670392265832591, -2.594616183167763e-05]","[-39.92280578613281, -12.619012832641602]",-39.92280578613281,-12.619012832641602,"[51.60626093119412, -26.551796759847168]","[-0.000926952971244591, -5.033998874566276e-18]","[-0.006671350698924166, 0.028622267532326547]","[-25.197938919067383, -25.082672119140625]"
lg_name,NBA,PTS,0.922948866,0.1927716589999999,Attribution,Point,0.1779183839999999,227,314679,"[0.034158723378544295, -0.1181851562113212]","[-0.0047981146212851735, 0.007026719613631213]","[0.00016703922658325914, -2.594616183167694e-05]","[-39.92280578613281, -12.619012832641602]",-39.92280578613281,-12.619012832641602,"[51.60626093119411, -26.551796759847157]","[-0.0009269529712445903, 1.0068044280041939e-18]","[-0.006671350698922962, 0.028622267532325846]","[-25.915849685668945, -25.730350494384766]"
year,-1,AST,0.56054019,0.1927716589999999,Trend,Shape,0.1080562619999999,333,314679,"[0.031371608534446226, -0.1138684321562445]","[-0.004798114621285174, 0.007026719613631217]","[0.00016703922658325903, -2.594616183167736e-05]","[-39.03303527832031, -12.81174087524414]",-39.03303527832031,-12.81174087524414,"[-63.12879729278339, -23.912157618692973]","[-0.0009269529712445901, -2.013597209419569e-18]","[-0.006671350698923968, 0.02862226753232663]","[-26.359100341796875, -25.393386840820312]"
age,24,AST,0.709749112,0.1927716589999999,Top1,Point,0.136819514,399,314679,"[0.03415890631556936, -0.11818542956302383]","[-0.004798114621285173, 0.007026719613631207]","[0.0001670392265832589, -2.5946161831677116e-05]","[-39.64725112915039, -12.466611862182617]",-39.64725112915039,-12.466611862182615,"[51.60626093119411, -26.551796759847157]","[-0.0009269529712445908, -6.0407994318764456e-18]","[-0.0066713506989233675, 0.028622267532326308]","[-25.39508628845215, -25.58696937561035]"
year,1967,AST,1.0,0.1927716589999999,Change Point,Shape,0.1927716589999999,427,314679,"[0.03137158354940435, -0.113868392077231]","[-0.004798114621285183, 0.007026719613631217]","[0.00016703922658325884, -2.5946161831677347e-05]","[-39.92280578613281, -12.619012832641602]",-39.92280578613281,-12.619012832641602,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445912, -1.0068001626738919e-17]","[-0.006671350698924178, 0.02862226753232668]","[-25.39508628845215, -25.58696937561035]"
year,2000,AST,0.89395377,0.1927716589999999,Outlier,Shape,0.172328951,483,314679,"[0.03415895994924614, -0.11818550970429036]","[-0.004798114621285178, 0.007026719613631213]","[0.00016703922658325984, -2.5946161831675954e-05]","[-39.03391647338867, -12.810555458068848]",-39.03391647338867,-12.810555458068848,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445891, -8.054400484157675e-18]","[-0.006671350698922968, 0.028622267532325878]","[-25.197938919067383, -25.082672119140625]"
lg_name,NBA,AST,0.926071008,0.1927716589999999,Attribution,Point,0.178520244,527,314679,"[0.023256895528823023, -0.09815129022045585]","[-0.004798114621285185, 0.007026719613631213]","[0.00016703922658325933, -2.594616183167551e-05]","[-39.64725112915039, -12.466611862182617]",-39.64725112915039,-12.466611862182615,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445917, 3.847430592918836e-24]","[-0.006671350698923172, 0.028622267532326183]","[-25.906524658203125, -25.186702728271484]"
team_name,-1,PTS;AST,0.8117306479999999,0.1927716589999999,Clustering,Compound Shape,0.122051072,563,314679,"[0.03137154951770836, -0.11386833748624486]","[-0.004798114621285171, 0.007026719613631212]","[0.0001670392265832588, -2.5946161831677306e-05]","[-39.64725112915039, -12.466611862182617]",-39.64725112915039,-12.466611862182615,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445901, -1.2081602713382476e-17]","[-0.006671350698923169, 0.028622267532326006]","[-25.197938919067383, -25.082672119140625]"
year,-1,PTS;AST,0.8371995740000001,0.1927716589999999,Clustering,Compound Shape,0.14215760300000002,570,314679,"[0.03137160852626283, -0.11386843214311738]","[-0.00479811462128518, 0.007026719613631213]","[0.00016703922658325862, -2.5946161831676293e-05]","[-39.03303527832031, -12.81174087524414]",-39.03303527832031,-12.81174087524414,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445884, -6.04079938184947e-18]","[-0.006671350698924769, 0.028622267532327023]","[-26.2728214263916, -25.33684539794922]"
name,-1,PTS;AST,0.795461835,0.1927716589999999,Clustering,Compound Shape,0.167055358,579,314679,"[0.03137160144107212, -0.11386842077762208]","[-0.004798114621285184, 0.00702671961363121]","[0.00016703922658325908, -2.5946161831677252e-05]","[-39.03303527832031, -12.81174087524414]",-39.03303527832031,-12.81174087524414,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445891, -3.0203977613055478e-18]","[-0.0066713506989233735, 0.028622267532326506]","[-26.359100341796875, -25.393386840820312]"
name,-1,PTS;AST,0.864300176,0.1927716589999999,Cross Measure Correlation,Compound,0.166612579,621,314679,"[0.03137160840438314, -0.11386843194760782]","[-0.0047981146212851735, 0.007026719613631217]","[0.00016703922658325927, -2.5946161831677686e-05]","[-39.258663177490234, -12.325733184814453]",-39.25866317749024,-12.325733184814453,"[51.60626093119411, -26.551796759847157]","[-0.0009269529712445903, -9.06120106876002e-18]","[-0.006671350698922974, 0.028622267532326103]","[-25.731477737426758, -25.14426612854004]"
team_name,-1,PTS;AST,0.97819746,0.1927716589999999,Cross Measure Correlation,Compound,0.1885687469999999,628,314679,"[0.034158725945388116, -0.11818516004681083]","[-0.004798114621285179, 0.007026719613631214]","[0.00016703922658325895, -2.594616183167686e-05]","[-39.03303527832031, -12.81174087524414]",-39.03303527832031,-12.81174087524414,"[51.60626093119412, -26.551796759847168]","[-0.0009269529712445896, 3.0204055134207494e-18]","[-0.006671350698923575, 0.028622267532326395]","[-25.197938919067383, -25.082672119140625]"
age,-1,PTS;AST,0.995243543,0.1927716589999999,Cross Measure Correlation,Compound,0.191854749,635,314679,"[0.03137160852674478, -0.11386843214389032]","[-0.004798114621285178, 0.007026719613631215]","[0.00016703922658325873, -2.594616183167705e-05]","[-39.64725112915039, -12.466611862182617]",-39.64725112915039,-12.466611862182615,"[51.60626093119808, -26.551796759807655]","[-0.0009269529712445902, 1.0068043779813535e-18]","[-0.00667135069892337, 0.02862226753232631]","[-25.91621971130371, -25.730281829833984]"
year,-1,PTS;AST,0.970293788,0.1927716589999999,Cross Measure Correlation,Compound,0.187045143,649,314679,"[0.03137160845021756, -0.11386843202113167]","[-0.004798114621285179, 0.007026719613631208]","[0.0001670392265832581, -2.5946161831677645e-05]","[-39.029720306396484, -12.816102027893066]",-39.02972030639648,-12.816102027893065,"[51.60626093119808, -26.551796759807655]","[-0.0009269529712445898, -5.033998855035181e-18]","[-0.006671350698923968, 0.028622267532326537]","[-25.915849685668945, -25.730350494384766]"
year,-1,PTS,0.8264091509999999,0.18609641,Trend,Shape,0.153791776,34,492963,"[-0.007284768414963725, 0.019476716518020146]","[-0.0047981146212851865, 0.007196647645037194]","[0.00016703922658325922, -2.594616183167662e-05]","[20.434465408325195, -12.988316535949707]",20.434465408325195,-12.988316535949707,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445981, -1.8027772112694444e-17]","[-0.006671350698923968, 0.028622267532326603]","[-22.218172073364258, 34.48422622680664]"
name,Karl Malone,PTS,0.248438748,0.18609641,Top1,Point,0.046233559,77,492963,"[-0.0072864155651044685, 0.01950198295979071]","[-0.004798114621285171, 0.007196647645037188]","[0.00016703922658325873, -2.59461618316777e-05]","[20.434465408325195, -12.988316535949707]",20.434465408325195,-12.988316535949707,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445986, -2.1032401262655214e-17]","[-0.006671350698922971, 0.02862226753232613]","[-22.218172073364258, 34.48422622680664]"
age,24,PTS,0.8091190070000001,0.18609641,Top1,Point,0.150574142,87,492963,"[-0.007133590275400814, 0.017095758430826977]","[-0.004798114621285177, 0.007196647645037193]","[0.00016703922658325917, -2.5946161831676578e-05]","[20.434465408325195, -12.988316535949707]",20.434465408325195,-12.988316535949707,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445936, -2.003085817189912e-17]","[-0.006671350698922767, 0.028622267532326193]","[-22.084829330444336, 33.85310745239258]"
year,1967,PTS,1.0,0.18609641,Change Point,Shape,0.18609641,142,492963,"[-0.007133641272858082, 0.01709658796679014]","[-0.004798114621285174, 0.007196647645037185]","[0.00016703922658326, -2.5946161831675778e-05]","[20.877544403076172, -12.369240760803223]",20.877544403076172,-12.369240760803224,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445972, -2.1032401168813316e-17]","[-0.006671350698924174, 0.02862226753232664]","[-22.218172073364258, 34.48422622680664]"
year,2014,PTS,0.936590413,0.18609641,Outlier,Shape,0.174296113,176,492963,"[-0.007133562166107585, 0.017095301190988635]","[-0.004798114621285176, 0.007196647645037182]","[0.00016703922658325922, -2.594616183167651e-05]","[20.434465408325195, -12.988316535949707]",20.434465408325195,-12.988316535949707,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445961, -1.7026229054648822e-17]","[-0.006671350698923965, 0.02862226753232657]","[-22.72705841064453, 33.7612190246582]"
year,-1,AST,0.733446308,0.18609641,Trend,Shape,0.136491725,349,492963,"[-0.007285062068027207, 0.01948122159373401]","[-0.004798114621285174, 0.007196647645037185]","[0.00016703922658325846, -2.5946161831677387e-05]","[20.908924102783203, -12.904440879821777]",20.908924102783203,-12.904440879821776,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445929, -2.203394434218133e-17]","[-0.006671350698923971, 0.028622267532326596]","[-22.72705841064453, 33.7612190246582]"
age,24,AST,0.794079271,0.18609641,Top1,Point,0.147775301,398,492963,"[-0.007133597615902113, 0.01709587783417884]","[-0.004798114621285172, 0.007196647645037189]","[0.0001670392265832591, -2.5946161831676605e-05]","[20.877544403076172, -12.369240760803223]",20.877544403076172,-12.369240760803224,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445959, -1.802777206579386e-17]","[-0.006671350698923973, 0.028622267532326547]","[-22.218172073364258, 34.48422622680664]"
year,1968,AST,1.0,0.18609641,Change Point,Shape,0.18609641,442,492963,"[-0.007284815473482721, 0.019477438483197048]","[-0.004798114621285176, 0.007196647645037187]","[0.00016703922658325903, -2.5946161831676158e-05]","[20.877544403076172, -12.369240760803223]",20.877544403076172,-12.369240760803224,"[-32.60307845801059, 34.56385602971536]","[-0.0009269529712445963, -2.2033944389334582e-17]","[-0.006671350698922968, 0.028622267532326086]","[-22.0779972076416, 33.85556411743164]"
year,1993,AST,0.940238618,0.18609641,Outlier,Shape,0.174975031,480,492963,"[-0.007133584210294369, 0.017095659773240377]","[-0.004798114621285166, 0.007196647645037174]","[0.0001670392265832596, -2.5946161831677333e-05]","[20.877544403076172, -12.369240760803223]",20.877544403076172,-12.369240760803224,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445962, -2.103240117770156e-17]","[-0.006671350698924369, 0.028622267532326898]","[-22.218172073364258, 34.48422622680664]"
year,-1,PTS;AST,0.761941091,0.18609641,Clustering,Compound Shape,0.120240996,564,492963,"[-0.007133643450076695, 0.017096623381503022]","[-0.004798114621285179, 0.007196647645037194]","[0.00016703922658325884, -2.5946161831677076e-05]","[20.877544403076172, -12.369240760803223]",20.877544403076172,-12.369240760803224,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445941, -1.9029315067907194e-17]","[-0.006671350698923569, 0.02862226753232627]","[-22.72705841064453, 33.7612190246582]"
name,-1,PTS;AST,0.8044906629999999,0.18609641,Clustering,Compound Shape,0.16001257,577,492963,"[-0.007131296982257441, 0.01705843633328604]","[-0.0047981146212851674, 0.007196647645037186]","[0.00016703922658325892, -2.5946161831677008e-05]","[20.908924102783203, -12.904440879821777]",20.908924102783203,-12.904440879821776,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445953, -1.8027772049577138e-17]","[-0.006671350698922767, 0.02862226753232598]","[-22.218172073364258, 34.48422622680664]"
team_name,-1,PTS;AST,0.607941934,0.18609641,Clustering,Compound Shape,0.096445708,595,492963,"[-0.007284874810533905, 0.019478348814435133]","[-0.00479811462128516, 0.007196647645037181]","[0.00016703922658325873, -2.5946161831676886e-05]","[20.877544403076172, -12.369240760803223]",20.877544403076172,-12.369240760803224,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445938, -2.1032401254264365e-17]","[-0.006671350698924166, 0.028622267532326585]","[-22.727685928344727, 33.75857162475586]"
year,-1,PTS;AST,0.946247899,0.18609641,Cross Measure Correlation,Compound,0.176093337,609,492963,"[-0.007133586618840243, 0.017095698951697137]","[-0.0047981146212851804, 0.007196647645037187]","[0.00016703922658325935, -2.5946161831677144e-05]","[20.908924102783203, -12.904440879821777]",20.908924102783203,-12.904440879821776,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445972, -2.1032401251046102e-17]","[-0.00667135069892376, 0.028622267532326464]","[-22.463346481323242, 33.63315963745117]"
name,-1,PTS;AST,0.859747455,0.18609641,Cross Measure Correlation,Compound,0.159995915,610,492963,"[-0.007285607413539944, 0.019489587326453048]","[-0.0047981146212851674, 0.007196647645037179]","[0.00016703922658325933, -2.5946161831676818e-05]","[20.434467315673828, -12.988317489624023]",20.434467315673828,-12.988317489624025,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445956, -1.6024685878611768e-17]","[-0.006671350698923571, 0.028622267532326474]","[-22.710521697998047, 33.83222579956055]"
age,-1,PTS;AST,0.993867238,0.18609641,Cross Measure Correlation,Compound,0.184955125,630,492963,"[-0.007133558310025499, 0.017095238465593604]","[-0.004798114621285183, 0.007196647645037191]","[0.0001670392265832591, -2.594616183167736e-05]","[20.877544403076172, -12.369240760803223]",20.877544403076172,-12.369240760803224,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445976, -1.9029315150109622e-17]","[-0.006671350698924166, 0.028622267532326683]","[-22.218172073364258, 34.48422622680664]"
team_name,-1,PTS;AST,0.980316442,0.18609641,Cross Measure Correlation,Compound,0.18243337,636,492963,"[-0.007285743772323398, 0.019491678966036118]","[-0.0047981146212851674, 0.007196647645037179]","[0.00016703922658325827, -2.5946161831678143e-05]","[20.434467315673828, -12.988316535949707]",20.434467315673828,-12.988316535949707,"[-32.60307845801059, 34.563856029715396]","[-0.0009269529712445976, -1.802777203230027e-17]","[-0.0066713506989237665, 0.028622267532326395]","[-22.078330993652344, 33.85528564453125]"
year,-1,PTS,0.689652059,0.17946884100000002,Trend,Shape,0.1237710559999999,35,314678,"[0.08570632943916497, 0.19349049921190248]","[-0.004798114621285179, 0.0063468689648664275]","[0.00016703922658325938, -2.5946161831675778e-05]","[35.13534164428711, 9.012202262878418]",35.13534164428711,9.012202262878418,"[36.02498288520777, -52.98493232509264]","[-0.000926952971244592, -1.8228084110227292e-16]","[-0.006671350698923965, 0.028622267532326554]","[-30.94772720336914, 14.994057655334473]"
age,25,PTS,0.89500809,0.17946884100000002,Top1,Point,0.160626065,94,314678,"[0.08570632943869382, 0.19349049921158504]","[-0.004798114621285183, 0.006346868964866428]","[0.0001670392265832587, -2.5946161831678238e-05]","[35.13534164428711, 9.012202262878418]",35.13534164428711,9.012202262878418,"[36.02498288193063, -52.984932329486426]","[-0.0009269529712445922, -1.9029318563391652e-16]","[-0.0066713506989233735, 0.028622267532326277]","[-30.15509605407715, 15.352218627929688]"
year,1967,PTS,1.0,0.17946884100000002,Change Point,Shape,0.17946884100000002,133,314678,"[0.08570632943916653, 0.19349049921190362]","[-0.004798114621285181, 0.006346868964866428]","[0.0001670392265832591, -2.5946161831676954e-05]","[35.58439636230469, 8.266219139099121]",35.58439636230469,8.266219139099121,"[36.02498288520773, -52.98493232509268]","[-0.0009269529712445906, -1.7927621184200537e-16]","[-0.0066713506989237725, 0.028622267532326457]","[-30.94772720336914, 14.994057655334473]"
year,2014,PTS,0.914503616,0.17946884100000002,Outlier,Shape,0.16412490400000002,175,314678,"[0.08570627745730706, 0.1934904641817524]","[-0.004798114621285179, 0.006346868964866433]","[0.00016703922658325935, -2.5946161831677035e-05]","[35.62208557128906, 8.513533592224121]",35.62208557128906,8.513533592224121,"[36.02498288520765, -52.98493232509279]","[-0.0009269529712445915, -1.8228084100848478e-16]","[-0.006671350698923166, 0.02862226753232614]","[-30.63849449157715, 14.93628215789795]"
lg_name,NBA,PTS,0.924730689,0.17946884100000002,Attribution,Point,0.165960345,225,314678,"[0.08570632943914233, 0.19349049921188724]","[-0.004798114621285176, 0.006346868964866428]","[0.00016703922658325935, -2.594616183167721e-05]","[35.13534164428711, 9.012202262878418]",35.13534164428711,9.012202262878418,"[36.024982882437314, -52.98493232880698]","[-0.000926952971244591, -1.8428392718109627e-16]","[-0.00667135069892277, 0.028622267532325926]","[-30.742294311523438, 15.623493194580078]"
year,-1,AST,0.766566119,0.17946884100000002,Trend,Shape,0.137574733,335,314678,"[0.08570632943916467, 0.19349049921190234]","[-0.004798114621285179, 0.006346868964866432]","[0.00016703922658325903, -2.5946161831676967e-05]","[35.62208557128906, 8.513533592224121]",35.62208557128906,8.513533592224121,"[36.02498288520773, -52.98493232509269]","[-0.0009269529712445928, -1.7326695355577945e-16]","[-0.00667135069892337, 0.0286222675323263]","[-30.742294311523438, 15.623493194580078]"
