breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,fcpE_mds,fcpE_se,fcpE_iso,fcpE_tsne,x,y,rdcE_mds,rdcE_se,rdcE_iso,rdcE_tsne
name,Kareem Abdul-Jabbar,PTS,0.655415947,0.191245888,Top1,Point,0.125345605,91,314676,"[0.10363338186047873, -0.17804046728000428]","[-0.004798114621285179, 0.008188568083728646]","[0.0001670392265832591, -2.594616183167747e-05]","[27.210838317871094, 32.59290313720703]",27.21083831787109,32.59290313720703,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445942, 3.50119264887101e-16]","[-0.00667135069892337, 0.02862226753232621]","[16.25892448425293, 36.065765380859375]"
year,1967,PTS,1.0,0.191245888,Change Point,Shape,0.191245888,125,314676,"[0.1036333818576705, -0.17804046727889625]","[-0.004798114621285183, 0.008188568083728644]","[0.00016703922658325908, -2.5946161831677415e-05]","[27.902687072753906, 33.0532341003418]",27.902687072753906,33.053234100341804,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445938, 3.461742591485314e-16]","[-0.006671350698923968, 0.028622267532326526]","[15.780020713806152, 36.53734588623047]"
year,1971,PTS,0.944851475,0.191245888,Outlier,Shape,0.180698959,189,314676,"[0.1036333818599361, -0.17804046727978917]","[-0.00479811462128518, 0.008188568083728648]","[0.00016703922658325898, -2.5946161831677144e-05]","[27.700271606445312, 33.094444274902344]",27.70027160644531,33.094444274902344,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445938, 3.5011926470323565e-16]","[-0.006671350698923571, 0.028622267532326454]","[15.780020713806152, 36.53738021850586]"
lg_name,NBA,PTS,0.922064267,0.191245888,Attribution,Point,0.176340999,235,314676,"[0.10363338170742353, -0.178040467219659]","[-0.004798114621285186, 0.008188568083728642]","[0.00016703922658325933, -2.5946161831676967e-05]","[27.621612548828125, 32.342288970947266]",27.621612548828125,32.342288970947266,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445945, 3.4814676175298944e-16]","[-0.006671350698924174, 0.02862226753232672]","[16.01551055908203, 37.03444290161133]"
year,-1,AST,0.236784603,0.191245888,Trend,Shape,0.045284082,325,314676,"[0.1036333818592164, -0.17804046727950587]","[-0.00479811462128518, 0.00818856808372864]","[0.00016703922658325917, -2.594616183167728e-05]","[27.67006492614746, 32.355098724365234]",27.67006492614746,32.355098724365234,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445955, 3.5110551594250376e-16]","[-0.0066713506989243675, 0.02862226753232682]","[16.522262573242188, 36.534271240234375]"
name,Kareem Abdul-Jabbar,AST,0.713041788,0.191245888,Top1,Point,0.13636631,383,314676,"[0.10363338185812919, -0.17804046727907655]","[-0.004798114621285178, 0.00818856808372865]","[0.00016703922658325908, -2.5946161831677103e-05]","[27.211318969726562, 32.59723663330078]",27.21131896972656,32.59723663330078,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445946, 3.5011926461102466e-16]","[-0.006671350698923971, 0.028622267532326662]","[15.802736282348633, 36.69101333618164]"
age,25,AST,0.856507837,0.191245888,Top1,Point,0.163803602,391,314676,"[0.10363338185994177, -0.17804046727979161]","[-0.00479811462128518, 0.008188568083728648]","[0.0001670392265832591, -2.594616183167755e-05]","[27.482681274414062, 32.94011688232422]",27.482681274414066,32.94011688232422,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445953, 3.4814676175662885e-16]","[-0.006671350698923178, 0.02862226753232636]","[16.25892448425293, 36.065765380859375]"
year,1967,AST,1.0,0.191245888,Change Point,Shape,0.191245888,425,314676,"[0.10363338185918916, -0.17804046727949488]","[-0.00479811462128518, 0.00818856808372864]","[0.0001670392265832594, -2.5946161831676632e-05]","[27.902687072753906, 33.0532341003418]",27.902687072753906,33.053234100341804,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445946, 3.4913301314896995e-16]","[-0.006671350698924166, 0.028622267532326672]","[16.25892448425293, 36.065765380859375]"
year,1975,AST,0.963515966,0.191245888,Outlier,Shape,0.184268466,489,314676,"[0.10363338186026617, -0.17804046727991965]","[-0.004798114621285179, 0.008188568083728648]","[0.00016703922658325895, -2.5946161831677428e-05]","[27.211318969726562, 32.59723663330078]",27.21131896972656,32.59723663330078,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445975, 3.4716051056640544e-16]","[-0.006671350698923973, 0.02862226753232664]","[16.498981475830078, 37.02228927612305]"
lg_name,NBA,AST,0.923213267,0.191245888,Attribution,Point,0.17656074100000002,535,314676,"[0.10363338186072821, -0.17804046728010195]","[-0.004798114621285189, 0.008188568083728642]","[0.0001670392265832595, -2.594616183167636e-05]","[27.210838317871094, 32.59290313720703]",27.21083831787109,32.59290313720703,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445937, 3.5110551607805876e-16]","[-0.006671350698922962, 0.02862226753232599]","[16.519392013549805, 36.53348922729492]"
year,-1,PTS;AST,0.530075265,0.191245888,Clustering,Compound Shape,0.096420069,556,314676,"[0.10363338176460218, -0.17804046724220143]","[-0.004798114621285178, 0.008188568083728644]","[0.0001670392265832588, -2.5946161831676967e-05]","[27.700719833374023, 33.09455490112305]",27.700719833374023,33.094554901123054,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445952, 3.4913301338585793e-16]","[-0.006671350698923968, 0.028622267532326634]","[15.859807968139648, 36.19750213623047]"
team_name,-1,PTS;AST,0.786259795,0.191245888,Clustering,Compound Shape,0.108444631,566,314676,"[0.10363338185952504, -0.17804046727962689]","[-0.004798114621285178, 0.008188568083728644]","[0.00016703922658325954, -2.594616183167643e-05]","[27.977859497070312, 32.640647888183594]",27.97785949707031,32.640647888183594,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445948, 3.5209176756209306e-16]","[-0.006671350698924373, 0.02862226753232692]","[15.936924934387207, 36.96091079711914]"
name,-1,PTS;AST,0.754101237,0.191245888,Clustering,Compound Shape,0.16052628900000002,571,314676,"[0.10363338185928613, -0.17804046727953393]","[-0.004798114621285185, 0.008188568083728644]","[0.00016703922658325917, -2.594616183167736e-05]","[27.946178436279297, 32.5738639831543]",27.946178436279297,32.573863983154304,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445941, 3.501192646774722e-16]","[-0.006671350698924169, 0.02862226753232686]","[16.519500732421875, 36.53569030761719]"
name,-1,PTS;AST,0.804403605,0.191245888,Cross Measure Correlation,Compound,0.1538388809999999,606,314676,"[0.10363338185621046, -0.1780404672783206]","[-0.0047981146212851865, 0.008188568083728646]","[0.00016703922658325873, -2.594616183167798e-05]","[27.210838317871094, 32.59290313720703]",27.21083831787109,32.59290313720703,"[-60.68472252704924, 16.300902808733802]","[-0.000926952971244594, 3.501192645226601e-16]","[-0.006671350698923575, 0.028622267532326415]","[16.49175262451172, 37.0461540222168]"
year,-1,PTS;AST,0.860074498,0.191245888,Cross Measure Correlation,Compound,0.164485711,614,314676,"[0.10363338186092372, -0.17804046728017853]","[-0.004798114621285191, 0.008188568083728644]","[0.0001670392265832595, -2.5946161831676605e-05]","[27.977859497070312, 32.640647888183594]",27.97785949707031,32.640647888183594,"[-60.68472252704923, 16.300902808733817]","[-0.0009269529712445937, 3.5209176758617994e-16]","[-0.006671350698923971, 0.028622267532326634]","[16.25892448425293, 36.065765380859375]"
age,-1,PTS;AST,0.979314769,0.191245888,Cross Measure Correlation,Compound,0.187289922,625,314676,"[0.10363338185872185, -0.17804046727931078]","[-0.004798114621285182, 0.008188568083728648]","[0.000167039226583259, -2.5946161831677672e-05]","[27.62999725341797, 32.342594146728516]",27.62999725341797,32.34259414672852,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445934, 3.4814676180246127e-16]","[-0.006671350698923569, 0.028622267532326367]","[15.859807968139648, 36.19750213623047]"
team_name,-1,PTS;AST,0.940790648,0.191245888,Cross Measure Correlation,Compound,0.179922343,634,314676,"[0.1036333817138222, -0.17804046722217876]","[-0.004798114621285179, 0.008188568083728644]","[0.00016703922658325954, -2.5946161831676605e-05]","[27.31324577331543, 32.362945556640625]",27.31324577331543,32.362945556640625,"[-60.68472252704924, 16.300902808733802]","[-0.0009269529712445945, 3.481467615597152e-16]","[-0.006671350698923178, 0.028622267532326214]","[16.01512336730957, 37.0341682434082]"
year,-1,PTS,0.424901652,0.104372288,Trend,Shape,0.044347958,26,215454,"[0.15481303959270865, -0.05113935840282364]","[-0.00479811462128518, 0.005843367962041734]","[0.00016703922658325927, -2.5946161831677845e-05]","[-18.111257553100586, -10.872389793395996]",-18.111257553100586,-10.872389793395996,"[5.343031570989965, -55.92892310681008]","[-0.0009269529712445885, -1.809432558679143e-17]","[-0.006671350698923968, 0.02862226753232668]","[-5.9211745262146, -19.5187931060791]"
year,1958,PTS,1.0,0.104372288,Change Point,Shape,0.104372288,148,215454,"[0.15487271952365927, -0.05120830280190568]","[-0.004798114621285168, 0.005843367962041729]","[0.00016703922658325822, -2.594616183167771e-05]","[-18.061614990234375, -11.241549491882324]",-18.06161499023437,-11.241549491882324,"[5.343031570628048, -55.92892310697842]","[-0.0009269529712445897, -1.383681440822699e-17]","[-0.006671350698924358, 0.028622267532326856]","[-5.921174049377441, -19.5187931060791]"
year,1980,PTS,0.974977132,0.104372288,Outlier,Shape,0.101760594,187,215454,"[0.15487291562393166, -0.05120852912497636]","[-0.00479811462128518, 0.005843367962041732]","[0.00016703922658325938, -2.5946161831677198e-05]","[-18.111257553100586, -10.872389793395996]",-18.111257553100586,-10.872389793395996,"[5.343031570630572, -55.928923106977244]","[-0.0009269529712445896, -1.9158703256410288e-17]","[-0.006671350698923965, 0.02862226753232672]","[-5.9211745262146, -19.5187931060791]"
year,-1,AST,0.355968227,0.104372288,Trend,Shape,0.0371532179999999,330,215454,"[0.15487278110012345, -0.05120837386863303]","[-0.004798114621285179, 0.005843367962041736]","[0.00016703922658325862, -2.594616183167702e-05]","[-18.061614990234375, -11.241549491882324]",-18.06161499023437,-11.241549491882324,"[5.34303157060157, -55.928923106990716]","[-0.0009269529712445875, -1.0643681603434476e-17]","[-0.006671350698923562, 0.02862226753232634]","[-5.9211745262146, -19.5187931060791]"
pos_name,PG,AST,0.978597752,0.104372288,Top1,Point,0.1021384869999999,390,215454,"[0.15487264062650993, -0.05120821174479192]","[-0.0047981146212851804, 0.00584336796204174]","[0.0001670392265832594, -2.5946161831677062e-05]","[-18.111257553100586, -10.872389793395996]",-18.111257553100586,-10.872389793395996,"[5.343031570741092, -55.928923106925865]","[-0.0009269529712445897, -1.3836814652056634e-17]","[-0.006671350698922968, 0.02862226753232612]","[-6.274127960205078, -19.883922576904297]"
year,1968,AST,1.0,0.104372288,Change Point,Shape,0.104372288,448,215454,"[0.1547863504062161, -0.051108483047007526]","[-0.004798114621285177, 0.005843367962041731]","[0.0001670392265832591, -2.5946161831676764e-05]","[-18.111257553100586, -10.872389793395996]",-18.111257553100586,-10.872389793395996,"[5.727611518653932, -55.74356363388734]","[-0.000926952971244589, -1.7029947920865178e-17]","[-0.006671350698924174, 0.02862226753232668]","[-6.274127960205078, -19.883922576904297]"
year,1983,AST,0.96661465,0.104372288,Outlier,Shape,0.100887783,488,215454,"[0.15487292305044462, -0.05120853769601895]","[-0.004798114621285164, 0.005843367962041729]","[0.0001670392265832593, -2.5946161831676886e-05]","[-18.149734497070312, -11.42437744140625]",-18.149734497070312,-11.42437744140625,"[-38.94706114535513, -47.399227389437286]","[-0.0009269529712445911, -1.9158703002356962e-17]","[-0.006671350698924169, 0.028622267532326457]","[-5.921174049377441, -19.5187931060791]"
pos_name,PG,AST,0.321079083,0.104372288,Attribution,Point,0.033511759,506,215454,"[0.1548728823874479, -0.051208490766221554]","[-0.004798114621285169, 0.005843367962041729]","[0.00016703922658325843, -2.5946161831677293e-05]","[-18.149734497070312, -11.42437744140625]",-18.149734497070312,-11.42437744140625,"[5.343031570574095, -55.92892310700349]","[-0.00092695297124459, -1.7029947756522667e-17]","[-0.006671350698923571, 0.028622267532326474]","[-6.274127960205078, -19.883922576904297]"
name,-1,PTS;AST,0.487787922,0.104372288,Clustering,Compound Shape,0.075745546,555,215454,"[0.15487297623579588, -0.05120859907798525]","[-0.00479811462128518, 0.00584336796204173]","[0.0001670392265832594, -2.5946161831676913e-05]","[-18.149734497070312, -11.42437744140625]",-18.149734497070312,-11.42437744140625,"[-40.63463504164071, -3.1623011459880352]","[-0.00092695297124459, -1.9158703257703663e-17]","[-0.006671350698923968, 0.02862226753232656]","[-6.274127960205078, -19.883922576904297]"
year,-1,PTS,0.59747269,0.195870882,Trend,Shape,0.117027503,27,314677,"[0.007343305489494468, 0.1529177807637025]","[-0.004798114621285173, 0.007837528639544808]","[0.00016703922658325884, -2.5946161831675995e-05]","[39.10413360595703, -12.332464218139648]",39.10413360595703,-12.332464218139648,"[44.00712252494841, -0.29471491745051376]","[-0.0009269529712445857, -3.0204168518677974e-18]","[-0.006671350698923973, 0.028622267532326405]","[-1.2386133670806885, 36.036582946777344]"
age,24,PTS,0.8602351570000001,0.195870882,Top1,Point,0.168495019,86,314677,"[0.007403125654767756, 0.15305378229654157]","[-0.004798114621285184, 0.007837528639544802]","[0.0001670392265832589, -2.5946161831676832e-05]","[39.10413360595703, -12.332464218139648]",39.10413360595703,-12.332464218139648,"[44.00712252494841, -0.29471491745051376]","[-0.0009269529712445863, 5.0339874546156984e-18]","[-0.006671350698923565, 0.02862226753232633]","[-1.3280768394470215, 37.18803787231445]"
year,1967,PTS,1.0,0.195870882,Change Point,Shape,0.195870882,135,314677,"[0.007403349720801645, 0.15305429122125108]","[-0.0047981146212851674, 0.007837528639544802]","[0.00016703922658325922, -2.594616183167724e-05]","[39.52430725097656, -12.627097129821777]",39.52430725097656,-12.627097129821776,"[44.00712252494841, -0.29471491745051376]","[-0.0009269529712445863, 3.020386377400365e-18]","[-0.006671350698922764, 0.02862226753232591]","[-0.7951356768608093, 36.420082092285156]"
year,1971,PTS,0.9307094,0.195870882,Outlier,Shape,0.182298871,177,314677,"[0.007403104321961918, 0.1530537338428159]","[-0.004798114621285183, 0.007837528639544799]","[0.0001670392265832589, -2.5946161831676778e-05]","[39.43179702758789, -12.922367095947266]",39.43179702758789,-12.922367095947266,"[44.00712252494841, -0.29471491745051376]","[-0.0009269529712445843, 9.061189703439758e-18]","[-0.006671350698923569, 0.028622267532326398]","[-1.3593628406524658, 36.48017883300781]"
lg_name,NBA,PTS,0.920724191,0.195870882,Attribution,Point,0.1803430589999999,239,314677,"[0.0074034913230504335, 0.1530546128428107]","[-0.004798114621285167, 0.007837528639544794]","[0.00016703922658325957, -2.5946161831676293e-05]","[39.43179702758789, -12.922367095947266]",39.43179702758789,-12.922367095947266,"[44.00712252494841, -0.29471491745051376]","[-0.0009269529712445845, 3.0203864192266855e-18]","[-0.006671350698923569, 0.02862226753232633]","[-1.2386133670806885, 36.036582946777344]"
year,-1,AST,0.5105371679999999,0.195870882,Trend,Shape,0.099999365,327,314677,"[0.007402839151180935, 0.15305313155118747]","[-0.004798114621285176, 0.007837528639544794]","[0.00016703922658325892, -2.5946161831676845e-05]","[39.43179702758789, -12.922367095947266]",39.43179702758789,-12.922367095947266,"[44.00712252494841, -0.29471491745051376]","[-0.0009269529712445852, 5.0339874625780436e-18]","[-0.0066713506989237665, 0.028622267532326596]","[-1.359785556793213, 36.47999954223633]"
age,24,AST,0.8518943179999999,0.195870882,Top1,Point,0.166861291,384,314677,"[0.0074033391419926885, 0.1530542671935171]","[-0.004798114621285185, 0.007837528639544792]","[0.00016703922658325892, -2.5946161831676347e-05]","[39.1456413269043, -13.207330703735352]",39.1456413269043,-13.207330703735352,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445845, 4.0271869647449316e-18]","[-0.006671350698924364, 0.028622267532326974]","[-1.3572043180465698, 36.4964485168457]"
year,1967,AST,1.0,0.195870882,Change Point,Shape,0.195870882,435,314677,"[0.007871429567323264, 0.15411051657882868]","[-0.004798114621285183, 0.007837528639544794]","[0.0001670392265832591, -2.59461618316759e-05]","[39.1456413269043, -13.207330703735352]",39.1456413269043,-13.207330703735352,"[44.00712252494857, -0.29471491745049416]","[-0.0009269529712445847, 5.033987535485638e-18]","[-0.006671350698923775, 0.02862226753232637]","[-0.8894179463386536, 37.00365447998047]"
year,1971,AST,0.937083825,0.195870882,Outlier,Shape,0.183547435,477,314677,"[0.007403126688932066, 0.15305378464546354]","[-0.004798114621285171, 0.007837528639544802]","[0.00016703922658325898, -2.5946161831676442e-05]","[39.10413360595703, -12.332464218139648]",39.10413360595703,-12.332464218139648,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445865, 5.033987516678855e-18]","[-0.006671350698923775, 0.02862226753232664]","[-1.2393289804458618, 36.036827087402344]"
lg_name,NBA,AST,0.923017377,0.195870882,Attribution,Point,0.180792227,539,314677,"[0.007403018335414056, 0.15305353853912848]","[-0.004798114621285189, 0.007837528639544795]","[0.00016703922658325865, -2.5946161831677144e-05]","[39.10413360595703, -12.332464218139648]",39.10413360595703,-12.332464218139648,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445867, 2.0135858542007716e-18]","[-0.006671350698923973, 0.028622267532326447]","[-1.3312617540359497, 37.170345306396484]"
team_name,-1,PTS;AST,0.772192112,0.195870882,Clustering,Compound Shape,0.109012057,567,314677,"[0.007403070921823184, 0.15305365798019582]","[-0.0047981146212851804, 0.007837528639544811]","[0.0001670392265832598, -2.5946161831675778e-05]","[39.52430725097656, -12.627097129821777]",39.52430725097656,-12.627097129821776,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445859, 2.013585839094999e-18]","[-0.006671350698922971, 0.028622267532326155]","[-0.8192179799079895, 36.810550689697266]"
name,-1,PTS;AST,0.835303948,0.195870882,Clustering,Compound Shape,0.17370123,578,314677,"[0.0074033237919303805, 0.1530542323287823]","[-0.004798114621285182, 0.007837528639544797]","[0.00016703922658325917, -2.5946161831677564e-05]","[39.1456413269043, -13.207330703735352]",39.1456413269043,-13.207330703735352,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445854, -1.5211784954888574e-23]","[-0.006671350698923172, 0.028622267532326183]","[-1.330851435661316, 37.17435836791992]"
year,-1,PTS;AST,0.8214040690000001,0.195870882,Clustering,Compound Shape,0.144315509,580,314677,"[0.007871430267434254, 0.15411051814947138]","[-0.00479811462128517, 0.007837528639544794]","[0.0001670392265832581, -2.5946161831677913e-05]","[39.10413360595703, -12.332464218139648]",39.10413360595703,-12.332464218139648,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445859, 7.047588598238668e-18]","[-0.0066713506989233675, 0.028622267532326277]","[-0.7951362729072571, 36.420082092285156]"
team_name,-1,PTS;AST,0.989582472,0.195870882,Cross Measure Correlation,Compound,0.193830391,615,314677,"[0.0074031545135277155, 0.15305384784409956]","[-0.004798114621285167, 0.007837528639544802]","[0.00016703922658325873, -2.594616183167732e-05]","[39.1456413269043, -13.207330703735352]",39.1456413269043,-13.207330703735352,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445858, 6.0407880101476116e-18]","[-0.006671350698924169, 0.02862226753232681]","[-0.8192179799079895, 36.810550689697266]"
year,-1,PTS;AST,0.968692856,0.195870882,Cross Measure Correlation,Compound,0.189738724,619,314677,"[0.007403153669897046, 0.1530538459279426]","[-0.0047981146212851804, 0.007837528639544806]","[0.00016703922658325935, -2.5946161831676334e-05]","[39.10401153564453, -12.332615852355957]",39.10401153564453,-12.332615852355955,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445855, 8.054389143449832e-18]","[-0.006671350698923575, 0.028622267532326263]","[-1.2386133670806885, 36.036582946777344]"
age,-1,PTS;AST,0.998621462,0.195870882,Cross Measure Correlation,Compound,0.195600866,627,314677,"[0.007344225079389889, 0.1529198734667874]","[-0.004798114621285162, 0.007837528639544797]","[0.0001670392265832584, -2.5946161831677564e-05]","[39.1456413269043, -13.207330703735352]",39.1456413269043,-13.207330703735352,"[44.00712252494857, -0.29471491745049416]","[-0.0009269529712445845, 5.033987535314267e-18]","[-0.006671350698922971, 0.02862226753232578]","[-1.3315320014953613, 37.17863845825195]"
name,-1,PTS;AST,0.881758706,0.195870882,Cross Measure Correlation,Compound,0.172710855,638,314677,"[0.007403203581300581, 0.15305395929271073]","[-0.0047981146212851735, 0.007837528639544795]","[0.00016703922658325922, -2.5946161831676845e-05]","[39.10401153564453, -12.332615852355957]",39.10401153564453,-12.332615852355955,"[44.007122524948514, -0.2947149174504893]","[-0.0009269529712445855, 7.047588584520152e-18]","[-0.006671350698923175, 0.028622267532326193]","[-1.3280768394470215, 37.18803787231445]"
year,-1,PTS,0.855355575,0.1696943689999999,Trend,Shape,0.145149025,28,492966,"[0.08968344778741641, 0.18341467351640303]","[-0.004798114621285184, 0.006386809165262273]","[0.00016703922658325976, -2.5946161831675873e-05]","[34.51005935668945, 7.623409748077393]",34.510059356689446,7.623409748077393,"[32.39720627820186, -53.623462502213876]","[-0.0009269529712445895, -1.8027774050310115e-16]","[-0.0066713506989237665, 0.028622267532326485]","[-30.240856170654297, 13.598578453063965]"
age,25,PTS,0.863513581,0.1696943689999999,Top1,Point,0.1465333919999999,83,492966,"[0.08968344988941737, 0.18341467522186353]","[-0.0047981146212851865, 0.006386809165262273]","[0.00016703922658325927, -2.5946161831676913e-05]","[34.51002883911133, 7.623411178588867]",34.51002883911133,7.623411178588867,"[32.397206278201885, -53.62346250221384]","[-0.0009269529712445881, -1.7927619741741725e-16]","[-0.00667135069892337, 0.02862226753232636]","[-29.59075927734375, 13.942394256591797]"
year,1967,PTS,1.0,0.1696943689999999,Change Point,Shape,0.1696943689999999,146,492966,"[0.08968344988950164, 0.18341467522193186]","[-0.004798114621285177, 0.006386809165262266]","[0.0001670392265832591, -2.5946161831676954e-05]","[33.98829650878906, 7.714015007019043]",33.988296508789055,7.714015007019043,"[32.39720627820151, -53.62346250221433]","[-0.0009269529712445903, -1.8628699895781608e-16]","[-0.006671350698923571, 0.028622267532326485]","[-30.240856170654297, 13.598578453063965]"
year,2014,PTS,0.943794182,0.1696943689999999,Outlier,Shape,0.160156558,166,492966,"[0.08968344988941762, 0.1834146752218636]","[-0.004798114621285174, 0.006386809165262274]","[0.000167039226583259, -2.5946161831676778e-05]","[34.091941833496094, 8.225783348083496]",34.09194183349609,8.225783348083496,"[32.39720627820146, -53.62346250221431]","[-0.0009269529712445901, -1.8027774046479158e-16]","[-0.006671350698922365, 0.02862226753232576]","[-29.59075927734375, 13.942394256591797]"
year,-1,AST,0.795147685,0.1696943689999999,Trend,Shape,0.134932085,346,492966,"[0.08968344907601102, 0.18341467456190524]","[-0.004798114621285185, 0.0063868091652622755]","[0.000167039226583259, -2.5946161831677035e-05]","[34.091941833496094, 8.225783348083496]",34.09194183349609,8.225783348083496,"[32.39720627820143, -53.62346250221429]","[-0.000926952971244591, -1.8528545593837914e-16]","[-0.006671350698923571, 0.028622267532326467]","[-29.59075927734375, 13.942394256591797]"
name,John Stockton,AST,0.385578707,0.1696943689999999,Top1,Point,0.065430535,359,492966,"[0.08968344988950587, 0.18341467522193536]","[-0.004798114621285178, 0.00638680916526227]","[0.0001670392265832591, -2.5946161831676483e-05]","[34.091941833496094, 8.225783348083496]",34.09194183349609,8.225783348083496,"[32.39720627783955, -53.62346250269665]","[-0.0009269529712445903, -1.7927619752151029e-16]","[-0.0066713506989233675, 0.028622267532326287]","[-29.59075927734375, 13.942394256591797]"
age,25,AST,0.8152572929999999,0.1696943689999999,Top1,Point,0.138344572,373,492966,"[0.0896834498894999, 0.18341467522193045]","[-0.004798114621285183, 0.00638680916526228]","[0.0001670392265832582, -2.5946161831677686e-05]","[34.091941833496094, 8.225783348083496]",34.09194183349609,8.225783348083496,"[32.39720627727084, -53.623462503454114]","[-0.000926952971244591, -1.7527002524105886e-16]","[-0.006671350698923164, 0.02862226753232612]","[-29.59075927734375, 13.942394256591797]"
year,1968,AST,1.0,0.1696943689999999,Change Point,Shape,0.1696943689999999,446,492966,"[0.08968344988909219, 0.18341467522159927]","[-0.0047981146212851804, 0.006386809165262273]","[0.0001670392265832587, -2.594616183167721e-05]","[34.091941833496094, 8.225783348083496]",34.09194183349609,8.225783348083496,"[32.39720627820146, -53.62346250221431]","[-0.0009269529712445897, -1.79276197392056e-16]","[-0.006671350698923172, 0.028622267532326082]","[-30.240856170654297, 13.598578453063965]"
year,1991,AST,0.901967451,0.1696943689999999,Outlier,Shape,0.153058797,484,492966,"[0.0896834498890868, 0.18341467522159516]","[-0.004798114621285178, 0.006386809165262268]","[0.0001670392265832589, -2.5946161831676632e-05]","[34.477195739746094, 7.625385284423828]",34.47719573974609,7.625385284423827,"[32.39720627820138, -53.62346250221427]","[-0.0009269529712445879, -1.9029317121185372e-16]","[-0.006671350698924375, 0.02862226753232663]","[-29.59075927734375, 13.942394256591797]"
year,-1,PTS;AST,0.7272522770000001,0.1696943689999999,Clustering,Compound Shape,0.09255883,565,492966,"[0.08968344988948454, 0.18341467522191776]","[-0.004798114621285183, 0.00638680916526227]","[0.0001670392265832592, -2.5946161831676723e-05]","[33.98829650878906, 7.714015007019043]",33.988296508789055,7.714015007019043,"[32.397206277257695, -53.62346250347128]","[-0.0009269529712445896, -1.8628699886908646e-16]","[-0.006671350698923166, 0.028622267532326336]","[-30.240856170654297, 13.598578453063965]"
team_name,-1,PTS;AST,0.663028485,0.1696943689999999,Clustering,Compound Shape,0.092619179,573,492966,"[0.08968344988943637, 0.18341467522187896]","[-0.0047981146212851735, 0.006386809165262268]","[0.00016703922658325914, -2.5946161831677564e-05]","[34.51005935668945, 7.623409748077393]",34.510059356689446,7.623409748077393,"[32.39720645832394, -53.62346226225538]","[-0.0009269529712445891, -1.7527002516126672e-16]","[-0.006671350698923775, 0.02862226753232638]","[-30.54607582092285, 13.880186080932617]"
name,-1,PTS;AST,0.7943350259999999,0.1696943689999999,Clustering,Compound Shape,0.146499414,588,492966,"[0.08968344988950985, 0.18341467522193847]","[-0.00479811462128518, 0.006386809165262279]","[0.0001670392265832583, -2.5946161831679227e-05]","[34.51005935668945, 7.623409748077393]",34.510059356689446,7.623409748077393,"[32.397206277270584, -53.623462503454604]","[-0.0009269529712445907, -1.8829008514438226e-16]","[-0.006671350698922971, 0.028622267532326034]","[-30.54607582092285, 13.880186080932617]"
year,-1,PTS;AST,0.933646613,0.1696943689999999,Cross Measure Correlation,Compound,0.158434573,604,492966,"[0.0896834498895084, 0.18341467522193744]","[-0.004798114621285176, 0.006386809165262274]","[0.00016703922658325816, -2.5946161831677564e-05]","[34.477195739746094, 7.625385284423828]",34.47719573974609,7.625385284423827,"[32.397206278201864, -53.62346250221377]","[-0.00092695297124459, -1.8628699896704772e-16]","[-0.006671350698923569, 0.028622267532326582]","[-30.240856170654297, 13.598578453063965]"
name,-1,PTS;AST,0.875630672,0.1696943689999999,Cross Measure Correlation,Compound,0.148589594,605,492966,"[0.08968344988950704, 0.18341467522193622]","[-0.004798114621285183, 0.006386809165262271]","[0.00016703922658325917, -2.5946161831677198e-05]","[34.091941833496094, 8.225783348083496]",34.09194183349609,8.225783348083496,"[32.397206278201814, -53.62346250221385]","[-0.0009269529712445898, -1.8628699895565899e-16]","[-0.00667135069892337, 0.028622267532326252]","[-29.59075927734375, 13.942394256591797]"
team_name,-1,PTS;AST,0.96914114,0.1696943689999999,Cross Measure Correlation,Compound,0.164457794,622,492966,"[0.08968344763370006, 0.1834146733916847]","[-0.004798114621285185, 0.006386809165262275]","[0.00016703922658325935, -2.5946161831676954e-05]","[34.091941833496094, 8.225783348083496]",34.09194183349609,8.225783348083496,"[32.39720627727641, -53.623462503446554]","[-0.0009269529712445912, -1.8328236981967134e-16]","[-0.006671350698924169, 0.028622267532326762]","[-29.479082107543945, 14.283239364624023]"
