name,year,team_name,age,lg_name,pos_name,PTS,AST,cid
Armen Gilliam,1993,Philadelphia 76ers,28,NBA,PF,992,116,6671
Armen Gilliam,1994,Brooklyn Nets,29,NBA,PF,970,69,6672
Armen Gilliam,1995,Brooklyn Nets,30,NBA,PF,1212,99,6673
Armen Gilliam,1996,Brooklyn Nets,31,NBA,SF,1429,140,6674
Armen Gilliam,1997,Milwaukee Bucks,32,NBA,PF,691,53,6675
Armen Gilliam,1998,Milwaukee Bucks,33,NBA,PF,921,104,6676
Armen Gilliam,1999,Milwaukee Bucks,34,NBA,PF,281,19,6677
Armen Gilliam,2000,Utah Jazz,35,NBA,PF,333,42,6678
Herm Gilliam,1970,Sacramento Kings,23,NBA,SG,426,178,6679
Herm Gilliam,1971,Los Angeles Clippers,24,NBA,SG,898,291,6680
Herm Gilliam,1972,Atlanta Hawks,25,NBA,PG,835,377,6681
Herm Gilliam,1973,Atlanta Hawks,26,NBA,PG,1065,482,6682
Herm Gilliam,1974,Atlanta Hawks,27,NBA,PG,874,355,6683
Herm Gilliam,1975,Atlanta Hawks,28,NBA,SG,722,170,6684
Herm Gilliam,1976,Oklahoma City Thunder,29,NBA,SG,688,202,6685
Herm Gilliam,1977,Portland Trail Blazers,30,NBA,SG,744,170,6686
Artis Gilmore,1972,Kentucky Colonels,22,ABA,C,2003,230,6687
Artis Gilmore,1973,Kentucky Colonels,23,ABA,C,1743,295,6688
Artis Gilmore,1974,Kentucky Colonels,24,ABA,C,1568,329,6689
Artis Gilmore,1975,Kentucky Colonels,25,ABA,C,1981,208,6690
Artis Gilmore,1976,Kentucky Colonels,26,ABA,C,2067,211,6691
Artis Gilmore,1977,Chicago Bulls,27,NBA,C,1527,199,6692
Artis Gilmore,1978,Chicago Bulls,28,NBA,C,1879,263,6693
Artis Gilmore,1979,Chicago Bulls,29,NBA,C,1940,274,6694
Artis Gilmore,1980,Chicago Bulls,30,NBA,C,855,133,6695
Artis Gilmore,1981,Chicago Bulls,31,NBA,C,1469,172,6696
Artis Gilmore,1982,Chicago Bulls,32,NBA,C,1517,136,6697
Artis Gilmore,1983,San Antonio Spurs,33,NBA,C,1479,126,6698
Artis Gilmore,1984,San Antonio Spurs,34,NBA,C,982,70,6699
Artis Gilmore,1985,San Antonio Spurs,35,NBA,C,1548,131,6700
Artis Gilmore,1986,San Antonio Spurs,36,NBA,C,1184,102,6701
Artis Gilmore,1987,San Antonio Spurs,37,NBA,C,934,150,6702
Artis Gilmore,1988,TOT,38,NBA,C,265,21,6703
Walt Gilmore,1971,Portland Trail Blazers,23,NBA,PF,58,12,6704
Chuck Gilmur,1947,Chicago Stags,24,BAA,no pos,178,21,6705
Chuck Gilmur,1948,Chicago Stags,25,BAA,no pos,459,77,6706
Chuck Gilmur,1949,Chicago Stags,26,BAA,no pos,286,125,6707
Chuck Gilmur,1950,Washington Capitols,27,NBA,no pos,418,108,6708
Chuck Gilmur,1951,Washington Capitols,28,NBA,no pos,51,17,6709
Manu Ginobili,2003,San Antonio Spurs,25,NBA,SG,525,138,6710
Manu Ginobili,2004,San Antonio Spurs,26,NBA,SG,987,291,6711
Manu Ginobili,2005,San Antonio Spurs,27,NBA,SG,1186,288,6712
Manu Ginobili,2006,San Antonio Spurs,28,NBA,SG,981,235,6713
Manu Ginobili,2007,San Antonio Spurs,29,NBA,SG,1240,263,6714
Manu Ginobili,2008,San Antonio Spurs,30,NBA,SG,1442,332,6715
Manu Ginobili,2009,San Antonio Spurs,31,NBA,SG,683,157,6716
Manu Ginobili,2010,San Antonio Spurs,32,NBA,SG,1237,370,6717
Manu Ginobili,2011,San Antonio Spurs,33,NBA,SG,1393,393,6718
Manu Ginobili,2012,San Antonio Spurs,34,NBA,SG,440,151,6719
Manu Ginobili,2013,San Antonio Spurs,35,NBA,SG,705,274,6720
Manu Ginobili,2014,San Antonio Spurs,36,NBA,SG,838,293,6721
Manu Ginobili,2015,San Antonio Spurs,37,NBA,SG,513,195,6722
Gordan Giricek,2003,TOT,25,NBA,SG,935,137,6723
Gordan Giricek,2004,TOT,26,NBA,SF,827,122,6724
Gordan Giricek,2005,Utah Jazz,27,NBA,SG,715,137,6725
Gordan Giricek,2006,Utah Jazz,28,NBA,SG,393,63,6726
Gordan Giricek,2007,Utah Jazz,29,NBA,SG,475,63,6727
Gordan Giricek,2008,TOT,30,NBA,SG,325,62,6728
Jack Givens,1979,Atlanta Hawks,22,NBA,SF,570,83,6729
Jack Givens,1980,Atlanta Hawks,23,NBA,SF,470,59,6730
Mickell Gladness,2012,TOT,25,NBA,PF,56,5,6731
George Glamack,1949,Indianapolis Jets,30,BAA,no pos,102,19,6732
Gerald Glass,1991,Minnesota Timberwolves,23,NBA,SF,352,42,6733
Gerald Glass,1992,Minnesota Timberwolves,24,NBA,SF,859,175,6734
Gerald Glass,1993,TOT,25,NBA,SF,316,77,6735
Gerald Glass,1996,TOT,28,NBA,SF,26,4,6736
Mike Glenn,1978,Los Angeles Clippers,22,NBA,SG,441,78,6737
Mike Glenn,1979,New York Knicks,23,NBA,SG,583,136,6738
Mike Glenn,1980,New York Knicks,24,NBA,SG,441,85,6739
Mike Glenn,1981,New York Knicks,25,NBA,PG,672,108,6740
Mike Glenn,1982,Atlanta Hawks,26,NBA,SG,376,87,6741
Mike Glenn,1983,Atlanta Hawks,27,NBA,SG,534,125,6742
Mike Glenn,1984,Atlanta Hawks,28,NBA,SG,681,171,6743
Mike Glenn,1985,Atlanta Hawks,29,NBA,SG,518,122,6744
Mike Glenn,1986,Milwaukee Bucks,30,NBA,SG,235,39,6745
Mike Glenn,1987,Milwaukee Bucks,31,NBA,SG,15,1,6746
Normie Glick,1950,Los Angeles Lakers,22,NBA,no pos,2,0,6747
Georgi Glouchkov,1986,Phoenix Suns,26,NBA,PF,239,32,6748
Clarence Glover,1972,Boston Celtics,24,NBA,PF,65,4,6749
Dion Glover,2000,Atlanta Hawks,21,NBA,SG,195,27,6750
Dion Glover,2001,Atlanta Hawks,22,NBA,SG,338,69,6751
Dion Glover,2002,Atlanta Hawks,23,NBA,SG,492,84,6752
Dion Glover,2003,Atlanta Hawks,24,NBA,SG,737,141,6753
Dion Glover,2004,TOT,25,NBA,SG,620,130,6754
Dion Glover,2005,San Antonio Spurs,26,NBA,SG,25,4,6755
Andreas Glyniadakis,2007,Oklahoma City Thunder,25,NBA,C,17,1,6756
Mike Gminski,1981,Brooklyn Nets,21,NBA,C,737,72,6757
Mike Gminski,1982,Brooklyn Nets,22,NBA,C,335,41,6758
Mike Gminski,1983,Brooklyn Nets,23,NBA,C,601,61,6759
Mike Gminski,1984,Brooklyn Nets,24,NBA,C,621,92,6760
Mike Gminski,1985,Brooklyn Nets,25,NBA,C,1036,158,6761
Mike Gminski,1986,Brooklyn Nets,26,NBA,C,1333,133,6762
Mike Gminski,1987,Brooklyn Nets,27,NBA,C,1179,99,6763
Mike Gminski,1988,TOT,28,NBA,C,1365,139,6764
Mike Gminski,1989,Philadelphia 76ers,29,NBA,C,1409,138,6765
Mike Gminski,1990,Philadelphia 76ers,30,NBA,C,1112,128,6766
Mike Gminski,1991,TOT,31,NBA,C,844,93,6767
Mike Gminski,1992,Charlotte Hornets,32,NBA,C,202,31,6768
Mike Gminski,1993,Charlotte Hornets,33,NBA,C,93,7,6769
Mike Gminski,1994,TOT,34,NBA,C,86,11,6770
Rudy Gobert,2014,Utah Jazz,21,NBA,C,104,7,6771
Rudy Gobert,2015,Utah Jazz,22,NBA,C,321,50,6772
Dan Godfread,1991,Minnesota Timberwolves,23,NBA,C,13,0,6773
Dan Godfread,1992,Houston Rockets,24,NBA,C,0,0,6774
Tom Gola,1956,Golden State Warriors,23,NBA,SG,732,404,6775
Tom Gola,1958,Golden State Warriors,25,NBA,SG,813,327,6776
Tom Gola,1959,Golden State Warriors,26,NBA,SG,901,269,6777
Tom Gola,1960,Golden State Warriors,27,NBA,SG,1122,409,6778
Tom Gola,1961,Golden State Warriors,28,NBA,SG,1050,292,6779
Tom Gola,1962,Golden State Warriors,29,NBA,SG,820,295,6780
Tom Gola,1963,TOT,30,NBA,SG,896,298,6781
Tom Gola,1964,New York Knicks,31,NBA,SG,670,257,6782
Tom Gola,1965,New York Knicks,32,NBA,SG,541,220,6783
Tom Gola,1966,New York Knicks,33,NBA,SG,326,191,6784
Ben Goldfaden,1947,Washington Capitols,33,BAA,no pos,2,0,6785
Anthony Goldwire,1996,Charlotte Hornets,24,NBA,PG,231,112,6786
Anthony Goldwire,1997,TOT,25,NBA,PG,387,219,6787
Anthony Goldwire,1998,Denver Nuggets,26,NBA,PG,751,277,6788
Anthony Goldwire,2001,Denver Nuggets,29,NBA,PG,82,34,6789
Anthony Goldwire,2003,TOT,31,NBA,PG,25,4,6790
Anthony Goldwire,2004,TOT,32,NBA,PG,17,11,6791
Anthony Goldwire,2005,TOT,33,NBA,PG,172,78,6792
Anthony Goldwire,2006,Los Angeles Clippers,34,NBA,PG,2,2,6793
Ryan Gomes,2006,Boston Celtics,23,NBA,PF,461,58,6794
Ryan Gomes,2007,Boston Celtics,24,NBA,PF,881,119,6795
Ryan Gomes,2008,Minnesota Timberwolves,25,NBA,PF,1033,145,6796
Ryan Gomes,2009,Minnesota Timberwolves,26,NBA,SF,1092,135,6797
Ryan Gomes,2010,Minnesota Timberwolves,27,NBA,SF,832,124,6798
Ryan Gomes,2011,Los Angeles Clippers,28,NBA,SF,547,118,6799
Ryan Gomes,2012,Los Angeles Clippers,29,NBA,SF,74,12,6800
Ryan Gomes,2014,Oklahoma City Thunder,31,NBA,SF,6,1,6801
Glen Gondrezick,1978,New York Knicks,22,NBA,SF,345,83,6802
Glen Gondrezick,1979,New York Knicks,23,NBA,SF,377,106,6803
Glen Gondrezick,1980,Denver Nuggets,24,NBA,SF,390,81,6804
Glen Gondrezick,1981,Denver Nuggets,25,NBA,PF,422,83,6805
Glen Gondrezick,1982,Denver Nuggets,26,NBA,SF,660,152,6806
Glen Gondrezick,1983,Denver Nuggets,27,NBA,PF,350,100,6807
Grant Gondrezick,1987,Phoenix Suns,24,NBA,SG,349,81,6808
Grant Gondrezick,1989,Los Angeles Clippers,26,NBA,SG,105,34,6809
Drew Gooden,2003,TOT,21,NBA,SF,875,83,6810
Drew Gooden,2004,Orlando Magic,22,NBA,PF,914,89,6811
Drew Gooden,2005,Cleveland Cavaliers,23,NBA,PF,1184,130,6812
Drew Gooden,2006,Cleveland Cavaliers,24,NBA,PF,845,56,6813
Drew Gooden,2007,Cleveland Cavaliers,25,NBA,PF,885,88,6814
Drew Gooden,2008,TOT,26,NBA,PF,826,81,6815
Drew Gooden,2009,TOT,27,NBA,PF,605,48,6816
Drew Gooden,2010,TOT,28,NBA,C,763,47,6817
Drew Gooden,2011,Milwaukee Bucks,29,NBA,PF,396,47,6818
Drew Gooden,2012,Milwaukee Bucks,30,NBA,C,766,144,6819
Drew Gooden,2013,Milwaukee Bucks,31,NBA,C,52,6,6820
Drew Gooden,2014,Washington Wizards,32,NBA,C,183,15,6821
Drew Gooden,2015,Washington Wizards,33,NBA,PF,84,14,6822
Gail Goodrich,1966,Los Angeles Lakers,22,NBA,SG,509,103,6823
Gail Goodrich,1967,Los Angeles Lakers,23,NBA,SG,957,210,6824
Gail Goodrich,1968,Los Angeles Lakers,24,NBA,SG,1092,205,6825
Gail Goodrich,1969,Phoenix Suns,25,NBA,PG,1931,518,6826
Gail Goodrich,1970,Phoenix Suns,26,NBA,PG,1624,605,6827
Gail Goodrich,1971,Los Angeles Lakers,27,NBA,SG,1380,380,6828
Gail Goodrich,1972,Los Angeles Lakers,28,NBA,SG,2127,365,6829
Gail Goodrich,1973,Los Angeles Lakers,29,NBA,SG,1814,332,6830
Gail Goodrich,1974,Los Angeles Lakers,30,NBA,SG,2076,427,6831
Gail Goodrich,1975,Los Angeles Lakers,31,NBA,SG,1630,420,6832
Gail Goodrich,1976,Los Angeles Lakers,32,NBA,SG,1459,421,6833
Gail Goodrich,1977,Utah Jazz,33,NBA,SG,340,74,6834
Gail Goodrich,1978,Utah Jazz,34,NBA,SG,1304,388,6835
Gail Goodrich,1979,Utah Jazz,35,NBA,SG,938,357,6836
Steve Goodrich,2001,Chicago Bulls,24,NBA,PF,19,6,6837
Steve Goodrich,2002,Brooklyn Nets,25,NBA,SF,5,5,6838
Archie Goodwin,2014,Phoenix Suns,19,NBA,SG,194,20,6839
Archie Goodwin,2015,Phoenix Suns,20,NBA,SG,47,7,6840
Pop Goodwin,1947,Providence Steam Rollers,26,BAA,no pos,256,15,6841
Pop Goodwin,1948,Providence Steam Rollers,27,BAA,no pos,91,7,6842
Aaron Gordon,2015,Orlando Magic,19,NBA,PF,118,12,6843
Ben Gordon,2005,Chicago Bulls,21,NBA,SG,1235,164,6844
Ben Gordon,2006,Chicago Bulls,22,NBA,SG,1349,240,6845
Ben Gordon,2007,Chicago Bulls,23,NBA,SG,1753,296,6846
Ben Gordon,2008,Chicago Bulls,24,NBA,SG,1336,213,6847
Ben Gordon,2009,Chicago Bulls,25,NBA,SG,1699,279,6848
Ben Gordon,2010,Detroit Pistons,26,NBA,SG,855,166,6849
Ben Gordon,2011,Detroit Pistons,27,NBA,SG,921,171,6850
Ben Gordon,2012,Detroit Pistons,28,NBA,SG,648,127,6851
Ben Gordon,2013,Charlotte Hornets,29,NBA,SG,840,141,6852
Ben Gordon,2014,Charlotte Hornets,30,NBA,SG,99,21,6853
Ben Gordon,2015,Orlando Magic,31,NBA,SG,295,41,6854
Drew Gordon,2015,Philadelphia 76ers,24,NBA,C,17,2,6855
Eric Gordon,2009,Los Angeles Clippers,20,NBA,SG,1252,215,6856
Eric Gordon,2010,Los Angeles Clippers,21,NBA,SG,1045,186,6857
Eric Gordon,2011,Los Angeles Clippers,22,NBA,SG,1247,244,6858
Eric Gordon,2012,New Orleans Pelicans,23,NBA,PG,185,31,6859
Eric Gordon,2013,New Orleans Pelicans,24,NBA,SG,713,137,6860
Eric Gordon,2014,New Orleans Pelicans,25,NBA,SG,988,208,6861
Eric Gordon,2015,New Orleans Pelicans,26,NBA,SG,348,102,6862
Lancaster Gordon,1985,Los Angeles Clippers,22,NBA,SG,259,88,6863
Lancaster Gordon,1986,Los Angeles Clippers,23,NBA,SG,312,60,6864
Lancaster Gordon,1987,Los Angeles Clippers,24,NBA,SG,526,139,6865
Lancaster Gordon,1988,Los Angeles Clippers,25,NBA,SG,28,7,6866
Paul Gordon,1950,Baltimore Bullets,22,NBA,no pos,3,3,6867
Marcin Gortat,2008,Orlando Magic,23,NBA,C,18,2,6868
Marcin Gortat,2009,Orlando Magic,24,NBA,PF,239,14,6869
Marcin Gortat,2010,Orlando Magic,25,NBA,C,293,17,6870
Marcin Gortat,2011,TOT,26,NBA,C,817,70,6871
Marcin Gortat,2012,Phoenix Suns,27,NBA,C,1017,59,6872
Marcin Gortat,2013,Phoenix Suns,28,NBA,C,680,75,6873
Marcin Gortat,2014,Washington Wizards,29,NBA,C,1068,138,6874
Marcin Gortat,2015,Washington Wizards,30,NBA,C,569,50,6875
Leo Gottlieb,1947,New York Knicks,26,BAA,no pos,334,24,6876
Leo Gottlieb,1948,New York Knicks,27,BAA,no pos,131,12,6877
Andrew Goudelock,2012,Los Angeles Lakers,23,NBA,SG,175,20,6878
Andrew Goudelock,2013,Los Angeles Lakers,24,NBA,SG,0,0,6879
Gerald Govan,1968,Memphis Sounds,26,ABA,C,392,95,6880
Gerald Govan,1969,Memphis Sounds,27,ABA,C,557,150,6881
Gerald Govan,1970,Memphis Sounds,28,ABA,C,1053,385,6882
Gerald Govan,1971,Memphis Sounds,29,ABA,C,712,407,6883
Gerald Govan,1972,Memphis Sounds,30,ABA,PF,716,348,6884
Gerald Govan,1973,Utah Stars,31,ABA,C,539,250,6885
Gerald Govan,1974,Utah Stars,32,ABA,C,583,245,6886
Gerald Govan,1975,Utah Stars,33,ABA,PF,562,230,6887
Gerald Govan,1976,Virginia Squires,34,ABA,C,137,54,6888
Bato Govedarica,1954,Philadelphia 76ers,25,NBA,PG,75,24,6889
Joe Graboski,1949,Chicago Stags,19,BAA,no pos,125,18,6890
Joe Graboski,1950,Chicago Stags,20,NBA,no pos,203,37,6891
Joe Graboski,1952,Indianapolis Olympians,22,NBA,C,904,130,6892
Joe Graboski,1953,Indianapolis Olympians,23,NBA,C,894,156,6893
Joe Graboski,1954,Golden State Warriors,24,NBA,PF,944,163,6894
Joe Graboski,1955,Golden State Warriors,25,NBA,PF,954,182,6895
Joe Graboski,1956,Golden State Warriors,26,NBA,PF,1034,190,6896
Joe Graboski,1957,Golden State Warriors,27,NBA,PF,1032,140,6897
Joe Graboski,1958,Golden State Warriors,28,NBA,PF,909,125,6898
Joe Graboski,1959,Golden State Warriors,29,NBA,PF,1058,148,6899
Joe Graboski,1960,Golden State Warriors,30,NBA,PF,565,111,6900
Joe Graboski,1961,Golden State Warriors,31,NBA,PF,465,74,6901
Joe Graboski,1962,TOT,32,NBA,no pos,118,20,6902
Ricky Grace,1994,Atlanta Hawks,26,NBA,PG,4,1,6903
Calvin Graham,1968,Pittsburgh Condors,23,ABA,no pos,13,0,6904
Greg Graham,1994,Philadelphia 76ers,23,NBA,SG,338,66,6905
Greg Graham,1995,Philadelphia 76ers,24,NBA,SG,251,66,6906
Greg Graham,1996,TOT,25,NBA,SG,240,52,6907
Greg Graham,1997,Oklahoma City Thunder,26,NBA,SG,93,11,6908
Greg Graham,1998,Cleveland Cavaliers,27,NBA,SG,16,6,6909
Joey Graham,2006,Toronto Raptors,23,NBA,SF,533,60,6910
Joey Graham,2007,Toronto Raptors,24,NBA,SF,503,44,6911
Joey Graham,2008,Toronto Raptors,25,NBA,SF,138,15,6912
Joey Graham,2009,Toronto Raptors,26,NBA,SF,597,48,6913
Joey Graham,2010,Denver Nuggets,27,NBA,SF,266,22,6914
Joey Graham,2011,Cleveland Cavaliers,28,NBA,SF,202,18,6915
Mal Graham,1968,Boston Celtics,22,NBA,PG,290,61,6916
Mal Graham,1969,Boston Celtics,23,NBA,PG,37,14,6917
Orlando Graham,1989,Golden State Warriors,23,NBA,PF,8,0,6918
Paul Graham,1992,Atlanta Hawks,24,NBA,SG,791,175,6919
Paul Graham,1993,Atlanta Hawks,25,NBA,SG,650,164,6920
Paul Graham,1994,Atlanta Hawks,26,NBA,SG,58,13,6921
Stephen Graham,2006,TOT,23,NBA,SG,58,7,6922
Stephen Graham,2007,Portland Trail Blazers,24,NBA,SG,45,5,6923
Stephen Graham,2008,Indiana Pacers,25,NBA,SF,87,9,6924
Stephen Graham,2009,Indiana Pacers,26,NBA,SG,282,33,6925
Stephen Graham,2010,Charlotte Hornets,27,NBA,SG,296,23,6926
Stephen Graham,2011,Brooklyn Nets,28,NBA,SG,198,40,6927
Jim Grandholm,1991,Dallas Mavericks,30,NBA,PF,79,8,6928
Ron Grandison,1989,Boston Celtics,24,NBA,PF,177,42,6929
Ron Grandison,1992,Charlotte Hornets,27,NBA,PF,10,1,6930
Ron Grandison,1995,New York Knicks,30,NBA,PF,2,2,6931
Ron Grandison,1996,TOT,31,NBA,PF,65,13,6932
Danny Granger,2006,Indiana Pacers,22,NBA,SF,587,90,6933
Danny Granger,2007,Indiana Pacers,23,NBA,SF,1142,114,6934
Danny Granger,2008,Indiana Pacers,24,NBA,SF,1567,166,6935
Danny Granger,2009,Indiana Pacers,25,NBA,SF,1728,183,6936
Danny Granger,2010,Indiana Pacers,26,NBA,SF,1497,171,6937
Danny Granger,2011,Indiana Pacers,27,NBA,SF,1622,203,6938
Danny Granger,2012,Indiana Pacers,28,NBA,SF,1159,109,6939
Danny Granger,2013,Indiana Pacers,29,NBA,SF,27,3,6940
Danny Granger,2014,TOT,30,NBA,SF,338,41,6941
Danny Granger,2015,Miami Heat,31,NBA,SF,163,17,6942
Stewart Granger,1984,Cleveland Cavaliers,22,NBA,PG,251,134,6943
Stewart Granger,1985,Atlanta Hawks,23,NBA,PG,16,12,6944
Stewart Granger,1987,New York Knicks,25,NBA,PG,49,27,6945
Brian Grant,1995,Sacramento Kings,22,NBA,PF,1058,99,6946
Brian Grant,1996,Sacramento Kings,23,NBA,PF,1120,127,6947
Brian Grant,1997,Sacramento Kings,24,NBA,PF,252,28,6948
Brian Grant,1998,Portland Trail Blazers,25,NBA,SF,737,86,6949
Brian Grant,1999,Portland Trail Blazers,26,NBA,PF,550,67,6950
Brian Grant,2000,Portland Trail Blazers,27,NBA,PF,459,64,6951
Brian Grant,2001,Miami Heat,28,NBA,C,1250,101,6952
Brian Grant,2002,Miami Heat,29,NBA,PF,673,137,6953
Brian Grant,2003,Miami Heat,30,NBA,C,846,104,6954
Brian Grant,2004,Miami Heat,31,NBA,C,664,69,6955
Brian Grant,2005,Los Angeles Lakers,32,NBA,C,263,34,6956
Brian Grant,2006,Phoenix Suns,33,NBA,C,61,7,6957
Bud Grant,1950,Los Angeles Lakers,22,NBA,no pos,91,19,6958
Bud Grant,1951,Los Angeles Lakers,23,NBA,no pos,158,71,6959
Gary Grant,1989,Los Angeles Clippers,23,NBA,PG,846,506,6960
Gary Grant,1990,Los Angeles Clippers,24,NBA,PG,575,442,6961
Gary Grant,1991,Los Angeles Clippers,25,NBA,PG,590,587,6962
Gary Grant,1992,Los Angeles Clippers,26,NBA,PG,609,538,6963
Gary Grant,1993,Los Angeles Clippers,27,NBA,PG,486,353,6964
Gary Grant,1994,Los Angeles Clippers,28,NBA,PG,588,291,6965
Gary Grant,1995,Los Angeles Clippers,29,NBA,PG,205,93,6966
Gary Grant,1996,New York Knicks,30,NBA,PG,232,69,6967
Gary Grant,1997,Miami Heat,31,NBA,PG,110,45,6968
Gary Grant,1998,Portland Trail Blazers,32,NBA,PG,105,84,6969
Gary Grant,1999,Portland Trail Blazers,33,NBA,PG,0,3,6970
Gary Grant,2000,Portland Trail Blazers,34,NBA,PG,12,1,6971
Gary Grant,2001,Portland Trail Blazers,35,NBA,PG,10,1,6972
Greg Grant,1990,Phoenix Suns,23,NBA,PG,208,168,6973
Greg Grant,1991,New York Knicks,24,NBA,PG,26,20,6974
Greg Grant,1992,TOT,25,NBA,PG,225,217,6975
Greg Grant,1993,Philadelphia 76ers,26,NBA,PG,194,206,6976
Greg Grant,1995,Denver Nuggets,28,NBA,PG,31,43,6977
Greg Grant,1996,TOT,29,NBA,PG,83,97,6978
Harvey Grant,1989,Washington Wizards,23,NBA,PF,396,79,6979
Harvey Grant,1990,Washington Wizards,24,NBA,PF,664,131,6980
Harvey Grant,1991,Washington Wizards,25,NBA,PF,1405,204,6981
Harvey Grant,1992,Washington Wizards,26,NBA,SF,1155,170,6982
Harvey Grant,1993,Washington Wizards,27,NBA,SF,1339,205,6983
Harvey Grant,1994,Portland Trail Blazers,28,NBA,SF,798,107,6984
Harvey Grant,1995,Portland Trail Blazers,29,NBA,PF,683,82,6985
Harvey Grant,1996,Portland Trail Blazers,30,NBA,PF,709,111,6986
Harvey Grant,1997,Washington Wizards,31,NBA,PF,316,68,6987
Harvey Grant,1998,Washington Wizards,32,NBA,SF,170,39,6988
Harvey Grant,1999,Philadelphia 76ers,33,NBA,PF,146,23,6989
Horace Grant,1988,Chicago Bulls,22,NBA,PF,622,89,6990
Horace Grant,1989,Chicago Bulls,23,NBA,PF,950,168,6991
Horace Grant,1990,Chicago Bulls,24,NBA,PF,1071,227,6992
Horace Grant,1991,Chicago Bulls,25,NBA,PF,1000,178,6993
Horace Grant,1992,Chicago Bulls,26,NBA,PF,1149,217,6994
Horace Grant,1993,Chicago Bulls,27,NBA,PF,1017,201,6995
Horace Grant,1994,Chicago Bulls,28,NBA,PF,1057,236,6996
Horace Grant,1995,Orlando Magic,29,NBA,PF,948,173,6997
Horace Grant,1996,Orlando Magic,30,NBA,PF,847,170,6998
Horace Grant,1997,Orlando Magic,31,NBA,PF,845,163,6999
Horace Grant,1998,Orlando Magic,32,NBA,C,921,172,7000
Horace Grant,1999,Orlando Magic,33,NBA,PF,443,90,7001
Horace Grant,2000,Oklahoma City Thunder,34,NBA,PF,612,188,7002
Horace Grant,2001,Los Angeles Lakers,35,NBA,PF,657,121,7003
Horace Grant,2002,Orlando Magic,36,NBA,C,608,104,7004
Horace Grant,2003,Orlando Magic,37,NBA,PF,26,7,7005
Horace Grant,2004,Los Angeles Lakers,38,NBA,PF,223,71,7006
Jerami Grant,2015,Philadelphia 76ers,20,NBA,SF,201,27,7007
Josh Grant,1994,Golden State Warriors,26,NBA,PF,157,24,7008
Paul Grant,1999,TOT,25,NBA,C,4,0,7009
Paul Grant,2004,Utah Jazz,30,NBA,C,25,3,7010
Travis Grant,1973,Los Angeles Lakers,23,NBA,SF,125,7,7011
Travis Grant,1974,TOT,24,NBA,SF,859,63,7012
Travis Grant,1975,San Diego Sails,25,ABA,SF,1335,98,7013
Travis Grant,1976,TOT,26,ABA,SF,448,43,7014
Don Grate,1950,Sheboygan Red Skins,26,NBA,no pos,4,3,7015
Butch Graves,1985,Cleveland Cavaliers,23,NBA,SG,5,1,7016
Aaron Gray,2008,Chicago Bulls,23,NBA,C,262,41,7017
Aaron Gray,2009,Chicago Bulls,24,NBA,C,196,46,7018
Aaron Gray,2010,TOT,25,NBA,C,104,22,7019
Aaron Gray,2011,New Orleans Pelicans,26,NBA,C,129,16,7020
Aaron Gray,2012,Toronto Raptors,27,NBA,C,191,27,7021
Aaron Gray,2013,Toronto Raptors,28,NBA,C,119,33,7022
Aaron Gray,2014,TOT,29,NBA,C,65,22,7023
Devin Gray,1997,TOT,24,NBA,PF,18,2,7024
Devin Gray,2000,Houston Rockets,27,NBA,SF,49,5,7025
Ed Gray,1998,Atlanta Hawks,22,NBA,SG,227,34,7026
Ed Gray,1999,Atlanta Hawks,23,NBA,SG,146,12,7027
Evric Gray,1997,Brooklyn Nets,27,NBA,SF,13,2,7028
Gary Gray,1968,Sacramento Kings,22,NBA,SG,105,26,7029
Leonard Gray,1975,Oklahoma City Thunder,23,NBA,PF,860,163,7030
Leonard Gray,1976,Oklahoma City Thunder,24,NBA,PF,914,203,7031
Leonard Gray,1977,TOT,25,NBA,PF,634,124,7032
Stuart Gray,1985,Indiana Pacers,21,NBA,C,102,15,7033
Stuart Gray,1986,Indiana Pacers,22,NBA,C,155,15,7034
Stuart Gray,1987,Indiana Pacers,23,NBA,C,110,26,7035
Stuart Gray,1988,Indiana Pacers,24,NBA,C,224,44,7036
Stuart Gray,1989,Indiana Pacers,25,NBA,C,188,29,7037
Stuart Gray,1990,TOT,26,NBA,C,116,19,7038
Stuart Gray,1991,New York Knicks,27,NBA,C,11,0,7039
Sylvester Gray,1989,Miami Heat,21,NBA,SF,440,117,7040
Wyndol Gray,1947,Boston Celtics,24,BAA,no pos,350,47,7041
Wyndol Gray,1948,TOT,25,BAA,no pos,13,3,7042
Jeff Grayer,1989,Milwaukee Bucks,23,NBA,SG,81,22,7043
Jeff Grayer,1990,Milwaukee Bucks,24,NBA,SF,548,107,7044
Jeff Grayer,1991,Milwaukee Bucks,25,NBA,SG,521,123,7045
Jeff Grayer,1992,Milwaukee Bucks,26,NBA,SG,739,150,7046
Jeff Grayer,1993,Golden State Warriors,27,NBA,SG,423,70,7047
Jeff Grayer,1994,Golden State Warriors,28,NBA,SG,455,62,7048
Jeff Grayer,1995,Philadelphia 76ers,29,NBA,SG,389,74,7049
Jeff Grayer,1997,Sacramento Kings,31,NBA,SG,91,25,7050
Jeff Grayer,1998,TOT,32,NBA,SG,10,2,7051
Bob Greacen,1970,Milwaukee Bucks,22,NBA,SF,106,27,7052
Bob Greacen,1971,Milwaukee Bucks,23,NBA,SF,5,13,7053
Bob Greacen,1972,Brooklyn Nets,24,ABA,SF,2,1,7054
A.C. Green,1986,Los Angeles Lakers,22,NBA,PF,521,54,7055
