name,year,team_name,age,lg_name,pos_name,PTS,AST,cid
Alaa Abdelnaby,1991,Portland Trail Blazers,22,NBA,PF,135,12,0
Alaa Abdelnaby,1992,Portland Trail Blazers,23,NBA,PF,432,30,1
Alaa Abdelnaby,1993,TOT,24,NBA,PF,578,27,2
Alaa Abdelnaby,1994,Boston Celtics,25,NBA,PF,64,3,3
Alaa Abdelnaby,1995,TOT,26,NBA,PF,256,13,4
Zaid Abdul-Aziz,1969,TOT,22,NBA,C,358,37,5
Zaid Abdul-Aziz,1970,Milwaukee Bucks,23,NBA,PF,593,62,6
Zaid Abdul-Aziz,1971,Oklahoma City Thunder,24,NBA,C,665,42,7
Zaid Abdul-Aziz,1972,Oklahoma City Thunder,25,NBA,C,798,124,8
Zaid Abdul-Aziz,1973,Houston Rockets,26,NBA,C,417,53,9
Zaid Abdul-Aziz,1974,Houston Rockets,27,NBA,C,865,166,10
Zaid Abdul-Aziz,1975,Houston Rockets,28,NBA,C,629,84,11
Zaid Abdul-Aziz,1976,Oklahoma City Thunder,29,NBA,C,86,16,12
Zaid Abdul-Aziz,1977,Los Angeles Clippers,30,NBA,C,83,7,13
Zaid Abdul-Aziz,1978,TOT,31,NBA,C,63,10,14
Kareem Abdul-Jabbar,1970,Milwaukee Bucks,22,NBA,C,2361,337,15
Kareem Abdul-Jabbar,1971,Milwaukee Bucks,23,NBA,C,2596,272,16
Kareem Abdul-Jabbar,1972,Milwaukee Bucks,24,NBA,C,2822,370,17
Kareem Abdul-Jabbar,1973,Milwaukee Bucks,25,NBA,C,2292,379,18
Kareem Abdul-Jabbar,1974,Milwaukee Bucks,26,NBA,C,2191,386,19
Kareem Abdul-Jabbar,1975,Milwaukee Bucks,27,NBA,C,1949,264,20
Kareem Abdul-Jabbar,1976,Los Angeles Lakers,28,NBA,C,2275,413,21
Kareem Abdul-Jabbar,1977,Los Angeles Lakers,29,NBA,C,2152,319,22
Kareem Abdul-Jabbar,1978,Los Angeles Lakers,30,NBA,C,1600,269,23
Kareem Abdul-Jabbar,1979,Los Angeles Lakers,31,NBA,C,1903,431,24
Kareem Abdul-Jabbar,1980,Los Angeles Lakers,32,NBA,C,2034,371,25
Kareem Abdul-Jabbar,1981,Los Angeles Lakers,33,NBA,C,2095,272,26
Kareem Abdul-Jabbar,1982,Los Angeles Lakers,34,NBA,C,1818,225,27
Kareem Abdul-Jabbar,1983,Los Angeles Lakers,35,NBA,C,1722,200,28
Kareem Abdul-Jabbar,1984,Los Angeles Lakers,36,NBA,C,1717,211,29
Kareem Abdul-Jabbar,1985,Los Angeles Lakers,37,NBA,C,1735,249,30
Kareem Abdul-Jabbar,1986,Los Angeles Lakers,38,NBA,C,1846,280,31
Kareem Abdul-Jabbar,1987,Los Angeles Lakers,39,NBA,C,1366,203,32
Kareem Abdul-Jabbar,1988,Los Angeles Lakers,40,NBA,C,1165,135,33
Kareem Abdul-Jabbar,1989,Los Angeles Lakers,41,NBA,C,748,74,34
Mahdi Abdul-Rahman,1965,Los Angeles Lakers,22,NBA,SG,280,140,35
Mahdi Abdul-Rahman,1966,Los Angeles Lakers,23,NBA,SG,1098,393,36
Mahdi Abdul-Rahman,1967,Los Angeles Lakers,24,NBA,PG,731,323,37
Mahdi Abdul-Rahman,1968,Oklahoma City Thunder,25,NBA,PG,1894,493,38
Mahdi Abdul-Rahman,1969,Atlanta Hawks,26,NBA,PG,898,474,39
Mahdi Abdul-Rahman,1970,Atlanta Hawks,27,NBA,PG,1253,561,40
Mahdi Abdul-Rahman,1971,Atlanta Hawks,28,NBA,PG,1349,514,41
Mahdi Abdul-Rahman,1972,Los Angeles Clippers,29,NBA,PG,1137,406,42
Mahdi Abdul-Rahman,1973,TOT,30,NBA,PG,261,129,43
Mahdi Abdul-Rahman,1974,Oklahoma City Thunder,31,NBA,PG,186,122,44
Mahmoud Abdul-Rauf,1991,Denver Nuggets,21,NBA,PG,942,206,45
Mahmoud Abdul-Rauf,1992,Denver Nuggets,22,NBA,PG,837,192,46
Mahmoud Abdul-Rauf,1993,Denver Nuggets,23,NBA,PG,1553,344,47
Mahmoud Abdul-Rauf,1994,Denver Nuggets,24,NBA,PG,1437,362,48
Mahmoud Abdul-Rauf,1995,Denver Nuggets,25,NBA,PG,1165,263,49
Mahmoud Abdul-Rauf,1996,Denver Nuggets,26,NBA,PG,1095,389,50
Mahmoud Abdul-Rauf,1997,Sacramento Kings,27,NBA,PG,1031,189,51
Mahmoud Abdul-Rauf,1998,Sacramento Kings,28,NBA,PG,227,58,52
Mahmoud Abdul-Rauf,2001,Memphis Grizzlies,31,NBA,PG,266,76,53
Tariq Abdul-Wahad,1998,Sacramento Kings,23,NBA,SG,376,51,54
Tariq Abdul-Wahad,1999,Sacramento Kings,24,NBA,SG,454,50,55
Tariq Abdul-Wahad,2000,TOT,25,NBA,SG,697,98,56
Tariq Abdul-Wahad,2001,Denver Nuggets,26,NBA,SG,111,22,57
Tariq Abdul-Wahad,2002,TOT,27,NBA,SG,135,24,58
Tariq Abdul-Wahad,2003,Dallas Mavericks,28,NBA,SG,57,21,59
Shareef Abdur-Rahim,1997,Memphis Grizzlies,20,NBA,PF,1494,175,60
Shareef Abdur-Rahim,1998,Memphis Grizzlies,21,NBA,SF,1829,213,61
Shareef Abdur-Rahim,1999,Memphis Grizzlies,22,NBA,SF,1152,172,62
Shareef Abdur-Rahim,2000,Memphis Grizzlies,23,NBA,SF,1663,271,63
Shareef Abdur-Rahim,2001,Memphis Grizzlies,24,NBA,SF,1663,250,64
Shareef Abdur-Rahim,2002,Atlanta Hawks,25,NBA,PF,1636,239,65
Shareef Abdur-Rahim,2003,Atlanta Hawks,26,NBA,PF,1608,242,66
Shareef Abdur-Rahim,2004,TOT,27,NBA,PF,1384,174,67
Shareef Abdur-Rahim,2005,Portland Trail Blazers,28,NBA,PF,909,111,68
Shareef Abdur-Rahim,2006,Sacramento Kings,29,NBA,PF,887,149,69
Shareef Abdur-Rahim,2007,Sacramento Kings,30,NBA,C,793,109,70
Shareef Abdur-Rahim,2008,Sacramento Kings,31,NBA,PF,10,4,71
Tom Abernethy,1977,Los Angeles Lakers,22,NBA,SF,439,98,72
Tom Abernethy,1978,Los Angeles Lakers,23,NBA,SF,493,101,73
Tom Abernethy,1979,Golden State Warriors,24,NBA,PF,422,79,74
Tom Abernethy,1980,Golden State Warriors,25,NBA,PF,362,87,75
Tom Abernethy,1981,TOT,26,NBA,SF,63,19,76
Forest Able,1957,Philadelphia 76ers,24,NBA,no pos,0,1,77
John Abramovic,1947,Pittsburgh Ironmen,27,BAA,no pos,527,35,78
John Abramovic,1948,TOT,28,BAA,no pos,6,2,79
Alex Acker,2006,Detroit Pistons,23,NBA,SG,9,4,80
Alex Acker,2009,TOT,26,NBA,SG,72,12,81
Don Ackerman,1954,New York Knicks,23,NBA,PG,43,23,82
Mark Acres,1988,Boston Celtics,25,NBA,C,287,42,83
Mark Acres,1989,Boston Celtics,26,NBA,C,137,19,84
Mark Acres,1990,Orlando Magic,27,NBA,C,362,67,85
Mark Acres,1991,Orlando Magic,28,NBA,C,285,25,86
Mark Acres,1992,Orlando Magic,29,NBA,C,208,22,87
Mark Acres,1993,TOT,30,NBA,C,64,5,88
Bud Acton,1968,Houston Rockets,26,NBA,SF,77,11,89
Quincy Acy,2013,Toronto Raptors,22,NBA,PF,116,11,90
Quincy Acy,2014,TOT,23,NBA,SF,171,28,91
Quincy Acy,2015,New York Knicks,24,NBA,PF,244,42,92
Alvan Adams,1976,Phoenix Suns,21,NBA,C,1519,450,93
Alvan Adams,1977,Phoenix Suns,22,NBA,C,1296,322,94
Alvan Adams,1978,Phoenix Suns,23,NBA,C,1082,225,95
Alvan Adams,1979,Phoenix Suns,24,NBA,C,1369,360,96
Alvan Adams,1980,Phoenix Suns,25,NBA,C,1118,322,97
Alvan Adams,1981,Phoenix Suns,26,NBA,C,1115,344,98
Alvan Adams,1982,Phoenix Suns,27,NBA,C,1196,356,99
Alvan Adams,1983,Phoenix Suns,28,NBA,C,1135,376,100
Alvan Adams,1984,Phoenix Suns,29,NBA,C,670,219,101
Alvan Adams,1985,Phoenix Suns,30,NBA,PF,1202,308,102
Alvan Adams,1986,Phoenix Suns,31,NBA,C,841,324,103
Alvan Adams,1987,Phoenix Suns,32,NBA,C,756,223,104
Alvan Adams,1988,Phoenix Suns,33,NBA,C,611,183,105
Don Adams,1971,Houston Rockets,23,NBA,SF,937,173,106
Don Adams,1972,TOT,24,NBA,SF,831,140,107
Don Adams,1973,TOT,25,NBA,SF,675,117,108
Don Adams,1974,Detroit Pistons,26,NBA,SF,759,141,109
Don Adams,1975,TOT,27,NBA,SF,400,129,110
Don Adams,1976,TOT,28,NBA,SF,435,161,111
Don Adams,1977,Los Angeles Clippers,29,NBA,SF,561,150,112
George Adams,1973,San Diego Sails,23,ABA,SF,373,64,113
George Adams,1974,San Diego Sails,24,ABA,SF,585,127,114
George Adams,1975,San Diego Sails,25,ABA,SF,694,126,115
Hassan Adams,2007,Brooklyn Nets,22,NBA,SG,174,13,116
Hassan Adams,2009,Toronto Raptors,24,NBA,SG,11,1,117
Jordan Adams,2015,Memphis Grizzlies,20,NBA,SG,33,7,118
Michael Adams,1986,Sacramento Kings,23,NBA,PG,40,22,119
Michael Adams,1987,Washington Wizards,24,NBA,PG,453,244,120
Michael Adams,1988,Denver Nuggets,25,NBA,PG,1137,503,121
Michael Adams,1989,Denver Nuggets,26,NBA,PG,1424,490,122
Michael Adams,1990,Denver Nuggets,27,NBA,PG,1221,495,123
Michael Adams,1991,Denver Nuggets,28,NBA,PG,1752,693,124
Michael Adams,1992,Washington Wizards,29,NBA,PG,1408,594,125
Michael Adams,1993,Washington Wizards,30,NBA,PG,1035,526,126
Michael Adams,1994,Washington Wizards,31,NBA,PG,849,480,127
Michael Adams,1995,Charlotte Hornets,32,NBA,PG,188,95,128
Michael Adams,1996,Charlotte Hornets,33,NBA,PG,114,67,129
Steven Adams,2014,Oklahoma City Thunder,20,NBA,C,265,43,130
Steven Adams,2015,Oklahoma City Thunder,21,NBA,C,348,43,131
Rafael Addison,1987,Phoenix Suns,22,NBA,SF,359,45,132
Rafael Addison,1992,Brooklyn Nets,27,NBA,SF,444,68,133
Rafael Addison,1993,Brooklyn Nets,28,NBA,SF,428,53,134
Rafael Addison,1995,Detroit Pistons,30,NBA,SF,656,109,135
Rafael Addison,1996,Charlotte Hornets,31,NBA,SF,171,30,136
Rafael Addison,1997,Charlotte Hornets,32,NBA,SF,128,34,137
Rick Adelman,1969,Houston Rockets,22,NBA,PG,485,238,138
Rick Adelman,1970,Houston Rockets,23,NBA,PG,260,113,139
Rick Adelman,1971,Portland Trail Blazers,24,NBA,PG,1023,380,140
Rick Adelman,1972,Portland Trail Blazers,25,NBA,PG,809,413,141
Rick Adelman,1973,Portland Trail Blazers,26,NBA,PG,501,294,142
Rick Adelman,1974,Chicago Bulls,27,NBA,PG,182,56,143
Rick Adelman,1975,TOT,28,NBA,PG,319,112,144
Jeff Adrien,2011,Golden State Warriors,24,NBA,PF,57,10,145
Jeff Adrien,2012,Houston Rockets,25,NBA,PF,21,1,146
Jeff Adrien,2013,Charlotte Hornets,26,NBA,PF,209,36,147
Jeff Adrien,2014,TOT,27,NBA,PF,362,38,148
Jeff Adrien,2015,Minnesota Timberwolves,28,NBA,PF,60,15,149
Arron Afflalo,2008,Detroit Pistons,22,NBA,SG,276,52,150
Arron Afflalo,2009,Detroit Pistons,23,NBA,SG,363,44,151
Arron Afflalo,2010,Denver Nuggets,24,NBA,SG,724,138,152
Arron Afflalo,2011,Denver Nuggets,25,NBA,SG,867,168,153
Arron Afflalo,2012,Denver Nuggets,26,NBA,SG,943,149,154
Arron Afflalo,2013,Orlando Magic,27,NBA,SF,1057,206,155
Arron Afflalo,2014,Orlando Magic,28,NBA,SG,1330,248,156
Arron Afflalo,2015,Denver Nuggets,29,NBA,SG,721,93,157
Maurice Ager,2007,Dallas Mavericks,22,NBA,SG,69,7,158
Maurice Ager,2008,TOT,23,NBA,SG,51,8,159
Maurice Ager,2009,Brooklyn Nets,24,NBA,SG,34,3,160
Maurice Ager,2011,Minnesota Timberwolves,26,NBA,SG,15,1,161
Mark Aguirre,1982,Dallas Mavericks,22,NBA,SF,955,164,162
Mark Aguirre,1983,Dallas Mavericks,23,NBA,SF,1979,332,163
Mark Aguirre,1984,Dallas Mavericks,24,NBA,SF,2330,358,164
Mark Aguirre,1985,Dallas Mavericks,25,NBA,SF,2055,249,165
Mark Aguirre,1986,Dallas Mavericks,26,NBA,SF,1670,339,166
Mark Aguirre,1987,Dallas Mavericks,27,NBA,SF,2056,254,167
Mark Aguirre,1988,Dallas Mavericks,28,NBA,SF,1932,278,168
Mark Aguirre,1989,TOT,29,NBA,SF,1511,278,169
Mark Aguirre,1990,Detroit Pistons,30,NBA,SF,1099,145,170
Mark Aguirre,1991,Detroit Pistons,31,NBA,SF,1104,139,171
Mark Aguirre,1992,Detroit Pistons,32,NBA,SF,851,126,172
Mark Aguirre,1993,Detroit Pistons,33,NBA,SF,503,105,173
Mark Aguirre,1994,Los Angeles Clippers,34,NBA,SF,413,104,174
Blake Ahearn,2008,Miami Heat,23,NBA,PG,70,19,175
Blake Ahearn,2009,San Antonio Spurs,24,NBA,PG,8,2,176
Blake Ahearn,2012,Utah Jazz,27,NBA,PG,10,1,177
Danny Ainge,1982,Boston Celtics,22,NBA,SG,219,87,178
Danny Ainge,1983,Boston Celtics,23,NBA,SG,791,251,179
Danny Ainge,1984,Boston Celtics,24,NBA,SG,384,162,180
Danny Ainge,1985,Boston Celtics,25,NBA,SG,971,399,181
Danny Ainge,1986,Boston Celtics,26,NBA,SG,855,405,182
Danny Ainge,1987,Boston Celtics,27,NBA,SG,1053,400,183
Danny Ainge,1988,Boston Celtics,28,NBA,SG,1270,503,184
Danny Ainge,1989,TOT,29,NBA,PG,1281,402,185
Danny Ainge,1990,Sacramento Kings,30,NBA,PG,1342,453,186
Danny Ainge,1991,Portland Trail Blazers,31,NBA,SG,890,285,187
Danny Ainge,1992,Portland Trail Blazers,32,NBA,SG,784,202,188
Danny Ainge,1993,Phoenix Suns,33,NBA,SG,947,260,189
Danny Ainge,1994,Phoenix Suns,34,NBA,SG,606,180,190
Danny Ainge,1995,Phoenix Suns,35,NBA,SG,571,210,191
Matthew Aitch,1968,Indiana Pacers,23,ABA,PF,252,18,192
Alexis Ajinca,2009,Charlotte Hornets,20,NBA,PF,70,3,193
Alexis Ajinca,2010,Charlotte Hornets,21,NBA,C,10,0,194
Alexis Ajinca,2011,TOT,22,NBA,C,143,10,195
Alexis Ajinca,2014,New Orleans Pelicans,25,NBA,C,328,40,196
Alexis Ajinca,2015,New Orleans Pelicans,26,NBA,C,181,12,197
Henry Akin,1967,New York Knicks,22,NBA,PF,192,25,198
Henry Akin,1968,Oklahoma City Thunder,23,NBA,C,112,14,199
Henry Akin,1969,Kentucky Colonels,24,ABA,PF,4,1,200
Josh Akognon,2013,Dallas Mavericks,26,NBA,PG,5,1,201
Solomon Alabi,2011,Toronto Raptors,22,NBA,C,6,2,202
Solomon Alabi,2012,Toronto Raptors,23,NBA,C,33,3,203
Mark Alarie,1987,Denver Nuggets,23,NBA,PF,503,74,204
Mark Alarie,1988,Washington Wizards,24,NBA,PF,327,39,205
Mark Alarie,1989,Washington Wizards,25,NBA,PF,498,63,206
Mark Alarie,1990,Washington Wizards,26,NBA,PF,860,142,207
Mark Alarie,1991,Washington Wizards,27,NBA,PF,244,45,208
Gary Alcorn,1960,Detroit Pistons,23,NBA,C,230,22,209
Gary Alcorn,1961,Los Angeles Lakers,24,NBA,C,31,2,210
Furkan Aldemir,2015,Philadelphia 76ers,23,NBA,PF,27,9,211
Cole Aldrich,2011,Oklahoma City Thunder,22,NBA,C,18,4,212
Cole Aldrich,2012,Oklahoma City Thunder,23,NBA,C,57,3,213
Cole Aldrich,2013,TOT,24,NBA,C,100,9,214
Cole Aldrich,2014,New York Knicks,25,NBA,C,92,14,215
Cole Aldrich,2015,New York Knicks,26,NBA,C,173,37,216
LaMarcus Aldridge,2007,Portland Trail Blazers,21,NBA,C,565,24,217
LaMarcus Aldridge,2008,Portland Trail Blazers,22,NBA,PF,1350,122,218
LaMarcus Aldridge,2009,Portland Trail Blazers,23,NBA,PF,1470,157,219
LaMarcus Aldridge,2010,Portland Trail Blazers,24,NBA,PF,1393,160,220
LaMarcus Aldridge,2011,Portland Trail Blazers,25,NBA,PF,1769,170,221
LaMarcus Aldridge,2012,Portland Trail Blazers,26,NBA,PF,1191,134,222
LaMarcus Aldridge,2013,Portland Trail Blazers,27,NBA,PF,1560,192,223
LaMarcus Aldridge,2014,Portland Trail Blazers,28,NBA,PF,1603,178,224
LaMarcus Aldridge,2015,Portland Trail Blazers,29,NBA,PF,1000,79,225
Chuck Aleksinas,1985,Golden State Warriors,25,NBA,C,377,36,226
Cory Alexander,1996,San Antonio Spurs,22,NBA,PG,168,121,227
Cory Alexander,1997,San Antonio Spurs,23,NBA,PG,577,254,228
Cory Alexander,1998,TOT,24,NBA,PG,488,209,229
Cory Alexander,1999,Denver Nuggets,25,NBA,PG,261,119,230
Cory Alexander,2000,Denver Nuggets,26,NBA,PG,82,58,231
Cory Alexander,2001,Orlando Magic,27,NBA,PG,52,36,232
Cory Alexander,2005,Charlotte Hornets,31,NBA,SG,49,37,233
Courtney Alexander,2001,TOT,23,NBA,PG,618,62,234
Courtney Alexander,2002,Washington Wizards,24,NBA,SG,549,86,235
Courtney Alexander,2003,New Orleans Pelicans,25,NBA,PG,523,79,236
Gary Alexander,1994,TOT,24,NBA,PF,19,2,237
Joe Alexander,2009,Milwaukee Bucks,22,NBA,SF,278,42,238
Joe Alexander,2010,Chicago Bulls,23,NBA,SF,4,2,239
Victor Alexander,1992,Golden State Warriors,22,NBA,C,589,32,240
Victor Alexander,1993,Golden State Warriors,23,NBA,C,809,93,241
Victor Alexander,1994,Golden State Warriors,24,NBA,C,602,66,242
Victor Alexander,1995,Golden State Warriors,25,NBA,C,502,60,243
Victor Alexander,2002,Detroit Pistons,32,NBA,C,40,6,244
Steve Alford,1988,Dallas Mavericks,23,NBA,PG,59,23,245
Steve Alford,1989,TOT,24,NBA,PG,366,92,246
Steve Alford,1990,Dallas Mavericks,25,NBA,PG,168,39,247
Steve Alford,1991,Dallas Mavericks,26,NBA,PG,151,22,248
Bill Allen,1968,Utah Stars,0,ABA,C,300,23,249
Bob Allen,1969,Golden State Warriors,22,NBA,PF,48,10,250
Jerome Allen,1996,Minnesota Timberwolves,23,NBA,SG,108,49,251
Jerome Allen,1997,TOT,24,NBA,SG,228,152,252
Lavoy Allen,2012,Philadelphia 76ers,22,NBA,PF,169,34,253
Lavoy Allen,2013,Philadelphia 76ers,23,NBA,C,455,73,254
Lavoy Allen,2014,TOT,24,NBA,PF,303,71,255
Lavoy Allen,2015,Indiana Pacers,25,NBA,PF,275,57,256
Lucius Allen,1970,Oklahoma City Thunder,22,NBA,PG,794,342,257
Lucius Allen,1971,Milwaukee Bucks,23,NBA,PG,433,161,258
Lucius Allen,1972,Milwaukee Bucks,24,NBA,PG,1080,333,259
Lucius Allen,1973,Milwaukee Bucks,25,NBA,PG,1237,426,260
Lucius Allen,1974,Milwaukee Bucks,26,NBA,PG,1268,374,261
Lucius Allen,1975,TOT,27,NBA,PG,1260,372,262
Lucius Allen,1976,Los Angeles Lakers,28,NBA,PG,1119,357,263
Lucius Allen,1977,Los Angeles Lakers,29,NBA,PG,1139,405,264
Lucius Allen,1978,Sacramento Kings,30,NBA,PG,920,360,265
Lucius Allen,1979,Sacramento Kings,31,NBA,PG,157,44,266
Malik Allen,2002,Miami Heat,23,NBA,PF,52,5,267
Malik Allen,2003,Miami Heat,24,NBA,PF,767,54,268
Malik Allen,2004,Miami Heat,25,NBA,PF,191,16,269
Malik Allen,2005,TOT,26,NBA,PF,194,18,270
Malik Allen,2006,Chicago Bulls,27,NBA,PF,266,20,271
Malik Allen,2007,Chicago Bulls,28,NBA,PF,242,16,272
Malik Allen,2008,TOT,29,NBA,PF,338,44,273
Malik Allen,2009,Milwaukee Bucks,30,NBA,PF,156,35,274
Malik Allen,2010,Denver Nuggets,31,NBA,PF,105,16,275
Malik Allen,2011,Orlando Magic,32,NBA,PF,23,4,276
Randy Allen,1989,Sacramento Kings,24,NBA,SG,17,0,277
Randy Allen,1990,Sacramento Kings,25,NBA,SG,235,23,278
Ray Allen,1997,Milwaukee Bucks,21,NBA,SG,1102,210,279
Ray Allen,1998,Milwaukee Bucks,22,NBA,SG,1602,356,280
Ray Allen,1999,Milwaukee Bucks,23,NBA,SG,856,178,281
Ray Allen,2000,Milwaukee Bucks,24,NBA,SG,1809,308,282
Ray Allen,2001,Milwaukee Bucks,25,NBA,SG,1806,374,283
Ray Allen,2002,Milwaukee Bucks,26,NBA,SG,1503,271,284
Ray Allen,2003,TOT,27,NBA,SG,1713,334,285
Ray Allen,2004,Oklahoma City Thunder,28,NBA,SG,1287,268,286
Ray Allen,2005,Oklahoma City Thunder,29,NBA,SG,1867,289,287
Ray Allen,2006,Oklahoma City Thunder,30,NBA,SG,1955,286,288
Ray Allen,2007,Oklahoma City Thunder,31,NBA,SG,1454,228,289
Ray Allen,2008,Boston Celtics,32,NBA,SG,1273,225,290
Ray Allen,2009,Boston Celtics,33,NBA,SG,1434,218,291
Ray Allen,2010,Boston Celtics,34,NBA,SG,1304,210,292
Ray Allen,2011,Boston Celtics,35,NBA,SG,1321,219,293
Ray Allen,2012,Boston Celtics,36,NBA,SG,655,109,294
Ray Allen,2013,Miami Heat,37,NBA,SG,863,135,295
Ray Allen,2014,Miami Heat,38,NBA,SG,701,143,296
Tony Allen,2005,Boston Celtics,23,NBA,SG,492,64,297
Tony Allen,2006,Boston Celtics,24,NBA,PG,369,67,298
Tony Allen,2007,Boston Celtics,25,NBA,SG,379,56,299
Tony Allen,2008,Boston Celtics,26,NBA,SG,494,114,300
Tony Allen,2009,Boston Celtics,27,NBA,SG,359,66,301
Tony Allen,2010,Boston Celtics,28,NBA,SG,330,72,302
Tony Allen,2011,Memphis Grizzlies,29,NBA,SG,643,104,303
Tony Allen,2012,Memphis Grizzlies,30,NBA,SG,568,79,304
Tony Allen,2013,Memphis Grizzlies,31,NBA,SG,705,98,305
Tony Allen,2014,Memphis Grizzlies,32,NBA,SG,495,94,306
Tony Allen,2015,Memphis Grizzlies,33,NBA,SG,323,59,307
Willie Allen,1972,The Floridians,22,ABA,PF,13,4,308
Odis Allison,1972,Golden State Warriors,22,NBA,SF,67,10,309
Lance Allred,2008,Cleveland Cavaliers,26,NBA,C,3,0,310
Darrell Allums,1981,Dallas Mavericks,22,NBA,PF,59,25,311
Morris Almond,2008,Utah Jazz,22,NBA,SG,13,3,312
Morris Almond,2009,Utah Jazz,23,NBA,SG,92,7,313
Morris Almond,2012,Washington Wizards,26,NBA,SG,14,2,314
Derrick Alston,1995,Philadelphia 76ers,22,NBA,C,299,33,315
Derrick Alston,1996,Philadelphia 76ers,23,NBA,C,452,61,316
Derrick Alston,1997,Atlanta Hawks,24,NBA,C,0,0,317
Rafer Alston,2000,Milwaukee Bucks,23,NBA,PG,60,70,318
Rafer Alston,2001,Milwaukee Bucks,24,NBA,PG,77,68,319
Rafer Alston,2002,Milwaukee Bucks,25,NBA,PG,177,143,320
Rafer Alston,2003,Toronto Raptors,26,NBA,PG,366,192,321
Rafer Alston,2004,Miami Heat,27,NBA,PG,838,372,322
Rafer Alston,2005,Toronto Raptors,28,NBA,PG,1136,514,323
Rafer Alston,2006,Houston Rockets,29,NBA,PG,761,425,324
Rafer Alston,2007,Houston Rockets,30,NBA,PG,1088,444,325
Rafer Alston,2008,Houston Rockets,31,NBA,PG,969,392,326
Rafer Alston,2009,TOT,32,NBA,PG,900,406,327
Rafer Alston,2010,TOT,33,NBA,PG,427,176,328
Peter Aluma,1999,Sacramento Kings,25,NBA,C,2,0,329
John Amaechi,1996,Cleveland Cavaliers,25,NBA,PF,77,9,330
John Amaechi,2000,Orlando Magic,29,NBA,C,836,95,331
John Amaechi,2001,Orlando Magic,30,NBA,C,650,74,332
John Amaechi,2002,Utah Jazz,31,NBA,PF,175,29,333
John Amaechi,2003,Utah Jazz,32,NBA,C,99,21,334
Ashraf Amaya,1996,Memphis Grizzlies,24,NBA,PF,339,33,335
Ashraf Amaya,1997,Washington Wizards,25,NBA,PF,40,3,336
Al-Farouq Aminu,2011,Los Angeles Clippers,20,NBA,SF,457,60,337
Al-Farouq Aminu,2012,New Orleans Pelicans,21,NBA,SF,399,66,338
Al-Farouq Aminu,2013,New Orleans Pelicans,22,NBA,SF,555,103,339
Al-Farouq Aminu,2014,New Orleans Pelicans,23,NBA,SF,572,114,340
Al-Farouq Aminu,2015,Dallas Mavericks,24,NBA,SF,216,29,341
Louis Amundson,2007,TOT,24,NBA,PF,16,1,342
Louis Amundson,2008,Philadelphia 76ers,25,NBA,PF,18,0,343
Louis Amundson,2009,Phoenix Suns,26,NBA,PF,321,28,344
Louis Amundson,2010,Phoenix Suns,27,NBA,PF,371,31,345
Louis Amundson,2011,Golden State Warriors,28,NBA,PF,200,17,346
Louis Amundson,2012,Indiana Pacers,29,NBA,PF,213,14,347
Louis Amundson,2013,TOT,30,NBA,PF,76,11,348
Louis Amundson,2014,TOT,31,NBA,PF,38,6,349
Louis Amundson,2015,TOT,32,NBA,PF,62,21,350
Bob Anderegg,1960,New York Knicks,22,NBA,SF,133,29,351
Chris Andersen,2002,Denver Nuggets,23,NBA,C,72,7,352
Chris Andersen,2003,Denver Nuggets,24,NBA,C,305,32,353
Chris Andersen,2004,Denver Nuggets,25,NBA,PF,243,35,354
Chris Andersen,2005,New Orleans Pelicans,26,NBA,C,513,71,355
Chris Andersen,2006,New Orleans Pelicans,27,NBA,C,161,6,356
Chris Andersen,2008,New Orleans Pelicans,29,NBA,C,6,0,357
Chris Andersen,2009,Denver Nuggets,30,NBA,C,452,31,358
Chris Andersen,2010,Denver Nuggets,31,NBA,PF,448,33,359
Chris Andersen,2011,Denver Nuggets,32,NBA,C,250,20,360
Chris Andersen,2012,Denver Nuggets,33,NBA,C,168,6,361
Chris Andersen,2013,Miami Heat,34,NBA,C,207,17,362
Chris Andersen,2014,Miami Heat,35,NBA,C,477,19,363
Chris Andersen,2015,Miami Heat,36,NBA,C,155,21,364
David Andersen,2010,Houston Rockets,29,NBA,C,367,44,365
David Andersen,2011,TOT,30,NBA,PF,134,13,366
Alan Anderson,2006,Charlotte Hornets,23,NBA,SF,207,32,367
Alan Anderson,2007,Charlotte Hornets,24,NBA,SG,98,21,368
Alan Anderson,2012,Toronto Raptors,29,NBA,SF,163,26,369
Alan Anderson,2013,Toronto Raptors,30,NBA,SF,693,103,370
Alan Anderson,2014,Brooklyn Nets,31,NBA,SF,564,81,371
Alan Anderson,2015,Brooklyn Nets,32,NBA,SG,288,49,372
Andrew Anderson,1968,Virginia Squires,22,ABA,PG,730,118,373
Andrew Anderson,1969,TOT,23,ABA,SG,344,45,374
Andrew Anderson,1970,TOT,24,ABA,SG,1007,164,375
Antonio Anderson,2010,Oklahoma City Thunder,24,NBA,SF,2,0,376
Cliff Anderson,1968,Los Angeles Lakers,23,NBA,SG,26,17,377
Cliff Anderson,1969,Los Angeles Lakers,24,NBA,SG,135,31,378
Cliff Anderson,1970,Denver Nuggets,25,ABA,SG,6,4,379
Cliff Anderson,1971,TOT,26,NBA,SG,86,20,380
Dan Anderson,1968,Brooklyn Nets,24,ABA,C,1149,92,381
Dan Anderson,1969,TOT,25,ABA,C,558,66,382
Dan Anderson,1975,Portland Trail Blazers,24,NBA,SG,120,81,383
Dan Anderson,1976,Portland Trail Blazers,25,NBA,PG,227,85,384
