breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,name,year,team_name,age,lg_name,pos_name,index,x,y
lg_name,NBA,PTS,0.920724191,0.195870882,Attribution,Point,0.1803430589999999,239,314677,*,*,*,*,*,SG,190,-59.47839,-16.17877
year,-1,AST,0.5105371679999999,0.195870882,Trend,Shape,0.099999365,327,314677,*,*,*,*,*,SG,191,34.18325,20.1977
age,24,AST,0.8518943179999999,0.195870882,Top1,Point,0.166861291,384,314677,*,*,*,*,*,SG,192,-17.510681,61.96518
year,1967,AST,1.0,0.195870882,Change Point,Shape,0.195870882,435,314677,*,*,*,*,*,SG,193,34.183258,20.197702
year,1971,AST,0.937083825,0.195870882,Outlier,Shape,0.183547435,477,314677,*,*,*,*,*,SG,194,34.183258,20.1977
lg_name,NBA,AST,0.923017377,0.195870882,Attribution,Point,0.180792227,539,314677,*,*,*,*,*,SG,195,-17.544022,61.950706
team_name,-1,PTS;AST,0.772192112,0.195870882,Clustering,Compound Shape,0.109012057,567,314677,*,*,*,*,*,SG,196,-31.55929,53.929783
name,-1,PTS;AST,0.835303948,0.195870882,Clustering,Compound Shape,0.17370123,578,314677,*,*,*,*,*,SG,197,-31.421354,54.55737
year,-1,PTS;AST,0.8214040690000001,0.195870882,Clustering,Compound Shape,0.144315509,580,314677,*,*,*,*,*,SG,198,34.367126,10.076967
team_name,-1,PTS;AST,0.989582472,0.195870882,Cross Measure Correlation,Compound,0.193830391,615,314677,*,*,*,*,*,SG,199,-31.560694,53.928562
year,-1,PTS;AST,0.968692856,0.195870882,Cross Measure Correlation,Compound,0.189738724,619,314677,*,*,*,*,*,SG,200,34.367126,10.076967
age,-1,PTS;AST,0.998621462,0.195870882,Cross Measure Correlation,Compound,0.195600866,627,314677,*,*,*,*,*,SG,201,-31.356533,54.685883
name,-1,PTS;AST,0.881758706,0.195870882,Cross Measure Correlation,Compound,0.172710855,638,314677,*,*,*,*,*,SG,202,-31.420448,54.55746
year,-1,PTS,0.855355575,0.1696943689999999,Trend,Shape,0.145149025,28,492966,*,*,*,*,NBA,PG,203,-48.25297,34.777664
age,25,PTS,0.863513581,0.1696943689999999,Top1,Point,0.1465333919999999,83,492966,*,*,*,*,NBA,PG,204,11.777636,46.688053
year,1967,PTS,1.0,0.1696943689999999,Change Point,Shape,0.1696943689999999,146,492966,*,*,*,*,NBA,PG,205,-48.252724,34.77611
year,2014,PTS,0.943794182,0.1696943689999999,Outlier,Shape,0.160156558,166,492966,*,*,*,*,NBA,PG,206,-48.252674,34.776054
year,-1,AST,0.795147685,0.1696943689999999,Trend,Shape,0.134932085,346,492966,*,*,*,*,NBA,PG,207,60.870026,-2.757534
name,John Stockton,AST,0.385578707,0.1696943689999999,Top1,Point,0.065430535,359,492966,*,*,*,*,NBA,PG,208,24.939335,52.91738
age,25,AST,0.8152572929999999,0.1696943689999999,Top1,Point,0.138344572,373,492966,*,*,*,*,NBA,PG,209,24.948732,52.973007
year,1968,AST,1.0,0.1696943689999999,Change Point,Shape,0.1696943689999999,446,492966,*,*,*,*,NBA,PG,210,60.870045,-2.7575166
year,1991,AST,0.901967451,0.1696943689999999,Outlier,Shape,0.153058797,484,492966,*,*,*,*,NBA,PG,211,60.870045,-2.7575166
year,-1,PTS;AST,0.7272522770000001,0.1696943689999999,Clustering,Compound Shape,0.09255883,565,492966,*,*,*,*,NBA,PG,212,53.01286,-2.6988466
team_name,-1,PTS;AST,0.663028485,0.1696943689999999,Clustering,Compound Shape,0.092619179,573,492966,*,*,*,*,NBA,PG,213,21.14043,47.913612
name,-1,PTS;AST,0.7943350259999999,0.1696943689999999,Clustering,Compound Shape,0.146499414,588,492966,*,*,*,*,NBA,PG,214,21.529015,48.436554
year,-1,PTS;AST,0.933646613,0.1696943689999999,Cross Measure Correlation,Compound,0.158434573,604,492966,*,*,*,*,NBA,PG,215,53.01286,-2.6988466
name,-1,PTS;AST,0.875630672,0.1696943689999999,Cross Measure Correlation,Compound,0.148589594,605,492966,*,*,*,*,NBA,PG,216,21.529015,48.436554
team_name,-1,PTS;AST,0.96914114,0.1696943689999999,Cross Measure Correlation,Compound,0.164457794,622,492966,*,*,*,*,NBA,PG,217,21.14043,47.913612
age,-1,PTS;AST,0.997882172,0.1696943689999999,Cross Measure Correlation,Compound,0.169334985,624,492966,*,*,*,*,NBA,PG,218,21.610579,48.57286
year,-1,PTS,0.423701745,0.093167406,Trend,Shape,0.039475192,29,215455,*,*,*,25,NBA,*,219,-34.186436,-50.878296
year,1967,PTS,1.0,0.093167406,Change Point,Shape,0.093167406,138,215455,*,*,*,25,NBA,*,220,-34.18679,-50.87829
year,1989,PTS,0.957322741,0.093167406,Outlier,Shape,0.089191276,163,215455,*,*,*,25,NBA,*,221,-34.18773,-50.877754
year,-1,AST,0.346419243,0.093167406,Trend,Shape,0.032274982,345,215455,*,*,*,25,NBA,*,222,1.7915199,-62.857117
pos_name,PG,AST,0.998068861,0.093167406,Top1,Point,0.092987487,396,215455,*,*,*,25,NBA,*,223,4.1702824,71.210045
year,1967,AST,1.0,0.093167406,Change Point,Shape,0.093167406,438,215455,*,*,*,25,NBA,*,224,1.7914852,-62.866016
year,1981,AST,0.969838325,0.093167406,Outlier,Shape,0.0903573209999999,495,215455,*,*,*,25,NBA,*,225,1.7915918,-62.859535
pos_name,PG,AST,0.348370407,0.093167406,Attribution,Point,0.032456767,509,215455,*,*,*,25,NBA,*,226,4.1702824,71.210045
name,-1,PTS;AST,0.622886732,0.093167406,Clustering,Compound Shape,0.07413759,552,215455,*,*,*,25,NBA,*,227,5.6614633,74.113075
year,-1,PTS,0.7732160570000001,0.182663424,Trend,Shape,0.141238293,30,492965,*,*,*,*,NBA,SG,228,-48.729023,32.54764
age,24,PTS,0.8487800990000001,0.182663424,Top1,Point,0.15504108,89,492965,*,*,*,*,NBA,SG,229,11.444877,46.11856
year,1968,PTS,1.0,0.182663424,Change Point,Shape,0.182663424,126,492965,*,*,*,*,NBA,SG,230,-48.729027,32.54764
year,2008,PTS,0.924435641,0.182663424,Outlier,Shape,0.16886058,184,492965,*,*,*,*,NBA,SG,231,-48.729023,32.54764
year,-1,AST,0.668699512,0.182663424,Trend,Shape,0.122146943,348,492965,*,*,*,*,NBA,SG,232,60.830383,-1.3953193
age,24,AST,0.830122626,0.182663424,Top1,Point,0.151633042,387,492965,*,*,*,*,NBA,SG,233,25.88619,53.276264
year,1968,AST,1.0,0.182663424,Change Point,Shape,0.182663424,426,492965,*,*,*,*,NBA,SG,234,60.830387,-1.3953192
year,2008,AST,0.894754312,0.182663424,Outlier,Shape,0.163438887,496,492965,*,*,*,*,NBA,SG,235,60.830383,-1.3953193
year,-1,PTS;AST,0.8065300679999999,0.182663424,Clustering,Compound Shape,0.124862883,590,492965,*,*,*,*,NBA,SG,236,52.672077,-1.9292856
name,-1,PTS;AST,0.839326591,0.182663424,Clustering,Compound Shape,0.162038055,593,492965,*,*,*,*,NBA,SG,237,23.287132,46.232853
team_name,-1,PTS;AST,0.754795778,0.182663424,Clustering,Compound Shape,0.099380695,598,492965,*,*,*,*,NBA,SG,238,23.119904,45.57933
name,-1,PTS;AST,0.882362491,0.182663424,Cross Measure Correlation,Compound,0.161175354,612,492965,*,*,*,*,NBA,SG,239,23.287134,46.232853
age,-1,PTS;AST,0.998351023,0.182663424,Cross Measure Correlation,Compound,0.182362217,617,492965,*,*,*,*,NBA,SG,240,23.448204,46.329357
year,-1,PTS;AST,0.968173702,0.182663424,Cross Measure Correlation,Compound,0.176849924,620,492965,*,*,*,*,NBA,SG,241,52.672077,-1.9292856
team_name,-1,PTS;AST,0.984645099,0.182663424,Cross Measure Correlation,Compound,0.179858646,641,492965,*,*,*,*,NBA,SG,242,23.120192,45.580418
year,-1,PTS,0.7809783840000001,0.920421494,Trend,Shape,0.7188292909999999,31,156899,*,*,*,*,NBA,*,243,-10.922169,-33.988094
pos_name,SG,PTS,0.059955949,0.920421494,Top1,Point,0.055184744,81,156899,*,*,*,*,NBA,*,244,10.125688,-32.068867
age,24,PTS,0.939597401,0.920421494,Top1,Point,0.8648256440000001,93,156899,*,*,*,*,NBA,*,245,10.846155,-27.800247
year,1968,PTS,1.0,0.920421494,Change Point,Shape,0.920421494,147,156899,*,*,*,*,NBA,*,246,-10.922155,-33.988094
year,2014,PTS,0.8799063909999999,0.920421494,Outlier,Shape,0.809884755,197,156899,*,*,*,*,NBA,*,247,-10.927278,-33.985443
team_name,TOT,PTS,0.077718114,0.920421494,Attribution,Point,0.071533423,222,156899,*,*,*,*,NBA,*,248,13.658185,-29.948503
year,2014,PTS,0.0557009179999999,0.920421494,Attribution,Point,0.051268322,223,156899,*,*,*,*,NBA,*,249,-10.927307,-33.98544
pos_name,SG,PTS,0.174042952,0.920421494,Attribution,Point,0.160192874,228,156899,*,*,*,*,NBA,*,250,10.77082,-31.673418
age,24,PTS,0.096055144,0.920421494,Attribution,Point,0.08841122,230,156899,*,*,*,*,NBA,*,251,10.505478,-28.502985
name,Kareem Abdul-Jabbar,PTS,0.048950086,0.920421494,Attribution,Point,0.045054712,242,156899,*,*,*,*,NBA,*,252,7.3031907,-29.305199
pos_name,SG;SF,PTS,0.961640711,0.36279979,Correlation,Compound Shape,0.348883048,250,156899,*,*,*,*,NBA,*,253,10.15718,-31.185612
pos_name,C;SF,PTS,0.966900025,0.361178658,Correlation,Compound Shape,0.349223654,251,156899,*,*,*,*,NBA,*,254,9.901118,-30.484999
pos_name,C;SG,PTS,0.962005549,0.363705717,Correlation,Compound Shape,0.349886918,253,156899,*,*,*,*,NBA,*,255,8.746487,-31.567272
age,22;*,PTS,0.797998113,0.920421494,Correlation,Compound Shape,0.734494616,256,156899,*,*,*,*,NBA,*,256,9.134232,-28.786388
team_name,TOT;*,PTS,0.693385357,0.920421494,Correlation,Compound Shape,0.638206787,257,156899,*,*,*,*,NBA,*,257,13.658233,-29.948414
pos_name,PF;SG,PTS,0.964506256,0.368759834,Correlation,Compound Shape,0.355671167,258,156899,*,*,*,*,NBA,*,258,10.587922,-30.373074
age,29;*,PTS,0.7812912240000001,0.920421494,Correlation,Compound Shape,0.719117236,261,156899,*,*,*,*,NBA,*,259,8.491306,-28.66514
age,31;*,PTS,0.726149378,0.920421494,Correlation,Compound Shape,0.668363495,262,156899,*,*,*,*,NBA,*,260,9.3744755,-28.067806
age,28;*,PTS,0.831048595,0.920421494,Correlation,Compound Shape,0.76491499,264,156899,*,*,*,*,NBA,*,261,8.862341,-26.70637
age,26;*,PTS,0.81634842,0.920421494,Correlation,Compound Shape,0.751384633,266,156899,*,*,*,*,NBA,*,262,9.739947,-26.62205
age,25;*,PTS,0.822565678,0.920421494,Correlation,Compound Shape,0.7571071309999999,269,156899,*,*,*,*,NBA,*,263,9.40965,-27.304323
age,30;*,PTS,0.793736346,0.920421494,Correlation,Compound Shape,0.730571993,273,156899,*,*,*,*,NBA,*,264,9.827327,-28.662357
age,23;*,PTS,0.815507395,0.920421494,Correlation,Compound Shape,0.750610535,274,156899,*,*,*,*,NBA,*,265,10.017823,-27.739826
age,32;*,PTS,0.760553514,0.920421494,Correlation,Compound Shape,0.700029802,275,156899,*,*,*,*,NBA,*,266,8.029898,-28.013422
pos_name,C;*,PTS,0.960370901,0.920421494,Correlation,Compound Shape,0.88394602,277,156899,*,*,*,*,NBA,*,267,9.290881,-30.543959
pos_name,PF;*,PTS,0.977814571,0.920421494,Correlation,Compound Shape,0.9000015490000001,280,156899,*,*,*,*,NBA,*,268,9.535236,-31.30546
pos_name,PG;*,PTS,0.973031538,0.920421494,Correlation,Compound Shape,0.895599142,281,156899,*,*,*,*,NBA,*,269,10.996936,-30.928514
pos_name,SG;*,PTS,0.984292299,0.920421494,Correlation,Compound Shape,0.905963788,283,156899,*,*,*,*,NBA,*,270,9.379046,-32.0516
age,24;*,PTS,0.8366538440000001,0.920421494,Correlation,Compound Shape,0.7700741809999999,284,156899,*,*,*,*,NBA,*,271,8.217424,-27.211716
age,33;*,PTS,0.698008078,0.920421494,Correlation,Compound Shape,0.642461638,286,156899,*,*,*,*,NBA,*,272,10.459516,-27.033348
pos_name,SF;*,PTS,0.974079387,0.920421494,Correlation,Compound Shape,0.896563605,292,156899,*,*,*,*,NBA,*,273,8.67881,-30.837677
age,27;*,PTS,0.826084571,0.920421494,Correlation,Compound Shape,0.760345995,296,156899,*,*,*,*,NBA,*,274,8.795457,-27.77314
year,-1,AST,0.725291858,0.920421494,Trend,Shape,0.667574216,331,156899,*,*,*,*,NBA,*,275,-9.148492,-31.529701
age,25,AST,0.939441948,0.920421494,Top1,Point,0.864682562,392,156899,*,*,*,*,NBA,*,276,-1.5785534,-24.888927
pos_name,PG,AST,0.991840364,0.920421494,Top1,Point,0.91291119,397,156899,*,*,*,*,NBA,*,277,-1.0753622,-24.704702
year,1968,AST,1.0,0.920421494,Change Point,Shape,0.920421494,447,156899,*,*,*,*,NBA,*,278,-9.148493,-31.5297
year,1990,AST,0.8588969240000001,0.920421494,Outlier,Shape,0.79054719,497,156899,*,*,*,*,NBA,*,279,-9.332861,-31.492462
team_name,TOT,AST,0.078684779,0.920421494,Attribution,Point,0.072423162,515,156899,*,*,*,*,NBA,*,280,-1.1039515,-24.160772
name,John Stockton,AST,0.0499292859999999,0.920421494,Attribution,Point,0.0459559879999999,519,156899,*,*,*,*,NBA,*,281,-1.4502028,-24.197964
year,1990,AST,0.0555665859999999,0.920421494,Attribution,Point,0.051144681,540,156899,*,*,*,*,NBA,*,282,-9.330315,-31.49242
age,25,AST,0.094632058,0.920421494,Attribution,Point,0.08710138,544,156899,*,*,*,*,NBA,*,283,-1.7311413,-24.514963
pos_name,PG,AST,0.330315877,0.920421494,Attribution,Point,0.304029834,546,156899,*,*,*,*,NBA,*,284,-1.1512071,-24.93132
year,-1,PTS;AST,0.824212267,0.920421494,Clustering,Compound Shape,0.637308277,586,156899,*,*,*,*,NBA,*,285,-9.298024,-32.645084
name,-1,PTS;AST,0.8248819540000001,0.920421494,Clustering,Compound Shape,0.828401823,594,156899,*,*,*,*,NBA,*,286,0.9488592,-24.530369
team_name,-1,PTS;AST,0.803762526,0.920421494,Clustering,Compound Shape,0.546904286,597,156899,*,*,*,*,NBA,*,287,0.91433924,-24.082436
name,-1,PTS;AST,0.651964317,0.920421494,Cross Measure Correlation,Compound,0.600081971,632,156899,*,*,*,*,NBA,*,288,0.9488594,-24.530369
year,-1,PTS;AST,0.985595264,0.920421494,Cross Measure Correlation,Compound,0.907163066,643,156899,*,*,*,*,NBA,*,289,-9.297938,-32.64817
team_name,-1,PTS;AST,0.997012547,0.920421494,Cross Measure Correlation,Compound,0.917671778,646,156899,*,*,*,*,NBA,*,290,0.9141291,-24.082434
age,-1,PTS;AST,0.997035633,0.920421494,Cross Measure Correlation,Compound,0.917693027,647,156899,*,*,*,*,NBA,*,291,0.73519,-24.502687
year,-1,PTS,0.413681945,0.072331092,Trend,Shape,0.029922067,32,58088,*,*,*,28,*,*,292,-17.794937,34.486595
team_name,TOT,PTS,0.633334929,0.072331092,Top1,Point,0.045809807,90,58088,*,*,*,28,*,*,293,64.47065,18.094065
year,1968,PTS,1.0,0.072331092,Change Point,Shape,0.072331092,111,58088,*,*,*,28,*,*,294,-17.79494,34.486603
year,1992,PTS,0.975267763,0.072331092,Outlier,Shape,0.070542183,182,58088,*,*,*,28,*,*,295,-17.794947,34.487194
lg_name,NBA,PTS,0.923948224,0.072331092,Attribution,Point,0.066830184,213,58088,*,*,*,28,*,*,296,64.556694,18.163797
year,-1,AST,0.398178486,0.072331092,Trend,Shape,0.028800685,332,58088,*,*,*,28,*,*,297,-63.535545,14.07368
pos_name,PG,AST,0.985799448,0.072331092,Top1,Point,0.0713039509999999,370,58088,*,*,*,28,*,*,298,30.57589,-46.992725
year,1968,AST,1.0,0.072331092,Change Point,Shape,0.072331092,411,58088,*,*,*,28,*,*,299,-63.540882,14.07342
year,1991,AST,0.981087877,0.072331092,Outlier,Shape,0.070963158,482,58088,*,*,*,28,*,*,300,-63.540726,14.073377
lg_name,NBA,AST,0.92678932,0.072331092,Attribution,Point,0.067035684,528,58088,*,*,*,28,*,*,301,30.574158,-47.060333
year,-1,PTS,0.5396693610000001,0.1927716589999999,Trend,Shape,0.104032958,33,314679,*,*,*,*,*,SF,302,34.959595,-12.918931
age,24,PTS,0.754186302,0.1927716589999999,Top1,Point,0.145385745,66,314679,*,*,*,*,*,SF,303,-60.228584,-15.870508
year,1967,PTS,1.0,0.1927716589999999,Change Point,Shape,0.1927716589999999,127,314679,*,*,*,*,*,SF,304,34.96035,-12.918834
year,1974,PTS,0.8901355940000001,0.1927716589999999,Outlier,Shape,0.171592915,183,314679,*,*,*,*,*,SF,305,34.959614,-12.919056
lg_name,NBA,PTS,0.922948866,0.1927716589999999,Attribution,Point,0.1779183839999999,227,314679,*,*,*,*,*,SF,306,-60.333702,-15.937678
year,-1,AST,0.56054019,0.1927716589999999,Trend,Shape,0.1080562619999999,333,314679,*,*,*,*,*,SF,307,31.437592,19.558956
age,24,AST,0.709749112,0.1927716589999999,Top1,Point,0.136819514,399,314679,*,*,*,*,*,SF,308,-16.772682,61.460327
year,1967,AST,1.0,0.1927716589999999,Change Point,Shape,0.1927716589999999,427,314679,*,*,*,*,*,SF,309,31.438034,19.559622
year,2000,AST,0.89395377,0.1927716589999999,Outlier,Shape,0.172328951,483,314679,*,*,*,*,*,SF,310,31.43759,19.558956
lg_name,NBA,AST,0.926071008,0.1927716589999999,Attribution,Point,0.178520244,527,314679,*,*,*,*,*,SF,311,-16.803053,61.4349
team_name,-1,PTS;AST,0.8117306479999999,0.1927716589999999,Clustering,Compound Shape,0.122051072,563,314679,*,*,*,*,*,SF,312,-29.656548,51.409138
year,-1,PTS;AST,0.8371995740000001,0.1927716589999999,Clustering,Compound Shape,0.142157603,570,314679,*,*,*,*,*,SF,313,35.112762,9.662987
name,-1,PTS;AST,0.795461835,0.1927716589999999,Clustering,Compound Shape,0.167055358,579,314679,*,*,*,*,*,SF,314,-29.603657,52.072906
name,-1,PTS;AST,0.864300176,0.1927716589999999,Cross Measure Correlation,Compound,0.166612579,621,314679,*,*,*,*,*,SF,315,-29.603657,52.072906
team_name,-1,PTS;AST,0.97819746,0.1927716589999999,Cross Measure Correlation,Compound,0.1885687469999999,628,314679,*,*,*,*,*,SF,316,-29.656292,51.409092
age,-1,PTS;AST,0.995243543,0.1927716589999999,Cross Measure Correlation,Compound,0.191854749,635,314679,*,*,*,*,*,SF,317,-29.440285,52.162796
year,-1,PTS;AST,0.970293788,0.1927716589999999,Cross Measure Correlation,Compound,0.187045143,649,314679,*,*,*,*,*,SF,318,35.112762,9.662987
year,-1,PTS,0.8264091509999999,0.18609641,Trend,Shape,0.153791776,34,492963,*,*,*,*,NBA,PF,319,-49.216183,33.859547
name,Karl Malone,PTS,0.248438748,0.18609641,Top1,Point,0.046233559,77,492963,*,*,*,*,NBA,PF,320,12.331118,46.394794
age,24,PTS,0.8091190070000001,0.18609641,Top1,Point,0.150574142,87,492963,*,*,*,*,NBA,PF,321,12.285827,46.448368
year,1967,PTS,1.0,0.18609641,Change Point,Shape,0.18609641,142,492963,*,*,*,*,NBA,PF,322,-49.216187,33.859547
year,2014,PTS,0.936590413,0.18609641,Outlier,Shape,0.174296113,176,492963,*,*,*,*,NBA,PF,323,-49.216187,33.859547
year,-1,AST,0.733446308,0.18609641,Trend,Shape,0.136491725,349,492963,*,*,*,*,NBA,PF,324,62.229588,-1.1780025
age,24,AST,0.794079271,0.18609641,Top1,Point,0.147775301,398,492963,*,*,*,*,NBA,PF,325,25.590597,53.44043
year,1968,AST,1.0,0.18609641,Change Point,Shape,0.18609641,442,492963,*,*,*,*,NBA,PF,326,62.229588,-1.1780025
year,1993,AST,0.940238618,0.18609641,Outlier,Shape,0.174975031,480,492963,*,*,*,*,NBA,PF,327,62.229584,-1.1780026
year,-1,PTS;AST,0.761941091,0.18609641,Clustering,Compound Shape,0.120240996,564,492963,*,*,*,*,NBA,PF,328,51.679653,-2.8491523
name,-1,PTS;AST,0.8044906629999999,0.18609641,Clustering,Compound Shape,0.16001257,577,492963,*,*,*,*,NBA,PF,329,18.186127,46.3506
team_name,-1,PTS;AST,0.607941934,0.18609641,Clustering,Compound Shape,0.096445708,595,492963,*,*,*,*,NBA,PF,330,18.013796,45.70684
year,-1,PTS;AST,0.946247899,0.18609641,Cross Measure Correlation,Compound,0.176093337,609,492963,*,*,*,*,NBA,PF,331,51.679653,-2.8491523
name,-1,PTS;AST,0.859747455,0.18609641,Cross Measure Correlation,Compound,0.159995915,610,492963,*,*,*,*,NBA,PF,332,18.185844,46.350647
age,-1,PTS;AST,0.993867238,0.18609641,Cross Measure Correlation,Compound,0.184955125,630,492963,*,*,*,*,NBA,PF,333,18.096735,46.482433
team_name,-1,PTS;AST,0.980316442,0.18609641,Cross Measure Correlation,Compound,0.18243337,636,492963,*,*,*,*,NBA,PF,334,18.013796,45.70684
year,-1,PTS,0.689652059,0.179468841,Trend,Shape,0.1237710559999999,35,314678,*,*,*,*,*,PG,335,33.545113,-12.203782
age,25,PTS,0.89500809,0.179468841,Top1,Point,0.160626065,94,314678,*,*,*,*,*,PG,336,-58.81572,-16.662048
year,1967,PTS,1.0,0.179468841,Change Point,Shape,0.179468841,133,314678,*,*,*,*,*,PG,337,33.544807,-12.204214
year,2014,PTS,0.914503616,0.179468841,Outlier,Shape,0.164124904,175,314678,*,*,*,*,*,PG,338,33.544643,-12.203644
lg_name,NBA,PTS,0.924730689,0.179468841,Attribution,Point,0.165960345,225,314678,*,*,*,*,*,PG,339,-58.833588,-16.70887
year,-1,AST,0.766566119,0.179468841,Trend,Shape,0.137574733,335,314678,*,*,*,*,*,PG,340,32.384396,18.297274
age,25,AST,0.8364859459999999,0.179468841,Top1,Point,0.150123163,382,314678,*,*,*,*,*,PG,341,-16.32364,60.69125
year,1967,AST,1.0,0.179468841,Change Point,Shape,0.179468841,433,314678,*,*,*,*,*,PG,342,32.384453,18.297274
year,1991,AST,0.890692825,0.179468841,Outlier,Shape,0.159851609,475,314678,*,*,*,*,*,PG,343,32.383842,18.297274
lg_name,NBA,AST,0.932924375,0.179468841,Attribution,Point,0.167430856,525,314678,*,*,*,*,*,PG,344,-16.339485,60.663876
year,-1,PTS;AST,0.7248608040000001,0.179468841,Clustering,Compound Shape,0.0962569369999999,568,314678,*,*,*,*,*,PG,345,34.542686,10.886949
team_name,-1,PTS;AST,0.7571605029999999,0.179468841,Clustering,Compound Shape,0.109680299,575,314678,*,*,*,*,*,PG,346,-34.715904,50.26722
name,-1,PTS;AST,0.7921464140000001,0.179468841,Clustering,Compound Shape,0.155017312,591,314678,*,*,*,*,*,PG,347,-35.07644,50.845993
team_name,-1,PTS;AST,0.978195825,0.179468841,Cross Measure Correlation,Compound,0.175555671,607,314678,*,*,*,*,*,PG,348,-34.715904,50.26722
name,-1,PTS;AST,0.869684811,0.179468841,Cross Measure Correlation,Compound,0.156081325,608,314678,*,*,*,*,*,PG,349,-35.07643,50.845997
age,-1,PTS;AST,0.997037658,0.179468841,Cross Measure Correlation,Compound,0.178937193,616,314678,*,*,*,*,*,PG,350,-35.239937,50.878296
year,-1,PTS;AST,0.8988247420000001,0.179468841,Cross Measure Correlation,Compound,0.161311035,626,314678,*,*,*,*,*,PG,351,34.542686,10.886949
year,-1,PTS,0.460491496,0.054927764,Trend,Shape,0.0252937679999999,36,58090,*,*,*,30,*,*,352,-12.831455,38.3662
team_name,TOT,PTS,0.993128209,0.054927764,Top1,Point,0.054550312,92,58090,*,*,*,30,*,*,353,63.25023,17.574411
year,1958,PTS,1.0,0.054927764,Change Point,Shape,0.054927764,117,58090,*,*,*,30,*,*,354,-12.83146,38.366585
year,1990,PTS,0.974669078,0.054927764,Outlier,Shape,0.053536393,165,58090,*,*,*,30,*,*,355,-12.831426,38.367344
lg_name,NBA,PTS,0.932663023,0.054927764,Attribution,Point,0.051229095,238,58090,*,*,*,30,*,*,356,63.348816,17.680567
year,-1,AST,0.4373829379999999,0.054927764,Trend,Shape,0.024024467,317,58090,*,*,*,30,*,*,357,-63.32955,11.703769
pos_name,PG,AST,0.99011526,0.054927764,Top1,Point,0.054384818,356,58090,*,*,*,30,*,*,358,35.502632,-49.956318
team_name,TOT,AST,0.995207622,0.054927764,Top1,Point,0.05466453,360,58090,*,*,*,30,*,*,359,35.534645,-49.97503
year,1968,AST,1.0,0.054927764,Change Point,Shape,0.054927764,417,58090,*,*,*,30,*,*,360,-63.329575,11.703794
year,1996,AST,0.981064543,0.054927764,Outlier,Shape,0.053887682,467,58090,*,*,*,30,*,*,361,-63.328865,11.703492
lg_name,NBA,AST,0.935753731,0.054927764,Attribution,Point,0.05139886,518,58090,*,*,*,30,*,*,362,35.4613,-49.965134
year,-1,PTS,0.339409519,0.0843942209999999,Trend,Shape,0.028644202,37,58087,*,*,*,27,*,*,363,-10.797793,36.28945
team_name,TOT,PTS,0.865364219,0.0843942209999999,Top1,Point,0.073031739,82,58087,*,*,*,27,*,*,364,62.51438,20.551514
year,1967,PTS,1.0,0.0843942209999999,Change Point,Shape,0.0843942209999999,113,58087,*,*,*,27,*,*,365,-10.797491,36.289536
year,1972,PTS,0.972518601,0.0843942209999999,Outlier,Shape,0.08207495,198,58087,*,*,*,27,*,*,366,-10.797376,36.289276
lg_name,NBA,PTS,0.91934592,0.0843942209999999,Attribution,Point,0.077587483,229,58087,*,*,*,27,*,*,367,62.6337,20.477812
year,-1,AST,0.3287115989999999,0.0843942209999999,Trend,Shape,0.027741359,318,58087,*,*,*,27,*,*,368,-61.332264,10.724794
team_name,TOT,AST,0.978417399,0.0843942209999999,Top1,Point,0.082572774,361,58087,*,*,*,27,*,*,369,31.827692,-44.81755
pos_name,PG,AST,0.969751,0.0843942209999999,Top1,Point,0.08184138,371,58087,*,*,*,27,*,*,370,31.821068,-44.880405
year,1968,AST,1.0,0.0843942209999999,Change Point,Shape,0.0843942209999999,413,58087,*,*,*,27,*,*,371,-61.32978,10.724772
year,1993,AST,0.973680454,0.0843942209999999,Outlier,Shape,0.082173004,498,58087,*,*,*,27,*,*,372,-61.332527,10.72462
lg_name,NBA,AST,0.922514973,0.0843942209999999,Attribution,Point,0.077854933,529,58087,*,*,*,27,*,*,373,31.79152,-44.924206
year,-1,PTS,0.422164398,0.086635198,Trend,Shape,0.036574296,38,215456,*,*,*,26,NBA,*,374,-35.4074,-48.854374
year,1968,PTS,1.0,0.086635198,Change Point,Shape,0.086635198,128,215456,*,*,*,26,NBA,*,375,-35.406548,-48.853645
year,1990,PTS,0.988715275,0.086635198,Outlier,Shape,0.085657543,164,215456,*,*,*,26,NBA,*,376,-35.409554,-48.8525
year,-1,AST,0.36160109,0.086635198,Trend,Shape,0.031327382,326,215456,*,*,*,26,NBA,*,377,1.4916642,-58.652363
pos_name,PG,AST,0.995575656,0.086635198,Top1,Point,0.086251894,389,215456,*,*,*,26,NBA,*,378,5.931764,70.437805
year,1968,AST,1.0,0.086635198,Change Point,Shape,0.086635198,428,215456,*,*,*,26,NBA,*,379,1.491539,-58.65466
year,1990,AST,0.97747928,0.086635198,Outlier,Shape,0.0846841109999999,463,215456,*,*,*,26,NBA,*,380,1.4915297,-58.654118
pos_name,PG,AST,0.3393837229999999,0.086635198,Attribution,Point,0.029402576,502,215456,*,*,*,26,NBA,*,381,5.931764,70.437805
year,-1,PTS,0.686783358,0.197778096,Trend,Shape,0.135830705,39,314675,*,*,*,*,*,PF,382,32.711205,-14.703439
age,25,PTS,0.8741091999999999,0.197778096,Top1,Point,0.172879653,75,314675,*,*,*,*,*,PF,383,-59.402016,-17.370195
